Mag ID,Completeness,Contamination,GUNC Quality,MIMAG,Drep_95,Sample,Nr contigs,Quality,N50,L50
sample19_SemiBin_1724,55.14,5.86,Medium quality,F,T,sample19,68,Medium quality,86933,19
sample19_SemiBin_172,61.96,0.65,Medium quality,F,T,sample19,6,Medium quality,396419,2
sample19_SemiBin_174,79.35,9.02,Medium quality,F,T,sample19,67,Medium quality,119461,18
sample19_SemiBin_178,67.97,2.17,Medium quality,F,T,sample19,17,Medium quality,366129,6
sample19_SemiBin_179,63.87,0.44,Medium quality,F,T,sample19,17,Medium quality,683975,4
sample19_SemiBin_17,97.45,0.95,High quality,T,T,sample19,3,HQ-MIMAG,2674876,2
sample19_SemiBin_183,52.95,3.23,Medium quality,F,T,sample19,25,Medium quality,155325,7
sample19_SemiBin_186,65.71,0.76,Medium quality,F,T,sample19,10,Medium quality,104079,3
sample19_SemiBin_187,65.57,2.35,Medium quality,F,T,sample19,14,Medium quality,426881,4
sample19_SemiBin_189,63.79,0.76,Medium quality,F,T,sample19,21,Medium quality,365815,5
sample19_SemiBin_18,93.72,0.15,High quality,T,T,sample19,8,HQ-MIMAG,624447,3
sample19_SemiBin_190,68,6.56,Medium quality,F,T,sample19,12,Medium quality,417591,4
sample19_SemiBin_193,73.13,0.74,Medium quality,F,T,sample19,33,Medium quality,189882,10
sample19_SemiBin_195,51.94,1.27,Medium quality,F,T,sample19,5,Medium quality,266473,2
sample19_SemiBin_196,75.42,4.78,Medium quality,F,T,sample19,27,Medium quality,230182,8
sample19_SemiBin_198,63.88,4.5,Medium quality,F,T,sample19,9,Medium quality,484505,2
sample19_SemiBin_19,94.14,1.24,High quality,T,T,sample19,9,HQ-MIMAG,670160,3
sample19_SemiBin_1,99.63,0.22,High quality,T,T,sample19,2,HQ-MIMAG,1946297,1
sample19_SemiBin_206,72.66,1.24,Medium quality,F,T,sample19,26,Medium quality,220168,9
sample19_SemiBin_207,50.1,3.61,Medium quality,F,T,sample19,16,Medium quality,136761,4
sample19_SemiBin_20,94.6,2.88,High quality,F,T,sample19,10,High quality,539079,2
sample19_SemiBin_211,58.34,0.11,Medium quality,F,T,sample19,5,Medium quality,682419,2
sample19_SemiBin_212,70.42,0.53,Medium quality,F,F,sample19,32,Medium quality,289242,6
sample19_SemiBin_217,56.88,6.97,Medium quality,F,T,sample19,55,Medium quality,48049,15
sample19_SemiBin_21,99.26,6.6,Medium quality,F,F,sample19,13,Medium quality,596559,4
sample19_SemiBin_221,53.18,2.68,Medium quality,F,T,sample19,6,Medium quality,80281,3
sample19_SemiBin_22,94.14,5.21,Medium quality,F,T,sample19,5,Medium quality,875929,2
sample19_SemiBin_233,51.28,0.22,Medium quality,F,F,sample19,21,Medium quality,145709,7
sample19_SemiBin_245,51.53,3.64,Medium quality,F,T,sample19,34,Medium quality,93381,12
sample19_SemiBin_246,60.9,0.85,Medium quality,F,T,sample19,24,Medium quality,222563,8
sample19_SemiBin_24,88.82,0.27,Medium quality,F,T,sample19,10,Medium quality,535506,3
sample19_SemiBin_251,54.68,0.48,Medium quality,F,T,sample19,22,Medium quality,100623,8
sample19_SemiBin_25,94.5,0.44,High quality,T,F,sample19,5,HQ-MIMAG,1772848,2
sample19_SemiBin_263,64.35,0.14,Medium quality,F,T,sample19,10,Medium quality,210309,3
sample19_SemiBin_26,90.83,0.08,High quality,T,T,sample19,4,HQ-MIMAG,1610320,1
sample19_SemiBin_271,59.12,0.99,Medium quality,F,F,sample19,11,Medium quality,258341,4
sample19_SemiBin_273,74.73,6.86,Medium quality,F,T,sample19,25,Medium quality,311006,8
sample19_SemiBin_27,97.05,0.53,High quality,T,F,sample19,8,HQ-MIMAG,2181624,1
sample19_SemiBin_289,63.98,1.93,Medium quality,F,T,sample19,31,Medium quality,216771,8
sample19_SemiBin_28,95.83,5.35,Medium quality,F,F,sample19,18,Medium quality,374196,5
sample19_SemiBin_29,95.3,8.04,Medium quality,F,F,sample19,17,Medium quality,427580,3
sample19_SemiBin_2,99.88,0.68,High quality,T,T,sample19,11,HQ-MIMAG,1251025,2
sample19_SemiBin_303,50.89,0.53,Medium quality,F,T,sample19,48,Medium quality,117761,13
sample19_SemiBin_30,94.22,4.1,High quality,F,T,sample19,11,High quality,540178,3
sample19_SemiBin_313,60.21,7.04,Medium quality,F,T,sample19,85,Medium quality,81357,23
sample19_SemiBin_31,99.23,4.27,High quality,T,T,sample19,10,HQ-MIMAG,688244,3
sample19_SemiBin_32,98.26,9.67,Medium quality,F,F,sample19,11,Medium quality,885149,3
sample19_SemiBin_33,98.87,2.61,High quality,T,T,sample19,17,HQ-MIMAG,340410,4
sample19_SemiBin_343,50.77,2.15,Medium quality,F,T,sample19,15,Medium quality,459001,3
sample19_SemiBin_34,99.04,1.14,High quality,F,T,sample19,13,High quality,663454,4
sample19_SemiBin_354,53.11,4.15,Medium quality,F,T,sample19,70,Medium quality,102594,15
sample19_SemiBin_35,81.8,9.01,Medium quality,F,T,sample19,34,Medium quality,269857,6
sample19_SemiBin_36,85.33,2.34,Medium quality,F,F,sample19,25,Medium quality,139581,8
sample19_SemiBin_37,88.39,1.17,Medium quality,F,T,sample19,7,Medium quality,856147,2
sample19_SemiBin_382,97.3,0.5,High quality,F,T,sample19,3,High quality,1094738,1
sample19_SemiBin_38,94.3,0.05,High quality,F,T,sample19,6,High quality,1067847,2
sample19_SemiBin_39,94.72,0.42,High quality,T,T,sample19,1,HQ-MIMAG,2175779,1
sample19_SemiBin_3,96.21,0.89,High quality,T,T,sample19,2,HQ-MIMAG,2732530,1
sample19_SemiBin_406,82.4,0.66,Medium quality,F,F,sample19,5,Medium quality,527115,2
sample19_SemiBin_40,96.41,5.82,Medium quality,F,T,sample19,10,Medium quality,529233,4
sample19_SemiBin_411,51.34,7.37,Medium quality,F,T,sample19,13,Medium quality,333148,3
sample19_SemiBin_416,62.73,1.73,Medium quality,F,T,sample19,31,Medium quality,268760,7
sample19_SemiBin_41,91.19,4.49,High quality,T,T,sample19,18,HQ-MIMAG,320758,4
sample19_SemiBin_422,80.35,0.22,Medium quality,F,F,sample19,6,Medium quality,472589,2
sample19_SemiBin_427,64.67,2.71,Medium quality,F,F,sample19,17,Medium quality,471384,4
sample19_SemiBin_42,83.58,1.8,Medium quality,F,T,sample19,17,Medium quality,289430,4
sample19_SemiBin_43,84.61,1.42,Medium quality,F,T,sample19,8,Medium quality,882172,2
sample19_SemiBin_44,88.79,4.28,Medium quality,F,T,sample19,19,Medium quality,363854,4
sample19_SemiBin_458,77.16,1.89,Medium quality,F,F,sample19,11,Medium quality,315522,2
sample19_SemiBin_45,83.05,0.51,Medium quality,F,T,sample19,7,Medium quality,656036,3
sample19_SemiBin_46,92.92,4.98,High quality,T,T,sample19,28,HQ-MIMAG,305595,7
sample19_SemiBin_47,82.97,0.37,Medium quality,F,F,sample19,7,Medium quality,1013882,2
sample19_SemiBin_492,55.11,2.67,Medium quality,F,T,sample19,30,Medium quality,171497,7
sample19_SemiBin_49,93.68,0.31,High quality,T,T,sample19,23,HQ-MIMAG,290569,6
sample19_SemiBin_4,98.13,0.43,High quality,T,T,sample19,2,HQ-MIMAG,2644444,1
sample19_SemiBin_50,86.02,3.37,Medium quality,F,T,sample19,14,Medium quality,294441,5
sample19_SemiBin_51,87.52,0.67,Medium quality,F,F,sample19,6,Medium quality,1716033,1
sample19_SemiBin_52,94.79,0.29,High quality,T,T,sample19,7,HQ-MIMAG,897015,2
sample19_SemiBin_538,68.03,0.24,Medium quality,F,T,sample19,13,Medium quality,115886,4
sample19_SemiBin_54,79.19,2.07,Medium quality,F,T,sample19,23,Medium quality,154499,5
sample19_SemiBin_55,78.56,2.98,Medium quality,F,T,sample19,21,Medium quality,251056,5
sample19_SemiBin_56,83.2,2.49,Medium quality,F,T,sample19,16,Medium quality,218800,5
sample19_SemiBin_57,81.05,1.37,Medium quality,F,T,sample19,7,Medium quality,856743,2
sample19_SemiBin_58,74.87,0.37,Medium quality,F,T,sample19,15,Medium quality,269284,5
sample19_SemiBin_59,86.21,0.43,Medium quality,F,F,sample19,10,Medium quality,335296,2
sample19_SemiBin_5,96.09,1.15,High quality,T,T,sample19,5,HQ-MIMAG,1108314,2
sample19_SemiBin_60,85.6,1.63,Medium quality,F,T,sample19,9,Medium quality,958213,4
sample19_SemiBin_61,75.99,6.66,Medium quality,F,T,sample19,40,Medium quality,235418,9
sample19_SemiBin_62,88.32,4.13,Medium quality,F,F,sample19,5,Medium quality,1243798,2
sample19_SemiBin_63,71.46,0.32,Medium quality,F,T,sample19,21,Medium quality,462020,5
sample19_SemiBin_65,82.85,7.73,Medium quality,F,T,sample19,47,Medium quality,155479,11
sample19_SemiBin_66,85.9,3.88,Medium quality,F,T,sample19,24,Medium quality,383807,5
sample19_SemiBin_67,79.21,5.28,Medium quality,F,T,sample19,24,Medium quality,362489,5
sample19_SemiBin_68,66.46,2.12,Medium quality,F,T,sample19,33,Medium quality,118624,9
sample19_SemiBin_69,80.73,0.59,Medium quality,F,T,sample19,12,Medium quality,502187,2
sample19_SemiBin_6,96.66,4.02,High quality,T,F,sample19,6,HQ-MIMAG,1368929,2
sample19_SemiBin_70,95.79,0.77,High quality,T,T,sample19,1,HQ-MIMAG,707508,1
sample19_SemiBin_72,76.62,1.32,Medium quality,F,F,sample19,13,Medium quality,211834,5
sample19_SemiBin_73,62.77,3.33,Medium quality,F,T,sample19,17,Medium quality,227125,3
sample19_SemiBin_74,69.91,3.59,Medium quality,F,T,sample19,18,Medium quality,229379,5
sample19_SemiBin_75,75.84,0.78,Medium quality,F,T,sample19,11,Medium quality,783521,2
sample19_SemiBin_76,71.94,0.79,Medium quality,F,F,sample19,20,Medium quality,260317,4
sample19_SemiBin_77,76.73,2.29,Medium quality,F,T,sample19,10,Medium quality,419429,3
sample19_SemiBin_78,79.86,6.08,Medium quality,F,T,sample19,24,Medium quality,260120,6
sample19_SemiBin_79,65.75,3.12,Medium quality,F,T,sample19,28,Medium quality,242998,6
sample19_SemiBin_7,99.25,0.61,High quality,T,T,sample19,5,HQ-MIMAG,1734491,2
sample19_SemiBin_80,72.59,2.27,Medium quality,F,T,sample19,16,Medium quality,176045,5
sample19_SemiBin_81,73.41,0.01,Medium quality,F,T,sample19,4,Medium quality,858427,2
sample19_SemiBin_82,59.61,1.37,Medium quality,F,T,sample19,14,Medium quality,215999,4
sample19_SemiBin_83,62.26,3.2,Medium quality,F,T,sample19,22,Medium quality,176466,7
sample19_SemiBin_84,83.41,3.69,Medium quality,F,F,sample19,22,Medium quality,482550,4
sample19_SemiBin_85,75.29,5.55,Medium quality,F,T,sample19,38,Medium quality,247587,10
sample19_SemiBin_86,77.15,3.64,Medium quality,F,T,sample19,23,Medium quality,169695,6
sample19_SemiBin_87,64.04,0.92,Medium quality,F,F,sample19,5,Medium quality,222818,2
sample19_SemiBin_881,55.35,4.15,Medium quality,F,T,sample19,15,Medium quality,368571,4
sample19_SemiBin_88,74.33,3.33,Medium quality,F,T,sample19,13,Medium quality,310742,4
sample19_SemiBin_89,69.83,0.16,Medium quality,F,T,sample19,12,Medium quality,317004,4
sample19_SemiBin_8,92.92,0.85,High quality,T,T,sample19,12,HQ-MIMAG,404591,4
sample19_SemiBin_90,87.42,1.61,Medium quality,F,F,sample19,8,Medium quality,643122,2
sample19_SemiBin_91,75.99,0.63,Medium quality,F,F,sample19,9,Medium quality,640935,2
sample19_SemiBin_92,65.62,1.74,Medium quality,F,T,sample19,28,Medium quality,136195,9
sample19_SemiBin_94,58.06,3.42,Medium quality,F,T,sample19,33,Medium quality,140561,9
sample19_SemiBin_95,94.82,5.53,Medium quality,F,T,sample19,20,Medium quality,489917,5
sample19_SemiBin_96,58.63,1.24,Medium quality,F,T,sample19,30,Medium quality,114917,8
sample19_SemiBin_97,66.8,0.01,Medium quality,F,T,sample19,4,Medium quality,586794,2
sample19_SemiBin_98,88.65,4.37,Medium quality,F,T,sample19,21,Medium quality,239607,6
sample19_SemiBin_99,67.13,0.08,Medium quality,F,F,sample19,22,Medium quality,129477,7
sample19_SemiBin_9,91.06,1.13,High quality,T,F,sample19,12,HQ-MIMAG,521288,3
sample1_SemiBin_0,97.8,2,High quality,T,F,sample1,21,HQ-MIMAG,202484,6
sample1_SemiBin_100,69.8,0.83,Medium quality,F,F,sample1,45,Medium quality,113416,12
sample1_SemiBin_101,66.16,3.71,Medium quality,F,F,sample1,36,Medium quality,98931,12
sample1_SemiBin_102,73.94,0.64,Medium quality,F,T,sample1,21,Medium quality,247964,6
sample1_SemiBin_103,80.51,1.78,Medium quality,F,T,sample1,18,Medium quality,170053,5
sample1_SemiBin_104,100,0.46,High quality,T,F,sample1,25,HQ-MIMAG,174034,7
sample1_SemiBin_1058,61.32,9.44,Medium quality,F,T,sample1,33,Medium quality,119331,9
sample1_SemiBin_105,78.83,0.87,Medium quality,F,T,sample1,11,Medium quality,654753,3
sample1_SemiBin_106,68.07,5.06,Medium quality,F,T,sample1,41,Medium quality,268366,8
sample1_SemiBin_107,85.42,6.87,Medium quality,F,F,sample1,33,Medium quality,330279,7
sample1_SemiBin_108,83.05,2.28,Medium quality,F,F,sample1,12,Medium quality,505197,3
sample1_SemiBin_109,84.78,0.94,Medium quality,F,T,sample1,41,Medium quality,176610,10
sample1_SemiBin_10,96.96,7.74,Medium quality,F,F,sample1,8,Medium quality,1216517,3
sample1_SemiBin_110,88.48,0.97,Medium quality,F,T,sample1,23,Medium quality,403943,6
sample1_SemiBin_111,78.12,0.2,Medium quality,F,F,sample1,20,Medium quality,388118,3
sample1_SemiBin_112,66.85,2.33,Medium quality,F,T,sample1,49,Medium quality,214789,12
sample1_SemiBin_113,66.86,3.12,Medium quality,F,T,sample1,31,Medium quality,374514,8
sample1_SemiBin_114,80.36,2.54,Medium quality,F,F,sample1,65,Medium quality,289131,13
sample1_SemiBin_115,83.65,1.56,Medium quality,F,F,sample1,14,Medium quality,336832,4
sample1_SemiBin_116,52.09,0.31,Medium quality,F,F,sample1,46,Medium quality,124843,9
sample1_SemiBin_117,72.68,3.92,Medium quality,F,T,sample1,43,Medium quality,270616,9
sample1_SemiBin_119,51.83,1.19,Medium quality,F,T,sample1,12,Medium quality,214939,5
sample1_SemiBin_11,97.34,2.99,High quality,T,F,sample1,3,HQ-MIMAG,1341563,2
sample1_SemiBin_120,72.08,2.35,Medium quality,F,F,sample1,56,Medium quality,116651,14
sample1_SemiBin_121,52.22,2.84,Medium quality,F,T,sample1,37,Medium quality,176977,9
sample1_SemiBin_122,63.17,2.84,Medium quality,F,F,sample1,67,Medium quality,97705,18
sample1_SemiBin_123,67.24,4.36,Medium quality,F,F,sample1,22,Medium quality,339013,6
sample1_SemiBin_124,68.65,2.04,Medium quality,F,F,sample1,13,Medium quality,1416137,2
sample1_SemiBin_125,71.98,0.17,Medium quality,F,T,sample1,15,Medium quality,234132,5
sample1_SemiBin_126,64.77,3.73,Medium quality,F,F,sample1,10,Medium quality,617603,4
sample1_SemiBin_127,71.94,2.75,Medium quality,F,T,sample1,73,Medium quality,140193,21
sample1_SemiBin_128,69.95,0.57,Medium quality,F,F,sample1,13,Medium quality,682103,4
sample1_SemiBin_129,55.51,2.26,Medium quality,F,T,sample1,19,Medium quality,198114,6
sample1_SemiBin_12,93.11,3.06,High quality,F,F,sample1,21,High quality,347002,6
sample1_SemiBin_130,61.65,4.32,Medium quality,F,F,sample1,74,Medium quality,113279,14
sample1_SemiBin_131,69.28,2.66,Medium quality,F,T,sample1,25,Medium quality,220354,8
sample1_SemiBin_132,73.69,3.11,Medium quality,F,F,sample1,22,Medium quality,150743,6
sample1_SemiBin_133,64.35,6.02,Medium quality,F,T,sample1,126,Medium quality,86932,34
sample1_SemiBin_134,94.32,1.96,High quality,T,T,sample1,26,HQ-MIMAG,218868,5
sample1_SemiBin_135,64.96,1.55,Medium quality,F,T,sample1,32,Medium quality,224694,6
sample1_SemiBin_136,55.87,2.21,Medium quality,F,T,sample1,24,Medium quality,269387,7
sample1_SemiBin_137,81.47,0.5,Medium quality,F,F,sample1,18,Medium quality,291255,5
sample1_SemiBin_138,54.51,1.56,Medium quality,F,T,sample1,14,Medium quality,257566,5
sample1_SemiBin_139,57.76,0.47,Medium quality,F,F,sample1,52,Medium quality,80793,14
sample1_SemiBin_13,100,4.35,High quality,T,F,sample1,4,HQ-MIMAG,2639963,2
sample1_SemiBin_140,63.32,1.85,Medium quality,F,F,sample1,27,Medium quality,209829,8
sample1_SemiBin_142,53.59,2.88,Medium quality,F,F,sample1,57,Medium quality,81619,17
sample1_SemiBin_143,65.11,0.83,Medium quality,F,F,sample1,19,Medium quality,210545,5
sample1_SemiBin_144,50.98,0.07,Medium quality,F,T,sample1,7,Medium quality,202035,3
sample1_SemiBin_145,77.84,2.93,Medium quality,F,T,sample1,29,Medium quality,195462,8
sample1_SemiBin_146,82.49,5.55,Medium quality,F,F,sample1,19,Medium quality,437830,3
sample1_SemiBin_147,53.8,3.07,Medium quality,F,F,sample1,57,Medium quality,85454,15
sample1_SemiBin_148,66.16,0.63,Medium quality,F,F,sample1,18,Medium quality,328058,5
sample1_SemiBin_149,57.4,8.66,Medium quality,F,T,sample1,70,Medium quality,61161,17
sample1_SemiBin_14,97.53,1.29,High quality,T,T,sample1,9,HQ-MIMAG,751698,3
sample1_SemiBin_150,84.96,2.83,Medium quality,F,F,sample1,18,Medium quality,408211,4
sample1_SemiBin_152,54.94,3.31,Medium quality,F,F,sample1,11,Medium quality,262320,3
sample1_SemiBin_153,58.05,2.37,Medium quality,F,F,sample1,37,Medium quality,166894,9
sample1_SemiBin_155,54.55,0.23,Medium quality,F,F,sample1,6,Medium quality,568882,2
sample1_SemiBin_158,65.68,5.54,Medium quality,F,F,sample1,54,Medium quality,171298,15
sample1_SemiBin_159,50.86,0.62,Medium quality,F,F,sample1,20,Medium quality,189933,6
sample1_SemiBin_15,94.52,0.15,High quality,T,F,sample1,10,HQ-MIMAG,886197,2
sample1_SemiBin_160,50.9,0.79,Medium quality,F,T,sample1,54,Medium quality,78115,15
sample1_SemiBin_161,76.04,3.23,Medium quality,F,T,sample1,42,Medium quality,398757,9
sample1_SemiBin_162,84.18,1.05,Medium quality,F,T,sample1,53,Medium quality,141607,14
sample1_SemiBin_165,50.74,1.45,Medium quality,F,T,sample1,11,Medium quality,293066,4
sample1_SemiBin_16,96.24,1.65,High quality,T,F,sample1,6,HQ-MIMAG,962084,2
sample1_SemiBin_173,53.31,2.19,Medium quality,F,T,sample1,33,Medium quality,83447,11
sample1_SemiBin_174,74.65,0.29,Medium quality,F,F,sample1,15,Medium quality,448806,3
sample1_SemiBin_175,81.22,0.44,Medium quality,F,F,sample1,21,Medium quality,366197,6
sample1_SemiBin_176,79.99,1.41,Medium quality,F,F,sample1,12,Medium quality,469684,4
sample1_SemiBin_1789,52.84,8.48,Medium quality,F,T,sample1,76,Medium quality,44126,24
sample1_SemiBin_178,71.9,1.14,Medium quality,F,F,sample1,8,Medium quality,432122,2
sample1_SemiBin_179,50.54,0.34,Medium quality,F,F,sample1,21,Medium quality,149957,6
sample1_SemiBin_17,96.57,1.89,High quality,F,F,sample1,16,High quality,557800,3
sample1_SemiBin_1801,50.62,7.07,Medium quality,F,T,sample1,23,Medium quality,91655,7
sample1_SemiBin_1820,50.97,9.95,Medium quality,F,T,sample1,109,Medium quality,58466,31
sample1_SemiBin_182,71.08,5.64,Medium quality,F,T,sample1,28,Medium quality,197270,7
sample1_SemiBin_183,50.4,1.89,Medium quality,F,T,sample1,19,Medium quality,123728,4
sample1_SemiBin_1843,50.26,6.7,Medium quality,F,T,sample1,197,Medium quality,58645,54
sample1_SemiBin_184,73.63,3.82,Medium quality,F,T,sample1,58,Medium quality,164249,14
sample1_SemiBin_185,50.91,1.79,Medium quality,F,F,sample1,23,Medium quality,126288,7
sample1_SemiBin_187,58.3,1.45,Medium quality,F,F,sample1,89,Medium quality,88320,27
sample1_SemiBin_188,67.39,0.69,Medium quality,F,T,sample1,20,Medium quality,257287,6
sample1_SemiBin_18,97.57,0.39,High quality,T,F,sample1,8,HQ-MIMAG,1395028,2
sample1_SemiBin_191,59.93,5.39,Medium quality,F,T,sample1,33,Medium quality,270489,7
sample1_SemiBin_194,64.31,2.95,Medium quality,F,F,sample1,36,Medium quality,106959,9
sample1_SemiBin_197,72.13,3.97,Medium quality,F,F,sample1,17,Medium quality,368648,6
sample1_SemiBin_199,57.36,4.15,Medium quality,F,F,sample1,38,Medium quality,133685,11
sample1_SemiBin_19,89.14,2.73,Medium quality,F,F,sample1,6,Medium quality,2087496,1
sample1_SemiBin_1,99.78,0.56,High quality,T,F,sample1,10,HQ-MIMAG,760509,2
sample1_SemiBin_200,64.87,4.17,Medium quality,F,F,sample1,17,Medium quality,271461,5
sample1_SemiBin_207,56.01,0.36,Medium quality,F,T,sample1,13,Medium quality,293149,4
sample1_SemiBin_209,65.94,0.86,Medium quality,F,T,sample1,53,Medium quality,66725,16
sample1_SemiBin_20,96.17,1.84,High quality,T,T,sample1,14,HQ-MIMAG,536600,3
sample1_SemiBin_210,77.65,1.08,Medium quality,F,F,sample1,14,Medium quality,416992,4
sample1_SemiBin_211,60.71,1.93,Medium quality,F,F,sample1,36,Medium quality,98805,11
sample1_SemiBin_213,62.02,2.39,Medium quality,F,F,sample1,14,Medium quality,189270,5
sample1_SemiBin_216,64.07,0.88,Medium quality,F,F,sample1,14,Medium quality,368742,3
sample1_SemiBin_217,68,1.55,Medium quality,F,F,sample1,16,Medium quality,383200,4
sample1_SemiBin_218,64.69,1.51,Medium quality,F,T,sample1,41,Medium quality,184366,10
sample1_SemiBin_21,98.51,7.78,Medium quality,F,F,sample1,17,Medium quality,639001,3
sample1_SemiBin_220,72.95,7.04,Medium quality,F,F,sample1,21,Medium quality,304964,6
sample1_SemiBin_221,53.45,3.48,Medium quality,F,T,sample1,26,Medium quality,283890,7
sample1_SemiBin_222,70.56,6.56,Medium quality,F,T,sample1,28,Medium quality,137307,8
sample1_SemiBin_223,72.36,2.59,Medium quality,F,T,sample1,40,Medium quality,237945,9
sample1_SemiBin_22,96.84,4.83,High quality,T,T,sample1,38,HQ-MIMAG,291470,10
sample1_SemiBin_236,80.82,0.42,Medium quality,F,T,sample1,39,Medium quality,135400,12
sample1_SemiBin_237,52.18,0,Medium quality,F,T,sample1,25,Medium quality,53400,7
sample1_SemiBin_23,93.29,0.12,High quality,T,F,sample1,6,HQ-MIMAG,696525,2
sample1_SemiBin_244,52.9,9.62,Medium quality,F,T,sample1,38,Medium quality,124316,5
sample1_SemiBin_249,65.19,0.77,Medium quality,F,F,sample1,7,Medium quality,483687,2
sample1_SemiBin_24,94.7,0.94,High quality,T,F,sample1,33,HQ-MIMAG,194534,9
sample1_SemiBin_251,51.71,3.13,Medium quality,F,T,sample1,58,Medium quality,93876,15
sample1_SemiBin_255,53.41,1.41,Medium quality,F,T,sample1,22,Medium quality,168822,8
sample1_SemiBin_257,68.45,2.61,Medium quality,F,F,sample1,22,Medium quality,332601,6
sample1_SemiBin_258,78.32,5.76,Medium quality,F,F,sample1,56,Medium quality,237230,11
sample1_SemiBin_25,91.18,2.77,High quality,T,F,sample1,10,HQ-MIMAG,2128160,1
sample1_SemiBin_262,52.6,0.73,Medium quality,F,F,sample1,40,Medium quality,163615,10
sample1_SemiBin_263,59.71,4.05,Medium quality,F,F,sample1,43,Medium quality,113586,11
sample1_SemiBin_266,56.13,0.81,Medium quality,F,F,sample1,33,Medium quality,147988,7
sample1_SemiBin_269,58.34,2.6,Medium quality,F,T,sample1,30,Medium quality,117453,10
sample1_SemiBin_26,93.17,6.53,Medium quality,F,F,sample1,15,Medium quality,538144,5
sample1_SemiBin_275,56.36,1.88,Medium quality,F,F,sample1,15,Medium quality,350633,5
sample1_SemiBin_276,50.64,0.14,Medium quality,F,T,sample1,18,Medium quality,147846,6
sample1_SemiBin_278,70.08,3.05,Medium quality,F,F,sample1,19,Medium quality,200141,5
sample1_SemiBin_27,96.99,4.03,High quality,T,T,sample1,30,HQ-MIMAG,676926,5
sample1_SemiBin_285,56.34,0.07,Medium quality,F,T,sample1,3,Medium quality,1203146,1
sample1_SemiBin_28,97.16,5.68,Medium quality,F,F,sample1,16,Medium quality,546957,5
sample1_SemiBin_297,67.18,1.63,Medium quality,F,F,sample1,27,Medium quality,247772,7
sample1_SemiBin_29,90.44,2.85,High quality,F,T,sample1,13,High quality,645799,3
sample1_SemiBin_2,99.14,0.38,High quality,T,T,sample1,1,HQ-MIMAG,3471866,1
sample1_SemiBin_307,57.46,4.97,Medium quality,F,T,sample1,19,Medium quality,238393,6
sample1_SemiBin_30,90.28,0.14,High quality,T,F,sample1,8,HQ-MIMAG,445722,3
sample1_SemiBin_31,85.93,1.94,Medium quality,F,F,sample1,25,Medium quality,386012,5
sample1_SemiBin_32,100,3.99,High quality,T,F,sample1,13,HQ-MIMAG,572972,5
sample1_SemiBin_332,52.4,2.08,Medium quality,F,T,sample1,27,Medium quality,120809,10
sample1_SemiBin_33,87.84,2.63,Medium quality,F,T,sample1,42,Medium quality,552579,3
sample1_SemiBin_344,51.32,1.21,Medium quality,F,F,sample1,27,Medium quality,122438,8
sample1_SemiBin_34,98.63,0.67,High quality,T,F,sample1,20,HQ-MIMAG,780946,4
sample1_SemiBin_354,52.8,1.02,Medium quality,F,F,sample1,49,Medium quality,68266,16
sample1_SemiBin_357,96.65,0.04,High quality,F,F,sample1,11,High quality,264726,4
sample1_SemiBin_35,100,4.36,High quality,T,F,sample1,16,HQ-MIMAG,288805,5
sample1_SemiBin_361,62.2,1.24,Medium quality,F,F,sample1,23,Medium quality,205907,6
sample1_SemiBin_36,88.78,1.56,Medium quality,F,F,sample1,16,Medium quality,233387,4
sample1_SemiBin_378,71.33,8.54,Medium quality,F,F,sample1,41,Medium quality,176603,10
sample1_SemiBin_37,89.17,1.26,Medium quality,F,F,sample1,10,Medium quality,624783,3
sample1_SemiBin_38,85.91,2.46,Medium quality,F,F,sample1,12,Medium quality,503216,3
sample1_SemiBin_39,79.45,1.61,Medium quality,F,F,sample1,41,Medium quality,143669,10
sample1_SemiBin_3,99.91,0.32,High quality,T,F,sample1,5,HQ-MIMAG,906427,2
sample1_SemiBin_40,91.08,0.13,High quality,T,T,sample1,16,HQ-MIMAG,616684,4
sample1_SemiBin_41,90.1,2.57,High quality,T,F,sample1,25,HQ-MIMAG,250235,7
sample1_SemiBin_42,95.07,3.38,High quality,T,F,sample1,22,HQ-MIMAG,483565,6
sample1_SemiBin_430,55.62,5.05,Medium quality,F,F,sample1,53,Medium quality,93315,16
sample1_SemiBin_43,92.32,1.35,High quality,F,F,sample1,10,High quality,580654,2
sample1_SemiBin_44,86.17,0.89,Medium quality,F,F,sample1,10,Medium quality,432902,4
sample1_SemiBin_45,89.41,1.07,Medium quality,F,T,sample1,26,Medium quality,359012,6
sample1_SemiBin_460,72.88,2.06,Medium quality,F,T,sample1,19,Medium quality,219189,6
sample1_SemiBin_46,89.55,0.34,Medium quality,F,T,sample1,21,Medium quality,429932,5
sample1_SemiBin_47,89.79,3.7,Medium quality,F,F,sample1,16,Medium quality,598945,5
sample1_SemiBin_48,87.41,2.07,Medium quality,F,F,sample1,11,Medium quality,477719,3
sample1_SemiBin_497,61.24,9.73,Medium quality,F,T,sample1,43,Medium quality,147655,11
sample1_SemiBin_49,86.18,5.02,Medium quality,F,F,sample1,34,Medium quality,162294,8
sample1_SemiBin_4,100,0.18,High quality,T,T,sample1,4,HQ-MIMAG,3087393,1
sample1_SemiBin_50,92.59,1.46,High quality,F,T,sample1,16,High quality,628224,4
sample1_SemiBin_51,91.13,9.02,Medium quality,F,T,sample1,19,Medium quality,657967,3
sample1_SemiBin_52,85.13,1.74,Medium quality,F,F,sample1,14,Medium quality,517140,3
