BGC_region,Class,Category,Start,End,Length,MAG,Taxonomy,CC,Family
CSMAG_5930_contig_6398_polypolish.region001,RRE-containing,RiPP,16888,31236,14349,CSMAG_5930,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Ferrovibrionales;f__Ferrovibrionaceae;g__Desertibaculum;s__,1,FAM_03770
CSMAG_1609_contig_10381_polypolish.region001,NRPS-like,NRPS,441340,483913,42574,CSMAG_1609,d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__CSP1-6;g__AR5;s__,39489,FAM_02695
CSMAG_4587_contig_94816_polypolish.region001,RRE-containing,RiPP,236063,256359,20297,CSMAG_4587,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__;s__,30822,FAM_02398
CSMAG_7236_contig_17028_polypolish.region001,RRE-containing,RiPP,64464,84760,20297,CSMAG_7236,d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__CSP1-6;g__DASXSB01;s__,58665,FAM_03119
CSMAG_3656_contig_9469_polypolish.region001,T1PKS,PKS,23074,76003,52930,CSMAG_3656,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Pseudonocardiaceae;g__Actinophytocola;s__,58669,FAM_08758
CSMAG_0155_contig_139_polypolish.region001,terpene,terpene,142533,164175,21643,CSMAG_0155,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__;s__,37,FAM_00024
CSMAG_0478_contig_468_polypolish.region003,terpene,terpene,3666644,3685281,18638,CSMAG_0478,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__RPRB01;s__,26220,FAM_02228
CSMAG_5197_contig_53724_polypolish.region001,RiPP-like,RiPP,13551,24597,11047,CSMAG_5197,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__;s__,58681,FAM_08759
CSMAG_7090_contig_50178_polypolish.region001,proteusin,RiPP,28922,49260,20339,CSMAG_7090,d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Multivoradales;f__JAGPDF01;g__JACTMI01;s__,4011,FAM_00816
CSMAG_7617_contig_398_polypolish.region001,phosphonate-like,other,502285,543157,40873,CSMAG_7617,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Reyranellales;f__Reyranellaceae;g__Reyranella;s__,5657,FAM_00979
CSMAG_4705_contig_43201_polypolish.region002,arylpolyene,other,804537,845415,40879,CSMAG_4705,d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Gp7-AA8;f__Gp7-AA8;g__QHVT01;s__,58693,FAM_08760
CSMAG_5580_contig_14808_polypolish.region001,RRE-containing.lassopeptide,RiPP,1,12706,12706,CSMAG_5580,d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__RBC074;f__RBC074;g__;s__,58697,FAM_08761
CSMAG_3428_contig_10190_polypolish.region002,RRE-containing,RiPP,481680,501862,20183,CSMAG_3428,d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__CSP1-6;g__;s__,8045,FAM_01221
CSMAG_4386_contig_5864_polypolish.region002,ranthipeptide,RiPP,567366,588764,21399,CSMAG_4386,d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__Ilumatobacter;s__,27536,FAM_02277
CSMAG_4948_contig_55552_polypolish.region001,terpene,terpene,5551,26384,20834,CSMAG_4948,d__Bacteria;p__Patescibacteriota;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__JAGXIT01;s__,58714,FAM_08762
CSMAG_4182_contig_100980_polypolish.region001,NRPS,NRPS,1,30238,30238,CSMAG_4182,d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Multivoradales;f__UBA5704;g__;s__,58718,FAM_08763
CSMAG_3048_contig_1987_polypolish.region001,redox-cofactor,RiPP,101090,123134,22045,CSMAG_3048,d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__DP-6;f__DP-6;g__DP-6;s__,58722,FAM_03120
CSMAG_3002_contig_27343_polypolish.region001,NRPS,NRPS,151266,195108,43843,CSMAG_3002,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Casimicrobiaceae;g__VBCG01;s__,58726,FAM_08764
CSMAG_5805_contig_16545_polypolish.region001,terpene,terpene,73230,93766,20537,CSMAG_5805,d__Bacteria;p__Krumholzibacteriota;c__Krumholzibacteriia;o__G020349025;f__G020349025;g__;s__,58730,FAM_08765
CSMAG_4773_contig_5624_polypolish.region001,RRE-containing.lassopeptide,RiPP,104016,126449,22434,CSMAG_4773,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__2-12-FULL-66-21;g__DATBJJ01;s__,1827,FAM_00482
CSMAG_2889_contig_13656_polypolish.region001,proteusin,RiPP,999572,1020283,20712,CSMAG_2889,d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Multivoradales;f__JAGPDF01;g__JACTMI01;s__,17648,FAM_01856
CSMAG_2991_contig_10644_polypolish.region001,RRE-containing.lassopeptide,RiPP,73092,95687,22596,CSMAG_2991,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__2-12-FULL-66-21;g__JACDCA01;s__,9928,FAM_01361
CSMAG_7376_contig_48914_polypolish.region001,NRPS,NRPS,57890,79170,21281,CSMAG_7376,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__Vicinamibacteraceae;g__;s__,58754,FAM_08766
CSMAG_1073_contig_3543_polypolish.region001,lassopeptide,RiPP,116973,140118,23146,CSMAG_1073,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__DATBJG01;s__,3504,FAM_00727
CSMAG_1906_contig_3682_polypolish.region002,phosphonate,other,129998,145835,15838,CSMAG_1906,d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira_C;s__Nitrospira_C sp035761895,238,FAM_00123
CSMAG_2224_contig_100506_polypolish.region001,RRE-containing,RiPP,95303,115578,20276,CSMAG_2224,d__Bacteria;p__Acidobacteriota;c__Polarisedimenticolia;o__JACPZX01;f__DASXTC01;g__;s__,58766,FAM_08767
CSMAG_2805_contig_13622.region001,ladderane,other,148367,189563,41197,CSMAG_2805,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Marinacidobacterales;f__SMYC01;g__DAISKN01;s__,58770,FAM_08768
CSMAG_2042_contig_2311_polypolish.region001,lassopeptide,RiPP,724317,747363,23047,CSMAG_2042,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__DATBJG01;s__,3504,FAM_00727
CSMAG_6204_contig_12262_polypolish.region001,terpene,terpene,62705,85221,22517,CSMAG_6204,d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__DP-6;f__DP-6;g__;s__,36540,FAM_02591
CSMAG_0214_contig_1097.region007,RRE-containing,RiPP,6069487,6089840,20354,CSMAG_0214,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-41;g__SG8-41;s__,3330,FAM_00704
CSMAG_2874_contig_754_polypolish.region001,terpene,terpene,74058,90573,16516,CSMAG_2874,d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Palsa-1315;s__,58786,FAM_03122
CSMAG_5625_contig_27207_polypolish.region001,NRPS.NRPS-like.T1PKS,NRPS.PKS,62632,121772,59141,CSMAG_5625,d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA1135;f__GCA-002686595;g__JBCCGI01;s__,58790,FAM_08769
CSMAG_4392_contig_51882_polypolish.region001,betalactone,other,14874,45570,30697,CSMAG_4392,d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__JAWKHV01;s__,58807,FAM_08770
CSMAG_3275_contig_67223_polypolish.region001,terpene,terpene,42811,64504,21694,CSMAG_3275,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__SCN-69-37;g__JANOGJ01;s__,1656,FAM_00442
CSMAG_6079_contig_70689_polypolish.region001,ranthipeptide,RiPP,76257,97708,21452,CSMAG_6079,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__SCN-69-37;g__DASQFI01;s__,122,FAM_00072
CSMAG_4397_contig_46547_polypolish.region001,NRPS-like,NRPS,54577,97090,42514,CSMAG_4397,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__12-FULL-67-14b;s__,3807,FAM_00778
CSMAG_2025_contig_88545_polypolish.region001,terpene,terpene,323470,345270,21801,CSMAG_2025,d__Bacteria;p__Acidobacteriota;c__Polarisedimenticolia;o__Gp22-AA2;f__Gp22-AA2;g__JANNTZ01;s__,58823,FAM_03123
CSMAG_2967_contig_37380_polypolish.region002,phosphonate,other,139968,155801,15834,CSMAG_2967,d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira_C;s__Nitrospira_C sp036376045,238,FAM_00125
CSMAG_6961_contig_98653_polypolish.region001,lassopeptide,RiPP,8821,31454,22634,CSMAG_6961,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Fen-336;f__Fen-336;g__JACQGI01;s__,58831,FAM_08771
CSMAG_4423_contig_8424_polypolish.region001,betalactone,other,58202,85727,27526,CSMAG_4423,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__Peristeroidobacter;s__,58835,FAM_08772
CSMAG_0569_contig_7763_polypolish.region002,terpene,terpene,344200,365042,20843,CSMAG_0569,d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__CSP1-6;g__CAMLFJ01;s__CAMLFJ01 sp035315345,2249,FAM_00549
CSMAG_4176_contig_32891_polypolish.region001,redox-cofactor,RiPP,81176,103275,22100,CSMAG_4176,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__JACDDX01;s__,2141,FAM_00538
CSMAG_7289_contig_1605_polypolish.region001,terpene,terpene,231281,253118,21838,CSMAG_7289,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__Gp6-AA40;s__,2609,FAM_00603
CSMAG_0973_contig_49369_polypolish.region003,terpene,terpene,1151622,1173373,21752,CSMAG_0973,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__SCN-69-37;g__DASUGM01;s__,6176,FAM_01036
CSMAG_6428_contig_29819_polypolish.region001,LAP.proteusin,RiPP,1,26135,26135,CSMAG_6428,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Reyranellales;f__Reyranellaceae;g__Reyranella;s__,58855,FAM_08773
CSMAG_7694_contig_50062_polypolish.region001,lanthipeptide-class-i,RiPP,1,16300,16300,CSMAG_7694,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Gemmatales;f__Gemmataceae;g__;s__,58859,FAM_08774
CSMAG_4881_contig_150765_polypolish.region001,redox-cofactor,RiPP,6503,28624,22122,CSMAG_4881,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__JAKANT01;s__,28161,FAM_02306
CSMAG_5784_contig_68170_polypolish.region001,NRPS-like,NRPS,19017,60702,41686,CSMAG_5784,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__SXOA01;s__,58867,FAM_08775
CSMAG_4705_contig_19800_polypolish.region001,ranthipeptide,RiPP,54311,75878,21568,CSMAG_4705,d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Gp7-AA8;f__Gp7-AA8;g__QHVT01;s__,58871,FAM_08776
CSMAG_1719_contig_14970_polypolish.region002,RiPP-like,RiPP,259335,270144,10810,CSMAG_1719,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodospirillales;f__UXAT02;g__Defluviicoccus;s__,58875,FAM_03124
CSMAG_3153_contig_6309_polypolish.region001,ranthipeptide,RiPP,174367,195682,21316,CSMAG_3153,d__Bacteria;p__JAUYMQ01;c__JAUYMQ01;o__;f__;g__;s__,58879,FAM_08777
CSMAG_2440_contig_14933_polypolish.region001,NRPS-like,NRPS,275757,317976,42220,CSMAG_2440,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__;s__,58883,FAM_08778
CSMAG_1725_contig_4118_polypolish.region001,arylpolyene,other,604612,645805,41194,CSMAG_1725,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Rhodanobacter;s__Rhodanobacter sp036566165,38356,FAM_02653
CSMAG_1937_contig_3705_polypolish.region005,T3PKS,PKS,1049752,1090816,41065,CSMAG_1937,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Dongiales;f__Dongiaceae;g__JBGPEQ01;s__,5605,FAM_00974
CSMAG_6984_contig_17854.region001,NRPS,NRPS,73980,98475,24496,CSMAG_6984,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__;s__,58895,FAM_08779
CSMAG_4894_contig_4382_polypolish.region001,NRPS-like,NRPS,18920,61454,42535,CSMAG_4894,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__2-12-FULL-66-21;g__DATBJJ01;s__,21,FAM_00009
CSMAG_0413_contig_15786_polypolish.region001,NRPS-like,NRPS,3429,45372,41944,CSMAG_0413,d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__UBA9968;f__UBA9968;g__DP-20;s__,58903,FAM_03125
CSMAG_2288_contig_16069_polypolish.region001,RRE-containing,RiPP,94474,114746,20273,CSMAG_2288,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__DASPWV01;s__,11749,FAM_01483
CSMAG_2841_contig_95380.region001,terpene,terpene,150937,173077,22141,CSMAG_2841,d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__RBC074;f__RBC074;g__;s__,30551,FAM_02388
CSMAG_0230_contig_9553_polypolish.region001,NRPS-like,NRPS,264031,306703,42673,CSMAG_0230,d__Bacteria;p__Acidobacteriota;c__Polarisedimenticolia;o__Polarisedimenticolales;f__DASRJG01;g__;s__,2221,FAM_00546
CSMAG_5897_contig_87658_polypolish.region001,thioamitides.thiopeptide,RiPP,59742,90975,31234,CSMAG_5897,d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__TH5896;s__TH5896 sp029237515,7206,FAM_01151
CSMAG_2668_contig_9502_polypolish.region001,NRPS-like,NRPS,588013,630640,42628,CSMAG_2668,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__2-12-FULL-66-21;g__DATBJJ01;s__,21,FAM_00014
CSMAG_6801_contig_31912_polypolish.region002,RiPP-like,RiPP,554475,566319,11845,CSMAG_6801,d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira_C;s__,1956,FAM_00507
CSMAG_5004_contig_71515_polypolish.region001,NRPS.NRPS-like,NRPS,1,32242,32242,CSMAG_5004,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Pseudonocardiaceae;g__Actinophytocola;s__,58931,FAM_08780
CSMAG_5455_contig_105293_polypolish.region001,RRE-containing,RiPP,42896,54088,11193,CSMAG_5455,d__Bacteria;p__Acidobacteriota;c__Polarisedimenticolia;o__Polarisedimenticolales;f__DASUFT01;g__DASUFT01;s__,14213,FAM_01657
CSMAG_2946_contig_19432_polypolish.region001,NRPS-like,NRPS,174575,203175,28601,CSMAG_2946,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__12-FULL-67-14b;s__,3807,FAM_00783
CSMAG_6181_contig_112428.region001,terpene,terpene,1,10386,10386,CSMAG_6181,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Fen-336;f__Fen-336;g__;s__,58953,FAM_08781
CSMAG_2232_contig_3827_polypolish.region001,lanthipeptide-class-ii,RiPP,151789,175148,23360,CSMAG_2232,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__Vicinamibacteraceae;g__JBDSLU01;s__,7843,FAM_01202
CSMAG_1614_contig_21922_polypolish.region001,terpene,terpene,53099,73812,20714,CSMAG_1614,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Fen-336;f__Fen-336;g__JAICEW01;s__,58961,FAM_08782
CSMAG_1253_contig_1348.region001,lanthipeptide-class-v,RiPP,71289,114749,43461,CSMAG_1253,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__2-12-FULL-66-21;g__DATBJJ01;s__,462,FAM_00198
CSMAG_2161_contig_37617_polypolish.region001,ranthipeptide,RiPP,114169,135614,21446,CSMAG_2161,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__;s__,2775,FAM_00641
CSMAG_7452_contig_45767_polypolish.region001,betalactone,other,36064,63840,27777,CSMAG_7452,d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__JACDCH01;g__DATAES01;s__,58973,FAM_08783
CSMAG_4341_contig_54821_polypolish.region001,T1PKS,PKS,91597,132712,41116,CSMAG_4341,d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__CSP1-6;g__DASXSB01;s__,58977,FAM_08784
CSMAG_0417_contig_66909_polypolish.region001,RRE-containing.lassopeptide,RiPP,339836,362510,22675,CSMAG_0417,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__2-12-FULL-66-21;g__JACDCA01;s__,9928,FAM_01361
CSMAG_4997_contig_7789_polypolish.region001,terpene,terpene,480767,502502,21736,CSMAG_4997,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__;s__,32261,FAM_02449
CSMAG_5191_contig_60276_polypolish.region001,arylpolyene,other,38037,79230,41194,CSMAG_5191,d__Bacteria;p__Tectomicrobia;c__Entotheonellia;o__J063;f__;g__;s__,58997,FAM_08785
CSMAG_1454_contig_13264_polypolish.region001,NRPS,NRPS,251150,306871,55722,CSMAG_1454,d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__CSP1-6;g__DASRWT01;s__,3649,FAM_00748
CSMAG_0354_contig_7842_polypolish.region002,T1PKS,PKS,852020,900497,48478,CSMAG_0354,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__JACCSI01;s__,16283,FAM_01768
CSMAG_2887_contig_60639_polypolish.region001,ectoine,other,81509,92333,10825,CSMAG_2887,d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__JACPHL01;g__DASRDR01;s__,59009,FAM_08786
CSMAG_1897_contig_16417_polypolish.region001,NRPS.NRPS-like,NRPS,98452,146025,47574,CSMAG_1897,d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__UBA11740;s__,59013,FAM_08787
CSMAG_0349_contig_40624_polypolish.region001,arylpolyene,other,137254,180841,43588,CSMAG_0349,d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__UBA9968;f__UBA9968;g__DP-20;s__,1640,FAM_00436
CSMAG_6357_contig_23292_polypolish.region001,NRPS-like,NRPS,52817,82681,29865,CSMAG_6357,d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__CSP1-6;g__DASXSB01;s__,59029,FAM_08788
CSMAG_1233_contig_1698_polypolish.region001,terpene,terpene,255484,277358,21875,CSMAG_1233,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Limisphaerales;f__JBBRPK01;g__JBBRPK01;s__,4387,FAM_00862
CSMAG_6061_contig_87430_polypolish.region001,RiPP-like,RiPP,349718,361241,11524,CSMAG_6061,d__Bacteria;p__Myxococcota;c__Polyangia;o__Haliangiales;f__SHYZ01;g__;s__,59037,FAM_08789
CSMAG_6836_contig_25556_polypolish.region001,betalactone,other,174908,200545,25638,CSMAG_6836,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Agromyces;s__,59041,FAM_08790
CSMAG_7367_contig_40251_polypolish.region001,NRPS-like.RRE-containing,NRPS.RiPP,28615,83306,54692,CSMAG_7367,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__2-12-FULL-66-21;g__JACCXG01;s__,21,FAM_00003
CSMAG_3162_contig_33889_polypolish.region001,lassopeptide,RiPP,10041,33666,23626,CSMAG_3162,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__2-02-FULL-65-29;s__,59057,FAM_08791
CSMAG_4085_contig_41449_polypolish.region001,thioamitides,RiPP,39617,61732,22116,CSMAG_4085,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__DASWDH01;s__,59061,FAM_08792
CSMAG_2689_contig_11487_polypolish.region001,NRPS-like,NRPS,274229,318338,44110,CSMAG_2689,d__Bacteria;p__Eisenbacteria;c__RBG-16-71-46;o__RBG-16-71-46;f__RBG-16-71-46;g__JAIOPA01;s__,3987,FAM_00810
CSMAG_3205_contig_29347_polypolish.region001,ranthipeptide,RiPP,255826,277316,21491,CSMAG_3205,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__Gp6-AA45;s__,59069,FAM_03126
CSMAG_5674_contig_30153_polypolish.region001,terpene,terpene,90477,110950,20474,CSMAG_5674,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Fen-336;f__Fen-336;g__JAICEW01;s__,59073,FAM_08793
CSMAG_1947_contig_1913_polypolish.region001,terpene,terpene,187652,211027,23376,CSMAG_1947,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Fen-336;f__Fen-336;g__DATFEN01;s__,995,FAM_00319
CSMAG_0027_contig_16364_polypolish.region001,NRPS.T1PKS,NRPS.PKS,599580,674741,75162,CSMAG_0027,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__;s__,1575,FAM_00422
CSMAG_2260_contig_18285_polypolish.region001,lassopeptide,RiPP,250224,275518,25295,CSMAG_2260,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__CADEEJ01;s__,606,FAM_00228
CSMAG_1599_contig_1298_polypolish.region001,NRPS.NRPS-like,NRPS,158798,217956,59159,CSMAG_1599,d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Multivoradales;f__UBA5704;g__UBA5704;s__,59089,FAM_08794
CSMAG_4225_contig_1059_polypolish.region002,T1PKS,PKS,1012741,1060174,47434,CSMAG_4225,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__JACCSI01;s__,9843,FAM_01352
CSMAG_5313_contig_3567_polypolish.region001,arylpolyene,other,128228,171814,43587,CSMAG_5313,d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__UBA9968;f__UBA9968;g__DP-20;s__,1640,FAM_00434
CSMAG_2916_contig_1301_polypolish.region001,T3PKS,PKS,277692,318759,41068,CSMAG_2916,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__JACCUZ01;f__JACCUZ01;g__DASTVO01;s__DASTVO01 sp035759075,59109,FAM_08795
CSMAG_4630_contig_4762.region001,terpene,terpene,110995,132980,21986,CSMAG_4630,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__Vicinamibacteraceae;g__JBDSLU01;s__,11513,FAM_01465
CSMAG_4274_contig_13191_polypolish.region001,arylpolyene,other,142926,199836,56911,CSMAG_4274,d__Bacteria;p__Myxococcota_A;c__UBA9160;o__UBA9160;f__SMWR01;g__DASUFZ01;s__,28016,FAM_02296
CSMAG_4858_contig_38951_polypolish.region001,lanthipeptide-class-i,RiPP,1,21981,21981,CSMAG_4858,d__Bacteria;p__Eisenbacteria;c__RBG-16-71-46;o__SZUA-252;f__SZUA-252;g__;s__,59121,FAM_03127
CSMAG_4836_contig_23827_polypolish.region001,terpene,terpene,170430,197071,26642,CSMAG_4836,d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__CSP1-6;g__AR5;s__,166,FAM_00085
CSMAG_6457_contig_65955_polypolish.region001,T1PKS,PKS,1,39011,39011,CSMAG_6457,d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__QHBQ01;f__JADMIH01;g__JADMIH01;s__,59129,FAM_08796
CSMAG_7384_contig_78326_polypolish.region002,arylpolyene,other,35780,64585,28806,CSMAG_7384,d__Bacteria;p__Myxococcota_A;c__UBA9160;o__UBA9160;f__SMWR01;g__;s__,59133,FAM_08797
CSMAG_3104_contig_3516_polypolish.region001,RiPP-like,RiPP,159023,169865,10843,CSMAG_3104,d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__UBA9968;f__UBA9968;g__DAIRFP01;s__,6225,FAM_01045
CSMAG_6064_contig_57541_polypolish.region001,RRE-containing,RiPP,199308,219586,20279,CSMAG_6064,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__2-12-FULL-66-21;g__JAICSD01;s__,59141,FAM_08798
CSMAG_3398_contig_3328_polypolish.region001,T3PKS,PKS,66949,108022,41074,CSMAG_3398,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Fen-336;f__Fen-336;g__DATFEN01;s__,3258,FAM_00690
CSMAG_6418_contig_76664_polypolish.region001,terpene,terpene,52846,73895,21050,CSMAG_6418,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Cupriavidus;s__Cupriavidus pickettii_A,16859,FAM_01801
CSMAG_1077_contig_8082_polypolish.region003,NRPS,NRPS,1211367,1256004,44638,CSMAG_1077,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Flavitalea;s__,59153,FAM_08799
CSMAG_5371_contig_38118_polypolish.region001,NI-siderophore,other,5292,16848,11557,CSMAG_5371,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Fen-336;f__Fen-336;g__JAICEW01;s__,59157,FAM_08800
CSMAG_6644_contig_72972_polypolish.region001,phosphonate.terpene,other.terpene,59890,80080,20191,CSMAG_6644,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__JBCBZW01;f__JBCBZW01;g__;s__,4911,FAM_00912
CSMAG_1635_contig_5978_polypolish.region001,betalactone,other,79139,104954,25816,CSMAG_1635,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-39;g__SCGC-AG-212-J23;s__SCGC-AG-212-J23 sp035454685,430,FAM_00189
