Mag ID	Completeness	Contamination	Polish
sample22_SemiBin_49	84.67	1.26 	polca
sample22_SemiBin_4	98.68	6.98 	polca
sample22_SemiBin_50	95.25	3.55 	polca
sample22_SemiBin_51	93.26	6.74 	polca
sample22_SemiBin_52	89.48	1.19 	polca
sample22_SemiBin_53	90.56	0.43 	polca
sample22_SemiBin_54	91.69	0.72 	polca
sample22_SemiBin_55	95.16	7.93 	polca
sample22_SemiBin_56	82.72	6.96 	polca
sample22_SemiBin_57	88.28	1.16 	polca
sample22_SemiBin_58	76.89	0.66 	polca
sample22_SemiBin_59	78.02	8.12 	polca
sample22_SemiBin_5	98.38	0.45 	polca
sample22_SemiBin_60	92.78	5.63 	polca
sample22_SemiBin_62	84.17	2.04 	polca
sample22_SemiBin_63	88.26	2.76 	polca
sample22_SemiBin_64	82.77	4.3 	polca
sample22_SemiBin_65	77.7	0.4 	polca
sample22_SemiBin_66	75.43	3.42 	polca
sample22_SemiBin_67	85.04	6.73 	polca
sample22_SemiBin_68	86.99	1.97 	polca
sample22_SemiBin_69	77.78	8.86 	polca
sample22_SemiBin_6	94.38	0.02 	polca
sample22_SemiBin_713	53.34	9.05 	polca
sample22_SemiBin_71	89.5	3.59 	polca
sample22_SemiBin_72	85.34	0.13 	polca
sample22_SemiBin_73	82.42	2.42 	polca
sample22_SemiBin_74	80.13	6.82 	polca
sample22_SemiBin_75	84.17	3.66 	polca
sample22_SemiBin_77	79.87	0.74 	polca
sample22_SemiBin_78	85.04	2.58 	polca
sample22_SemiBin_79	85.65	0.62 	polca
sample22_SemiBin_7	99.58	0.8 	polca
sample22_SemiBin_80	90.77	0.91 	polca
sample22_SemiBin_81	62.75	2.55 	polca
sample22_SemiBin_82	85.72	4.49 	polca
sample22_SemiBin_83	76.98	4.07 	polca
sample22_SemiBin_84	85.78	2.26 	polca
sample22_SemiBin_85	73.94	3.32 	polca
sample22_SemiBin_86	63.42	3.63 	polca
sample22_SemiBin_87	80.13	9.09 	polca
sample22_SemiBin_88	74.19	0.92 	polca
sample22_SemiBin_89	64.96	0.08 	polca
sample22_SemiBin_8	100.0	0.14 	polca
sample22_SemiBin_90	62.74	1.05 	polca
sample22_SemiBin_91	60.16	0.61 	polca
sample22_SemiBin_92	64.84	1.2 	polca
sample22_SemiBin_93	73.03	5.73 	polca
sample22_SemiBin_94	70.12	2.26 	polca
sample22_SemiBin_95	72.82	2.12 	polca
sample22_SemiBin_96	72.57	0.35 	polca
sample22_SemiBin_97	69.17	0.14 	polca
sample22_SemiBin_98	67.69	0.21 	polca
sample22_SemiBin_99	69.18	2.37 	polca
sample22_SemiBin_9	96.87	0.21 	polca
sample23_SemiBin_0	99.86	0.35 	polca
sample23_SemiBin_100	56.32	0.63 	polca
sample23_SemiBin_104	55.08	6.93 	polca
sample23_SemiBin_10	95.44	2.21 	polca
sample23_SemiBin_112	61.96	0.23 	polca
sample23_SemiBin_116	93.16	2.61 	polca
sample23_SemiBin_1197	52.75	9.02 	polca
sample23_SemiBin_119	50.06	2.9 	polca
sample23_SemiBin_11	99.95	2.18 	polca
sample23_SemiBin_124	56.53	0.76 	polca
sample23_SemiBin_125	59.23	9.29 	polca
sample23_SemiBin_128	67.14	4.97 	polca
sample23_SemiBin_12	93.35	0.05 	polca
sample23_SemiBin_130	61.11	1.8 	polca
sample23_SemiBin_133	52.79	0.94 	polca
sample23_SemiBin_13	97.69	3.63 	polca
sample23_SemiBin_140	52.97	0.73 	polca
sample23_SemiBin_14	92.56	0.34 	polca
sample23_SemiBin_153	52.02	1.01 	polca
sample23_SemiBin_154	54.62	3.44 	polca
sample23_SemiBin_159	50.29	0.62 	polca
sample23_SemiBin_15	92.12	0.11 	polca
sample23_SemiBin_161	63.42	4.65 	polca
sample23_SemiBin_162	75.41	2.94 	polca
sample23_SemiBin_16	94.87	0.11 	polca
sample23_SemiBin_174	86.9	1.94 	polca
sample23_SemiBin_17	96.3	0.03 	polca
sample23_SemiBin_18	88.62	1.53 	polca
sample23_SemiBin_191	54.7	1.17 	polca
sample23_SemiBin_193	50.97	1.25 	polca
sample23_SemiBin_1969	50.16	7.95 	polca
sample23_SemiBin_198	53.84	0.18 	polca
sample23_SemiBin_19	96.59	1.27 	polca
sample23_SemiBin_1	99.56	0.4 	polca
sample23_SemiBin_2003	53.25	8.6 	polca
sample23_SemiBin_200	58.53	2.77 	polca
sample23_SemiBin_20	90.89	0.02 	polca
sample23_SemiBin_21	93.79	5.34 	polca
sample23_SemiBin_223	63.58	1.14 	polca
sample23_SemiBin_224	58.37	2.82 	polca
sample23_SemiBin_226	59.7	1.7 	polca
sample23_SemiBin_232	59.03	0.18 	polca
sample23_SemiBin_233	50.88	9.05 	polca
sample23_SemiBin_23	94.77	0.64 	polca
sample23_SemiBin_24	82.07	0.2 	polca
sample23_SemiBin_25	86.31	2.45 	polca
sample23_SemiBin_26	96.22	3.6 	polca
sample23_SemiBin_27	84.93	4.66 	polca
sample23_SemiBin_281	67.91	1.06 	polca
sample23_SemiBin_28	95.4	1.69 	polca
sample23_SemiBin_291	57.54	0.12 	polca
sample23_SemiBin_29	89.88	2.99 	polca
sample23_SemiBin_2	97.78	3.1 	polca
sample23_SemiBin_30	92.1	0.61 	polca
sample23_SemiBin_317	96.94	1.51 	polca
sample23_SemiBin_31	83.46	4.32 	polca
sample23_SemiBin_322	50.72	0.61 	polca
sample23_SemiBin_32	83.43	1.78 	polca
sample23_SemiBin_33	82.58	0.72 	polca
sample23_SemiBin_356	52.14	6.8 	polca
sample23_SemiBin_358	53.84	3.45 	polca
sample23_SemiBin_35	84.24	1.2 	polca
sample23_SemiBin_36	94.25	2.69 	polca
sample23_SemiBin_37	84.74	0.77 	polca
sample23_SemiBin_388	56.97	0.31 	polca
sample23_SemiBin_38	89.05	0.41 	polca
sample23_SemiBin_39	85.56	4.12 	polca
sample23_SemiBin_3	99.47	3.71 	polca
sample23_SemiBin_401	74.95	5.38 	polca
sample23_SemiBin_403	59.94	3.18 	polca
sample23_SemiBin_40	76.38	3.47 	polca
sample23_SemiBin_41	81.63	1.32 	polca
sample23_SemiBin_42	86.59	5.38 	polca
sample23_SemiBin_431	72.13	8.06 	polca
sample23_SemiBin_43	70.85	3.51 	polca
sample23_SemiBin_444	62.55	9.89 	polca
sample23_SemiBin_44	74.81	5.19 	polca
sample23_SemiBin_45	79.56	6.72 	polca
sample23_SemiBin_462	53.33	2.4 	polca
sample23_SemiBin_46	85.56	2.93 	polca
sample23_SemiBin_47	76.69	2.17 	polca
sample23_SemiBin_48	85.26	4.29 	polca
sample23_SemiBin_49	75.38	2.56 	polca
sample23_SemiBin_4	99.23	2.21 	polca
sample23_SemiBin_506	51.22	3.17 	polca
sample23_SemiBin_50	99.54	6.82 	polca
sample23_SemiBin_51	75.5	9.55 	polca
sample23_SemiBin_52	70.99	1.1 	polca
sample23_SemiBin_54	80.44	0.72 	polca
sample23_SemiBin_55	82.62	2.22 	polca
sample23_SemiBin_56	79.42	5.26 	polca
sample23_SemiBin_57	80.1	0.68 	polca
sample23_SemiBin_58	60.3	0.83 	polca
sample23_SemiBin_59	72.38	0.85 	polca
sample23_SemiBin_5	100.0	2.6 	polca
sample23_SemiBin_60	57.63	2.87 	polca
sample23_SemiBin_61	70.98	5.22 	polca
sample23_SemiBin_62	69.92	1.14 	polca
sample23_SemiBin_63	77.89	3.21 	polca
sample23_SemiBin_64	69.35	3.56 	polca
sample23_SemiBin_65	72.8	1.42 	polca
sample23_SemiBin_66	76.38	2.17 	polca
sample23_SemiBin_67	54.06	0.27 	polca
sample23_SemiBin_68	65.6	4.85 	polca
sample23_SemiBin_69	61.47	0.43 	polca
sample23_SemiBin_6	97.94	0.61 	polca
sample23_SemiBin_70	62.99	2.44 	polca
sample23_SemiBin_71	70.62	8.87 	polca
sample23_SemiBin_72	99.44	1.23 	polca
sample23_SemiBin_73	69.96	2.35 	polca
sample23_SemiBin_74	59.04	2.29 	polca
sample23_SemiBin_75	64.11	0.24 	polca
sample23_SemiBin_76	56.07	2.74 	polca
sample23_SemiBin_78	62.4	5.92 	polca
sample23_SemiBin_79	67.98	0.32 	polca
sample23_SemiBin_7	90.53	0.12 	polca
sample23_SemiBin_80	53.04	7.99 	polca
sample23_SemiBin_81	53.4	0.91 	polca
sample23_SemiBin_82	81.97	1.14 	polca
sample23_SemiBin_84	61.68	0.13 	polca
sample23_SemiBin_85	77.06	1.58 	polca
sample23_SemiBin_87	53.14	1.52 	polca
sample23_SemiBin_88	54.31	4.89 	polca
sample23_SemiBin_89	61.24	3.57 	polca
sample23_SemiBin_8	98.18	4.62 	polca
sample23_SemiBin_90	61.82	8.15 	polca
sample23_SemiBin_91	52.24	0.03 	polca
sample23_SemiBin_93	56.81	0.86 	polca
sample23_SemiBin_95	63.5	4.85 	polca
sample23_SemiBin_97	66.33	1.1 	polca
sample23_SemiBin_9	100.0	1.35 	polca
sample24_SemiBin_0	99.34	6.39 	polca
sample24_SemiBin_101	66.52	0.6 	polca
sample24_SemiBin_103	63.68	1.86 	polca
sample24_SemiBin_104	57.96	4.62 	polca
sample24_SemiBin_10	89.3	4.04 	polca
sample24_SemiBin_114	51.99	0.9 	polca
sample24_SemiBin_116	63.56	4.21 	polca
sample24_SemiBin_1183	69.43	4.6 	polca
sample24_SemiBin_1185	55.36	7.87 	polca
sample24_SemiBin_1187	50.66	8.58 	polca
sample24_SemiBin_11	84.19	5.2 	polca
sample24_SemiBin_1204	51.26	7.26 	polca
sample24_SemiBin_1237	51.3	4.92 	polca
sample24_SemiBin_123	61.27	2.18 	polca
sample24_SemiBin_12	88.62	9.73 	polca
sample24_SemiBin_130	75.49	5.16 	polca
sample24_SemiBin_133	50.18	0.26 	polca
sample24_SemiBin_13	87.68	0.89 	polca
sample24_SemiBin_142	52.94	0.22 	polca
sample24_SemiBin_14	88.86	2.37 	polca
sample24_SemiBin_15	89.78	1.24 	polca
sample24_SemiBin_166	54.2	0.55 	polca
sample24_SemiBin_16	89.07	6.19 	polca
sample24_SemiBin_174	96.0	0.23 	polca
sample24_SemiBin_17	85.17	4.23 	polca
sample24_SemiBin_181	51.77	0.23 	polca
sample24_SemiBin_18	79.14	9.11 	polca
sample24_SemiBin_19	72.91	2.12 	polca
sample24_SemiBin_1	99.68	3.9 	polca
sample24_SemiBin_207	50.25	2.06 	polca
sample24_SemiBin_20	82.93	9.41 	polca
sample24_SemiBin_212	77.97	0.04 	polca
sample24_SemiBin_21	79.1	2.83 	polca
sample24_SemiBin_22	96.77	3.23 	polca
sample24_SemiBin_23	82.08	2.94 	polca
sample24_SemiBin_240	72.84	7.23 	polca
sample24_SemiBin_245	66.33	7.42 	polca
sample24_SemiBin_24	65.72	1.44 	polca
sample24_SemiBin_256	79.22	2.74 	polca
sample24_SemiBin_25	84.01	5.55 	polca
sample24_SemiBin_26	77.09	5.61 	polca
sample24_SemiBin_278	67.28	6.56 	polca
sample24_SemiBin_27	71.32	5.34 	polca
sample24_SemiBin_29	71.28	1.48 	polca
sample24_SemiBin_2	95.55	4.81 	polca
sample24_SemiBin_30	56.64	6.75 	polca
sample24_SemiBin_31	63.36	2.07 	polca
sample24_SemiBin_32	53.47	0.19 	polca
sample24_SemiBin_33	69.14	1.02 	polca
sample24_SemiBin_35	71.89	1.45 	polca
sample24_SemiBin_363	61.5	8.86 	polca
sample24_SemiBin_365	50.89	6.26 	polca
sample24_SemiBin_36	60.07	0.94 	polca
sample24_SemiBin_379	50.73	7.57 	polca
sample24_SemiBin_37	61.08	1.31 	polca
sample24_SemiBin_38	70.08	2.09 	polca
sample24_SemiBin_3	96.8	1.35 	polca
sample24_SemiBin_40	74.14	1.11 	polca
sample24_SemiBin_41	85.59	6.48 	polca
sample24_SemiBin_42	90.09	0.96 	polca
sample24_SemiBin_43	56.87	0.44 	polca
sample24_SemiBin_447	52.47	0.82 	polca
sample24_SemiBin_44	53.2	0.89 	polca
sample24_SemiBin_45	98.1	7.59 	polca
sample24_SemiBin_46	63.48	9.11 	polca
sample24_SemiBin_47	92.48	6.13 	polca
sample24_SemiBin_48	57.44	3.94 	polca
sample24_SemiBin_49	50.1	0.33 	polca
sample24_SemiBin_4	94.2	0.45 	polca
sample24_SemiBin_50	74.59	1.19 	polca
sample24_SemiBin_51	51.1	3.83 	polca
sample24_SemiBin_53	79.2	1.99 	polca
sample24_SemiBin_55	64.01	1.62 	polca
sample24_SemiBin_56	77.64	1.89 	polca
sample24_SemiBin_57	51.32	8.68 	polca
sample24_SemiBin_588	56.52	6.26 	polca
sample24_SemiBin_58	77.93	2.2 	polca
sample24_SemiBin_59	57.65	2.95 	polca
sample24_SemiBin_5	98.0	0.24 	polca
sample24_SemiBin_67	73.25	9.62 	polca
sample24_SemiBin_69	62.79	1.41 	polca
sample24_SemiBin_6	88.19	2.04 	polca
sample24_SemiBin_70	51.86	3.83 	polca
sample24_SemiBin_71	68.05	5.03 	polca
sample24_SemiBin_72	76.32	0.05 	polca
sample24_SemiBin_73	50.08	0.74 	polca
sample24_SemiBin_74	74.56	5.41 	polca
sample24_SemiBin_76	78.61	4.64 	polca
sample24_SemiBin_79	69.2	5.33 	polca
sample24_SemiBin_7	89.96	3.73 	polca
sample24_SemiBin_85	55.42	2.97 	polca
sample24_SemiBin_8	92.09	2.63 	polca
sample24_SemiBin_92	67.04	6.87 	polca
sample24_SemiBin_9	87.6	0.34 	polca
sample25_SemiBin_0	99.17	0.14 	polca
sample25_SemiBin_100	57.33	2.89 	polca
sample25_SemiBin_101	73.18	9.09 	polca
sample25_SemiBin_103	89.28	3.48 	polca
sample25_SemiBin_104	58.16	1.62 	polca
sample25_SemiBin_105	58.12	1.65 	polca
sample25_SemiBin_107	54.55	2.05 	polca
sample25_SemiBin_108	58.2	8.08 	polca
sample25_SemiBin_109	67.82	3.78 	polca
sample25_SemiBin_10	96.77	2.43 	polca
sample25_SemiBin_110	76.89	2.11 	polca
sample25_SemiBin_111	85.46	0.32 	polca
sample25_SemiBin_112	78.95	0.23 	polca
sample25_SemiBin_114	88.62	2.65 	polca
sample25_SemiBin_115	63.31	5.84 	polca
sample25_SemiBin_116	89.83	7.64 	polca
sample25_SemiBin_119	56.77	1.75 	polca
sample25_SemiBin_11	93.45	1.32 	polca
sample25_SemiBin_120	62.32	2.1 	polca
sample25_SemiBin_124	77.8	2.0 	polca
sample25_SemiBin_125	52.78	3.92 	polca
sample25_SemiBin_126	58.15	1.09 	polca
sample25_SemiBin_127	59.01	2.74 	polca
sample25_SemiBin_129	53.6	0.53 	polca
sample25_SemiBin_12	99.99	3.43 	polca
sample25_SemiBin_130	53.31	3.02 	polca
sample25_SemiBin_133	50.69	0.65 	polca
sample25_SemiBin_135	87.82	2.38 	polca
sample25_SemiBin_139	51.13	2.73 	polca
sample25_SemiBin_13	99.86	4.6 	polca
sample25_SemiBin_140	51.91	4.75 	polca
sample25_SemiBin_141	61.34	1.12 	polca
sample25_SemiBin_143	60.79	4.43 	polca
sample25_SemiBin_144	84.79	0.37 	polca
sample25_SemiBin_145	59.94	4.22 	polca
sample25_SemiBin_148	61.41	1.21 	polca
sample25_SemiBin_149	76.43	6.56 	polca
sample25_SemiBin_14	92.09	0.27 	polca
sample25_SemiBin_1529	64.37	8.38 	polca
sample25_SemiBin_153	79.92	2.56 	polca
sample25_SemiBin_154	75.2	2.24 	polca
sample25_SemiBin_155	55.62	1.57 	polca
sample25_SemiBin_1571	52.88	5.15 	polca
sample25_SemiBin_159	83.01	0.88 	polca
sample25_SemiBin_15	88.85	0.64 	polca
sample25_SemiBin_160	87.98	1.42 	polca
sample25_SemiBin_163	61.26	0.43 	polca
sample25_SemiBin_164	55.44	8.48 	polca
sample25_SemiBin_167	51.72	0.96 	polca
sample25_SemiBin_16	95.87	7.48 	polca
sample25_SemiBin_171	65.72	2.33 	polca
sample25_SemiBin_174	92.43	1.68 	polca
sample25_SemiBin_178	68.22	1.74 	polca
sample25_SemiBin_179	57.44	0.33 	polca
sample25_SemiBin_17	84.42	5.91 	polca
sample25_SemiBin_181	58.98	5.98 	polca
sample25_SemiBin_183	69.99	4.77 	polca
sample25_SemiBin_185	57.31	2.01 	polca
sample25_SemiBin_186	73.41	3.51 	polca
sample25_SemiBin_189	61.31	0.61 	polca
sample25_SemiBin_18	89.48	1.7 	polca
sample25_SemiBin_190	54.51	2.37 	polca
sample25_SemiBin_193	50.19	1.69 	polca
sample25_SemiBin_196	53.88	1.38 	polca
sample25_SemiBin_19	86.62	3.51 	polca
sample25_SemiBin_1	97.54	2.67 	polca
sample25_SemiBin_200	62.57	0.27 	polca
sample25_SemiBin_201	64.68	0.82 	polca
sample25_SemiBin_203	67.85	0.61 	polca
sample25_SemiBin_204	56.59	1.81 	polca
sample25_SemiBin_206	51.24	5.73 	polca
sample25_SemiBin_209	55.88	5.87 	polca
sample25_SemiBin_20	94.24	0.22 	polca
sample25_SemiBin_213	59.58	0.0 	polca
sample25_SemiBin_215	52.01	0.41 	polca
sample25_SemiBin_216	62.8	2.86 	polca
sample25_SemiBin_21	91.44	2.46 	polca
sample25_SemiBin_221	71.15	0.27 	polca
sample25_SemiBin_224	58.22	1.52 	polca
sample25_SemiBin_225	61.27	0.4 	polca
sample25_SemiBin_227	66.78	6.8 	polca
sample25_SemiBin_228	56.68	1.96 	polca
sample25_SemiBin_22	87.34	1.01 	polca
sample25_SemiBin_231	51.88	1.07 	polca
sample25_SemiBin_232	51.43	0.13 	polca
sample25_SemiBin_234	64.02	4.11 	polca
sample25_SemiBin_237	58.86	0.71 	polca
sample25_SemiBin_23	94.42	1.09 	polca
sample25_SemiBin_240	54.81	3.49 	polca
sample25_SemiBin_24	99.7	5.98 	polca
sample25_SemiBin_254	58.27	2.31 	polca
sample25_SemiBin_256	68.04	1.18 	polca
sample25_SemiBin_25	95.31	8.48 	polca
sample25_SemiBin_263	53.36	3.07 	polca
sample25_SemiBin_264	63.28	1.24 	polca
sample25_SemiBin_269	65.97	0.02 	polca
sample25_SemiBin_26	91.67	5.49 	polca
sample25_SemiBin_270	51.12	0.25 	polca
sample25_SemiBin_277	61.28	0.1 	polca
sample25_SemiBin_27	94.99	7.57 	polca
sample25_SemiBin_281	57.35	0.55 	polca
sample25_SemiBin_28	85.74	1.2 	polca
sample25_SemiBin_290	96.5	0.02 	polca
sample25_SemiBin_292	93.49	0.55 	polca
sample25_SemiBin_29	90.78	0.36 	polca
sample25_SemiBin_2	97.29	0.03 	polca
sample25_SemiBin_301	66.09	3.69 	polca
sample25_SemiBin_30	92.87	5.38 	polca
sample25_SemiBin_31	86.76	6.18 	polca
sample25_SemiBin_32	84.97	1.08 	polca
sample25_SemiBin_33	83.78	4.7 	polca
sample25_SemiBin_34	99.05	8.9 	polca
sample25_SemiBin_35	83.23	2.73 	polca
sample25_SemiBin_366	64.04	0.32 	polca
sample25_SemiBin_36	88.23	2.73 	polca
sample25_SemiBin_37	87.11	5.69 	polca
sample25_SemiBin_38	87.18	2.29 	polca
sample25_SemiBin_39	87.07	1.53 	polca
sample25_SemiBin_3	98.16	0.21 	polca
sample25_SemiBin_40	93.01	5.63 	polca
sample25_SemiBin_41	89.41	0.32 	polca
sample25_SemiBin_42	96.89	0.32 	polca
sample25_SemiBin_434	58.94	7.22 	polca
sample25_SemiBin_43	80.27	2.02 	polca
sample25_SemiBin_44	85.6	0.64 	polca
sample25_SemiBin_45	89.11	8.16 	polca
sample25_SemiBin_468	54.52	2.21 	polca
sample25_SemiBin_46	73.43	7.58 	polca
sample25_SemiBin_47	81.81	4.18 	polca
sample25_SemiBin_487	57.01	2.29 	polca
sample25_SemiBin_48	81.35	4.69 	polca
sample25_SemiBin_49	83.27	3.62 	polca
sample25_SemiBin_4	94.63	0.57 	polca
sample25_SemiBin_50	85.58	0.1 	polca
sample25_SemiBin_51	80.57	2.59 	polca
sample25_SemiBin_52	86.57	2.32 	polca
sample25_SemiBin_53	73.57	4.36 	polca
sample25_SemiBin_54	76.88	0.31 	polca
sample25_SemiBin_55	74.71	1.62 	polca
sample25_SemiBin_565	50.33	3.33 	polca
sample25_SemiBin_57	86.0	4.62 	polca
sample25_SemiBin_59	88.38	6.78 	polca
sample25_SemiBin_5	98.08	0.94 	polca
sample25_SemiBin_60	74.66	9.19 	polca
sample25_SemiBin_61	74.67	4.21 	polca
sample25_SemiBin_62	71.65	4.26 	polca
sample25_SemiBin_63	80.37	0.59 	polca
sample25_SemiBin_64	90.57	3.2 	polca
sample25_SemiBin_65	79.23	4.13 	polca
sample25_SemiBin_66	81.73	8.92 	polca
sample25_SemiBin_67	82.23	3.59 	polca
sample25_SemiBin_68	76.04	1.35 	polca
sample25_SemiBin_6	98.88	3.84 	polca
sample25_SemiBin_708	58.85	8.28 	polca
sample25_SemiBin_70	73.74	4.09 	polca
sample25_SemiBin_71	62.86	4.05 	polca
sample25_SemiBin_72	64.14	2.19 	polca
sample25_SemiBin_73	75.45	3.14 	polca
sample25_SemiBin_74	73.51	5.36 	polca
sample25_SemiBin_75	78.98	1.69 	polca
sample25_SemiBin_76	78.61	6.49 	polca
sample25_SemiBin_77	75.12	2.72 	polca
sample25_SemiBin_78	58.42	1.98 	polca
sample25_SemiBin_79	70.23	0.29 	polca
sample25_SemiBin_7	95.33	6.88 	polca
sample25_SemiBin_80	76.5	3.51 	polca
sample25_SemiBin_81	63.39	3.3 	polca
sample25_SemiBin_82	74.68	1.01 	polca
sample25_SemiBin_83	62.72	3.5 	polca
sample25_SemiBin_84	64.08	2.74 	polca
sample25_SemiBin_85	70.68	1.98 	polca
sample25_SemiBin_86	66.16	1.94 	polca
sample25_SemiBin_87	64.31	0.93 	polca
sample25_SemiBin_88	77.14	5.7 	polca
sample25_SemiBin_89	58.6	4.54 	polca
sample25_SemiBin_8	94.27	1.49 	polca
sample25_SemiBin_906	55.19	9.83 	polca
sample25_SemiBin_90	71.27	5.14 	polca
sample25_SemiBin_92	64.55	0.19 	polca
sample25_SemiBin_94	69.96	4.3 	polca
sample25_SemiBin_95	59.06	3.19 	polca
sample25_SemiBin_96	63.22	1.36 	polca
sample25_SemiBin_97	54.43	1.16 	polca
sample25_SemiBin_98	62.05	0.11 	polca
sample25_SemiBin_99	72.68	2.19 	polca
sample25_SemiBin_9	98.48	4.39 	polca
sample26_SemiBin_0	100.0	0.36 	polca
sample26_SemiBin_100	55.42	3.26 	polca
sample26_SemiBin_108	59.08	6.22 	polca
sample26_SemiBin_109	58.12	3.5 	polca
sample26_SemiBin_10	96.12	1.71 	polca
sample26_SemiBin_112	61.08	0.44 	polca
sample26_SemiBin_113	54.47	0.82 	polca
sample26_SemiBin_116	57.31	0.03 	polca
sample26_SemiBin_117	59.41	1.73 	polca
sample26_SemiBin_1194	50.25	8.09 	polca
sample26_SemiBin_11	78.21	0.41 	polca
sample26_SemiBin_126	50.44	9.1 	polca
sample26_SemiBin_1297	51.75	8.52 	polca
sample26_SemiBin_129	66.59	2.48 	polca
sample26_SemiBin_12	93.3	0.09 	polca
sample26_SemiBin_130	58.8	0.27 	polca
sample26_SemiBin_131	66.01	1.46 	polca
sample26_SemiBin_132	74.36	1.57 	polca
sample26_SemiBin_133	57.36	1.81 	polca
sample26_SemiBin_135	59.37	0.09 	polca
sample26_SemiBin_139	60.94	1.22 	polca
sample26_SemiBin_13	94.17	5.26 	polca
sample26_SemiBin_142	61.36	1.71 	polca
sample26_SemiBin_143	62.5	4.67 	polca
sample26_SemiBin_149	72.06	2.31 	polca
sample26_SemiBin_14	93.12	0.74 	polca
sample26_SemiBin_153	51.33	0.55 	polca
sample26_SemiBin_157	51.71	2.28 	polca
sample26_SemiBin_158	60.02	0.15 	polca
sample26_SemiBin_15	97.38	4.6 	polca
sample26_SemiBin_165	52.25	6.0 	polca
sample26_SemiBin_167	65.09	5.5 	polca
sample26_SemiBin_16	96.02	6.44 	polca
sample26_SemiBin_173	84.68	0.17 	polca
sample26_SemiBin_175	79.62	9.59 	polca
sample26_SemiBin_17	81.42	1.27 	polca
sample26_SemiBin_18	96.46	2.75 	polca
sample26_SemiBin_199	50.14	6.94 	polca
sample26_SemiBin_19	82.67	3.85 	polca
sample26_SemiBin_1	99.08	0.29 	polca
sample26_SemiBin_205	54.1	3.57 	polca
sample26_SemiBin_20	84.89	3.68 	polca
sample26_SemiBin_21	91.13	1.49 	polca
sample26_SemiBin_226	96.84	0.21 	polca
sample26_SemiBin_22	94.94	0.06 	polca
sample26_SemiBin_23	90.75	4.26 	polca
sample26_SemiBin_24	93.33	2.03 	polca
sample26_SemiBin_25	83.89	0.27 	polca
sample26_SemiBin_26	94.39	6.85 	polca
sample26_SemiBin_27	89.82	1.45 	polca
sample26_SemiBin_28	88.26	0.9 	polca
sample26_SemiBin_29	86.48	0.87 	polca
sample26_SemiBin_2	95.46	1.17 	polca
sample26_SemiBin_30	81.2	2.41 	polca
sample26_SemiBin_31	81.44	1.06 	polca
sample26_SemiBin_32	89.3	8.45 	polca
sample26_SemiBin_33	86.69	2.79 	polca
sample26_SemiBin_34	84.31	6.73 	polca
sample26_SemiBin_35	83.76	6.67 	polca
sample26_SemiBin_36	78.3	0.98 	polca
sample26_SemiBin_37	81.09	7.89 	polca
sample26_SemiBin_38	88.91	1.35 	polca
sample26_SemiBin_39	88.48	9.26 	polca
sample26_SemiBin_3	90.61	5.16 	polca
sample26_SemiBin_40	65.57	3.22 	polca
sample26_SemiBin_42	84.53	5.63 	polca
sample26_SemiBin_446	50.43	5.24 	polca
sample26_SemiBin_44	83.93	9.25 	polca
sample26_SemiBin_45	78.49	1.24 	polca
sample26_SemiBin_47	72.94	1.68 	polca
sample26_SemiBin_48	86.6	0.73 	polca
sample26_SemiBin_49	62.57	0.15 	polca
sample26_SemiBin_4	99.87	4.02 	polca
sample26_SemiBin_50	76.1	4.73 	polca
sample26_SemiBin_51	83.57	0.53 	polca
sample26_SemiBin_52	77.36	1.23 	polca
sample26_SemiBin_539	65.05	5.78 	polca
sample26_SemiBin_53	92.91	1.25 	polca
sample26_SemiBin_54	70.52	3.08 	polca
sample26_SemiBin_55	67.67	1.4 	polca
sample26_SemiBin_56	63.55	0.71 	polca
sample26_SemiBin_57	75.36	0.58 	polca
sample26_SemiBin_58	57.16	1.64 	polca
sample26_SemiBin_59	82.27	2.85 	polca
sample26_SemiBin_5	95.9	0.07 	polca
sample26_SemiBin_60	52.79	3.43 	polca
sample26_SemiBin_61	100.0	4.51 	polca
sample26_SemiBin_62	80.35	5.31 	polca
sample26_SemiBin_64	54.86	3.07 	polca
sample26_SemiBin_655	52.99	6.67 	polca
sample26_SemiBin_65	77.19	1.79 	polca
sample26_SemiBin_67	51.69	0.14 	polca
sample26_SemiBin_68	52.82	2.79 	polca
sample26_SemiBin_69	70.91	1.42 	polca
sample26_SemiBin_6	93.66	0.16 	polca
sample26_SemiBin_70	75.62	1.47 	polca
sample26_SemiBin_71	59.25	0.83 	polca
sample26_SemiBin_72	82.24	4.83 	polca
sample26_SemiBin_73	77.56	0.77 	polca
sample26_SemiBin_74	56.27	7.65 	polca
sample26_SemiBin_75	57.57	0.46 	polca
sample26_SemiBin_76	54.72	2.81 	polca
sample26_SemiBin_77	68.16	2.01 	polca
sample26_SemiBin_78	76.22	4.63 	polca
sample26_SemiBin_79	83.76	2.32 	polca
sample26_SemiBin_7	97.4	4.4 	polca
sample26_SemiBin_80	52.63	3.82 	polca
sample26_SemiBin_81	64.04	4.43 	polca
sample26_SemiBin_82	83.12	3.58 	polca
sample26_SemiBin_83	60.34	2.26 	polca
sample26_SemiBin_84	100.0	9.63 	polca
sample26_SemiBin_86	50.6	4.27 	polca
sample26_SemiBin_873	60.33	9.85 	polca
sample26_SemiBin_87	83.39	3.53 	polca
sample26_SemiBin_8	95.25	4.5 	polca
sample26_SemiBin_90	82.36	2.32 	polca
