#seq_name,length,cov.,circ.,repeat,mult.,alt_group,graph_path,MAG
sample26_contig_33809,13328,30,Y,N,5,*,33809,
sample26_contig_87664,13311,26,Y,N,5,*,87664,
sample26_contig_3513,13088,3,Y,Y,1,42,3513,
sample26_contig_124327,12879,6,Y,Y,2,*,124327,
sample26_contig_42674,12789,3,Y,Y,1,350,42674,
sample26_contig_53949,12785,3,Y,N,1,*,53949,
sample26_contig_47794,12686,9,Y,Y,1,376,47794,
sample26_contig_56640,12667,5,Y,Y,1,428,56640,
sample26_contig_121454,12660,4,Y,N,1,*,121454,
sample26_contig_20200,12333,3,Y,Y,1,5874,20200,
sample26_contig_120076,12081,3,Y,Y,1,628,120076,
sample26_contig_12445,12007,17,Y,N,3,*,12445,
sample26_contig_125746,11417,12,Y,N,1,*,125746,
sample26_contig_121345,11204,7,Y,Y,1,7838,121345,
sample26_contig_78844,11056,6,Y,Y,1,522,78844,
sample26_contig_78402,11033,4,Y,Y,1,518,78402,
sample26_contig_27171,10855,10,Y,Y,1,258,27171,
sample26_contig_2014,10827,7,Y,Y,1,18,2014,
sample26_contig_82303,10543,3,Y,Y,1,7796,82303,
sample26_contig_6834,10432,18,Y,Y,2,6114,6834,
sample26_contig_62460,10218,5,Y,Y,1,454,62460,
sample26_contig_18812,9823,6,Y,Y,1,184,18812,
sample26_contig_30407,9814,10,Y,Y,2,6876,30407,
sample26_contig_21701,9474,3,Y,N,1,*,21701,
sample26_contig_39189,9262,6,Y,Y,1,330,39189,
sample26_contig_55024,9190,3,Y,Y,1,418,55024,
sample26_contig_55359,9139,3,Y,Y,1,422,55359,
sample26_contig_76563,8774,3,Y,Y,1,508,76563,
sample26_contig_27159,8752,6,Y,Y,1,6794,27159,
sample26_contig_19707,8747,3,Y,N,1,*,19707,
sample26_contig_57134,8718,3,Y,Y,1,436,57134,
sample26_contig_36641,8711,4,Y,N,1,*,36641,
sample26_contig_124960,8631,3,Y,Y,1,*,124960,
sample26_contig_122919,8586,12,Y,N,1,*,122919,
sample26_contig_14676,8436,3,Y,Y,1,6360,14676,
sample26_contig_125168,8420,4,Y,N,1,*,125168,
sample26_contig_3888,8041,7,Y,Y,1,52,3888,
sample26_contig_28626,7888,8,Y,Y,2,8392,28626,
sample26_contig_93722,7854,6,Y,Y,2,7588,93722,
sample26_contig_24276,7843,5,Y,Y,1,230,24276,
sample26_contig_66231,7835,5,Y,Y,1,468,66231,
sample26_contig_18156,7748,3,Y,Y,1,176,18156,
sample26_contig_66540,7706,7,Y,N,1,*,66540,
sample26_contig_11111,7640,9,Y,Y,1,114,11111,
sample26_contig_9520,7629,3,Y,Y,1,6102,9520,
sample26_contig_25362,7609,8,Y,Y,1,242,25362,
sample26_contig_39698,7553,9,Y,Y,1,5754,39698,
sample26_contig_13382,7330,32,Y,N,5,*,13382,
sample26_contig_82631,7289,9,Y,Y,1,7528,82631,
sample26_contig_71479,7272,8,Y,Y,2,*,71479,
sample26_contig_90821,7243,4,Y,Y,1,7578,90821,
sample26_contig_18161,7145,5,Y,Y,1,178,18161,
sample26_contig_49229,6997,4,Y,Y,1,7312,49229,
sample26_contig_50037,6857,3,Y,N,1,*,50037,
sample26_contig_40332,6796,7,Y,Y,1,7134,40332,
sample26_contig_45062,6639,5,Y,Y,1,368,45062,
sample26_contig_6838,6634,11,Y,Y,2,7200,6838,
sample26_contig_25659,6462,5,Y,Y,1,6406,25659,
sample26_contig_7126,6385,6,Y,Y,1,5556,7126,
sample26_contig_3729,6106,3,Y,Y,1,48,3729,
sample26_contig_28968,6086,6,Y,Y,1,272,28968,
sample26_contig_99722,6039,3,Y,Y,1,588,99722,
sample26_contig_119750,6019,3,Y,Y,1,7742,119750,
sample26_contig_72533,5987,3,Y,Y,1,496,72533,
sample26_contig_11804,5959,6,Y,Y,1,126,11804,
sample26_contig_37361,5937,4,Y,Y,1,7802,37361,
sample26_contig_46695,5887,6,Y,Y,2,6970,46695,
sample26_contig_33826,5875,3,Y,Y,1,6980,33826,
sample26_contig_120797,5804,3,Y,Y,1,638,120797,
sample26_contig_78293,5790,4,Y,Y,1,514,78293,
sample26_contig_30583,5592,3,Y,Y,1,6878,30583,
sample26_contig_194,5458,6,Y,Y,1,4,194,
sample26_contig_32021,5448,4,Y,Y,1,6220,32021,
sample26_contig_70571,5409,3,Y,Y,1,490,70571,
sample26_contig_39493,5246,5,Y,Y,1,6882,39493,
sample26_contig_124648,5204,4,Y,Y,1,*,124648,
sample26_contig_8293,4839,3,Y,Y,1,8450,8293,
sample26_contig_65884,4587,16,Y,Y,3,*,65884,
sample26_contig_124293,4224,20,Y,Y,4,*,124293,
sample26_contig_122409,4196,6,Y,Y,1,*,122409,
sample26_contig_121565,4153,6,Y,Y,1,*,121565,
sample26_contig_125333,4145,20,Y,Y,4,*,125333,
sample26_contig_121475,4144,4,Y,Y,1,6706,121475,
sample26_contig_14553,4130,8,Y,Y,2,6358,14553,
sample26_contig_59268,4027,3,Y,Y,1,7184,59268,
sample26_contig_80034,3694,5,Y,Y,1,7992,80034,
sample26_contig_120669,3690,10,Y,Y,1,*,120669,
sample26_contig_112100,3569,13,Y,Y,2,*,112100,
sample26_contig_114789,3531,15,Y,Y,3,*,114789,
sample26_contig_124261,3531,11,Y,Y,1,*,124261,
sample26_contig_34024,3522,16,Y,Y,2,6990,34024,
sample26_contig_112583,3499,6,Y,Y,1,*,112583,
sample26_contig_125776,3450,10,Y,Y,2,*,125776,
sample26_contig_25576,3337,3,Y,Y,1,244,25576,
sample26_contig_114738,3272,31,Y,Y,6,*,114738,
sample26_contig_125052,3264,5,Y,Y,1,*,125052,
sample26_contig_51908,3196,17,Y,Y,3,*,51908,
sample26_contig_62039,3181,17,Y,Y,3,*,62039,
sample26_contig_110577,3149,7,Y,Y,1,*,110577,
sample26_contig_101331,3003,6,Y,Y,1,*,101331,
sample26_contig_33029,2933,19,Y,Y,3,*,33029,
sample26_contig_98262,2920,10,Y,Y,2,*,98262,
sample26_contig_125434,2904,5,Y,Y,1,*,125434,
sample26_contig_76964,2812,17,Y,Y,3,*,76964,
sample26_contig_91141,2754,9,Y,Y,1,*,91141,
sample26_contig_37899,2308,5,Y,Y,1,7024,37899,
sample26_contig_120779,2108,3,Y,Y,1,6424,120779,
sample26_contig_22284,2049,7,Y,Y,1,6622,22284,
sample26_contig_119903,2040,18,Y,Y,3,5942,119903,
sample26_contig_125095,2005,14,Y,Y,1,7996,125095,
sample26_contig_125317,1950,3,Y,Y,1,6132,125317,
sample26_contig_120150,1577,3,Y,Y,1,7764,120150,
sample26_contig_50694,1531,8,Y,Y,1,6746,50694,
sample26_contig_5242,966,46,Y,Y,8,*,5242,
sample26_contig_89685,811,129,Y,Y,25,*,89685,
sample26_contig_20999,749,3,Y,Y,1,6588,20999,
sample26_contig_16218,743,5,Y,Y,1,164,16218,
sample26_contig_24159,734,4,Y,Y,1,6712,24159,
sample26_contig_11717,617,61,Y,Y,12,*,11717,
sample26_contig_2365,547,6,Y,Y,1,24,2365,
sample26_contig_1192,532,4,Y,Y,1,7718,1192,
sample26_contig_98365,504,36,Y,Y,7,*,98365,
sample27_contig_137326,164265,10,Y,N,1,*,137326,
sample27_contig_137218,138732,14,Y,N,3,*,137218,
sample27_contig_136747,118461,6,Y,N,1,*,136747,
sample27_contig_135180,69011,7,Y,N,2,*,135180,
sample27_contig_140097,66499,7,Y,N,1,*,140097,
sample27_contig_50923,48923,4,Y,Y,1,198,50923,
sample27_contig_139297,48374,13,Y,N,3,*,139297,
sample27_contig_134855,45812,10,Y,N,2,*,134855,
sample27_contig_138536,45381,11,Y,N,2,*,138536,
sample27_contig_140071,45192,11,Y,N,2,*,140071,
sample27_contig_139292,44904,14,Y,N,3,*,139292,
sample27_contig_140058,44889,6,Y,N,1,*,140058,
sample27_contig_133616,43865,8,Y,N,1,*,133616,
sample27_contig_140074,43388,13,Y,N,3,*,140074,
sample27_contig_1563,43224,20,Y,N,4,*,1563,
sample27_contig_139997,43088,6,Y,N,1,*,139997,
sample27_contig_140053,39615,9,Y,N,2,*,140053,
sample27_contig_72679,36108,6,Y,N,1,*,72679,
sample27_contig_137675,35492,7,Y,N,1,*,137675,
sample27_contig_118699,35019,4,Y,Y,1,292,118699,
sample27_contig_95944,34558,11,Y,N,2,*,95944,
sample27_contig_56292,29762,9,Y,N,2,*,56292,
sample27_contig_3784,27544,11,Y,Y,2,26,3784,
sample27_contig_6003,25967,12,Y,Y,3,36,6003,
sample27_contig_136612,24957,5,Y,Y,1,316,136612,
sample27_contig_139910,24672,7,Y,N,1,*,139910,
sample27_contig_140096,23853,5,Y,Y,2,*,140096,
sample27_contig_76262,22691,8,Y,N,2,*,76262,
sample27_contig_136733,22322,6,Y,N,1,*,136733,
sample27_contig_140045,21985,10,Y,N,2,*,140045,
sample27_contig_116711,21684,3,Y,Y,1,288,116711,
sample27_contig_495,21137,4,Y,N,1,*,495,
sample27_contig_96540,20740,12,Y,Y,4,*,96540,
sample27_contig_8802,20556,13,Y,N,3,*,8802,
sample27_contig_57748,20431,4,Y,Y,1,214,57748,
sample27_contig_137792,19977,5,Y,N,1,*,137792,
sample27_contig_66010,19421,3,Y,Y,1,236,66010,
sample27_contig_138635,19183,6,Y,N,1,*,138635,
sample27_contig_133838,19127,9,Y,N,2,*,133838,
sample27_contig_140086,19115,4,Y,Y,1,*,140086,
sample27_contig_140094,18214,5,Y,Y,1,*,140094,
sample27_contig_139785,17032,5,Y,N,1,*,139785,
sample27_contig_139865,16936,9,Y,Y,2,346,139865,
sample27_contig_139583,16752,12,Y,N,3,*,139583,
sample27_contig_17570,16631,14,Y,N,2,*,17570,
sample27_contig_137578,16510,6,Y,Y,3,*,137578,
sample27_contig_140029,15754,10,Y,N,2,*,140029,
sample27_contig_139429,15550,5,Y,N,1,*,139429,
sample27_contig_137941,14923,6,Y,N,1,*,137941,
sample27_contig_140084,14796,6,Y,N,1,*,140084,
sample27_contig_2647,14589,13,Y,Y,2,20,2647,
sample27_contig_140021,14364,8,Y,N,2,*,140021,
sample27_contig_140069,14288,9,Y,Y,3,*,140069,
sample27_contig_68393,14261,8,Y,N,1,*,68393,
sample27_contig_35045,13676,4,Y,Y,1,156,35045,
sample27_contig_135286,13562,23,Y,Y,5,4364,135286,
sample27_contig_17026,13528,3,Y,N,1,*,17026,
sample27_contig_10033,12545,10,Y,Y,2,54,10033,
sample27_contig_136974,12381,4,Y,N,1,*,136974,
sample27_contig_17007,12095,4,Y,Y,1,4282,17007,
sample27_contig_139920,11698,3,Y,Y,1,*,139920,
sample27_contig_138157,11422,7,Y,Y,1,328,138157,
sample27_contig_71528,11422,9,Y,N,2,*,71528,
sample27_contig_36026,11344,5,Y,Y,1,160,36026,
sample27_contig_138525,11229,4,Y,Y,1,334,138525,
sample27_contig_81791,10612,4,Y,N,1,*,81791,
sample27_contig_134712,10519,8,Y,N,2,*,134712,
sample27_contig_102609,10398,12,Y,N,3,*,102609,
sample27_contig_139434,10229,4,Y,Y,1,344,139434,
sample27_contig_52526,10081,3,Y,Y,1,202,52526,
sample27_contig_134233,9799,3,Y,Y,1,302,134233,
sample27_contig_138819,9377,12,Y,N,2,*,138819,
sample27_contig_46392,8730,4,Y,Y,1,*,46392,
sample27_contig_82745,8625,4,Y,Y,1,268,82745,
sample27_contig_66117,8570,5,Y,Y,1,4470,66117,
sample27_contig_20655,8464,6,Y,Y,1,5000,20655,
sample27_contig_10507,7914,9,Y,Y,2,4126,10507,
sample27_contig_3298,7754,9,Y,Y,1,24,3298,
sample27_contig_28699,7711,7,Y,Y,1,132,28699,
sample27_contig_23712,7553,6,Y,Y,1,4426,23712,
sample27_contig_2164,7405,9,Y,Y,1,16,2164,
sample27_contig_65648,7329,3,Y,Y,1,234,65648,
sample27_contig_34310,7128,4,Y,Y,1,150,34310,
sample27_contig_68717,7078,4,Y,Y,1,246,68717,
sample27_contig_20185,6933,3,Y,Y,1,4000,20185,
sample27_contig_14562,6918,7,Y,Y,1,3890,14562,
sample27_contig_40841,6753,3,Y,Y,1,4148,40841,
sample27_contig_90408,6728,3,Y,Y,1,3794,90408,
sample27_contig_49540,6722,10,Y,N,2,*,49540,
sample27_contig_28820,6541,4,Y,Y,1,*,28820,
sample27_contig_32405,6278,17,Y,Y,3,4452,32405,
sample27_contig_68688,6266,3,Y,Y,1,244,68688,
sample27_contig_56868,6257,4,Y,Y,1,*,56868,
sample27_contig_25518,5939,4,Y,Y,1,4462,25518,
sample27_contig_135671,5792,13,Y,Y,3,4460,135671,
sample27_contig_140073,5791,132,Y,N,33,*,140073,
sample27_contig_133753,5389,6,Y,N,1,*,133753,
sample27_contig_3910,5294,3,Y,Y,1,3936,3910,
sample27_contig_28615,5060,5,Y,Y,1,5014,28615,
sample27_contig_139473,4682,9,Y,Y,2,*,139473,
sample27_contig_26777,4255,30,Y,Y,7,*,26777,
sample27_contig_81871,4084,5,Y,Y,1,*,81871,
sample27_contig_139825,4082,5,Y,Y,1,*,139825,
sample27_contig_131641,3978,20,Y,Y,4,*,131641,
sample27_contig_51577,3960,11,Y,Y,2,*,51577,
sample27_contig_110847,3948,11,Y,Y,2,*,110847,
sample27_contig_15842,3858,12,Y,Y,3,*,15842,
sample27_contig_117768,3510,8,Y,Y,2,*,117768,
sample27_contig_104918,3493,6,Y,Y,1,*,104918,
sample27_contig_138609,3402,14,Y,Y,3,*,138609,
sample27_contig_111050,3213,6,Y,Y,1,*,111050,
sample27_contig_26573,2096,4,Y,Y,1,122,26573,
sample27_contig_138295,2059,4,Y,Y,1,330,138295,
sample27_contig_41926,1309,5,Y,Y,1,5046,41926,
sample27_contig_26385,941,4,Y,Y,1,4480,26385,
sample27_contig_128350,926,103,Y,Y,24,*,128350,
sample27_contig_10602,812,4,Y,Y,1,4130,10602,
sample27_contig_15541,758,6,Y,Y,1,*,15541,
sample28_contig_123098,118237,19,Y,N,3,*,123098,
sample28_contig_20136,118036,38,Y,N,7,*,20136,
sample28_contig_121104,115925,111,Y,N,21,*,121104,
sample28_contig_127368,114014,12,Y,N,1,*,127368,
sample28_contig_125225,110584,28,Y,N,4,*,125225,
sample28_contig_127109,107671,7,Y,N,1,*,127109,
sample28_contig_122004,106478,13,Y,N,2,*,122004,
sample28_contig_6064,97438,11,Y,N,1,*,6064,
sample28_contig_122038,96457,28,Y,N,4,*,122038,
sample28_contig_10356,96362,15,Y,N,3,*,10356,
sample28_contig_127255,77447,11,Y,N,1,*,127255,
sample28_contig_126335,72460,7,Y,N,1,*,126335,
sample28_contig_126328,72120,5,Y,N,1,*,126328,
sample28_contig_65717,71004,12,Y,N,2,*,65717,
sample28_contig_122118,69875,79,Y,N,15,*,122118,
sample28_contig_126997,68869,15,Y,N,3,*,126997,
sample28_contig_121436,68535,10,Y,N,2,*,121436,
sample28_contig_127366,68496,5,Y,N,1,*,127366,
sample28_contig_126629,68458,8,Y,N,1,*,126629,
sample28_contig_125057,65622,52,Y,N,9,*,125057,
sample28_contig_121472,65008,9,Y,N,2,*,121472,
sample28_contig_127304,64212,8,Y,N,1,*,127304,
sample28_contig_126940,60476,12,Y,N,2,*,126940,
sample28_contig_127218,59862,5,Y,N,1,*,127218,
sample28_contig_127364,59840,7,Y,N,1,*,127364,
sample28_contig_126600,59544,21,Y,N,4,*,126600,
sample28_contig_123482,58436,10,Y,N,2,*,123482,
sample28_contig_124635,56289,8,Y,N,1,*,124635,
sample28_contig_125338,54799,14,Y,N,2,*,125338,
sample28_contig_121930,52489,4,Y,N,1,*,121930,
sample28_contig_125426,52219,5,Y,N,1,*,125426,
sample28_contig_125274,52060,13,Y,N,1,*,125274,
sample28_contig_17644,51610,11,Y,N,2,*,17644,
sample28_contig_126255,51214,7,Y,N,1,*,126255,
sample28_contig_127257,50552,65,Y,N,13,*,127257,
sample28_contig_126716,50377,5,Y,N,1,*,126716,
sample28_contig_121720,50058,6,Y,N,1,*,121720,
sample28_contig_124842,49831,10,Y,N,2,*,124842,
sample28_contig_127360,49379,10,Y,N,2,*,127360,
sample28_contig_125856,49343,15,Y,N,3,*,125856,
sample28_contig_127082,48925,30,Y,N,6,*,127082,
sample28_contig_125931,48744,24,Y,N,4,*,125931,
sample28_contig_127357,48674,13,Y,N,2,*,127357,
sample28_contig_123229,48671,3,Y,N,1,*,123229,
sample28_contig_123822,47612,9,Y,N,1,*,123822,
sample28_contig_124732,47115,23,Y,N,4,*,124732,
sample28_contig_17135,47012,5,Y,N,1,*,17135,
sample28_contig_124201,47010,38,Y,N,7,*,124201,
sample28_contig_126978,46535,19,Y,N,3,*,126978,
sample28_contig_16215,46531,17,Y,N,3,*,16215,
sample28_contig_77476,46220,10,Y,N,1,*,77476,
sample28_contig_75012,45868,19,Y,N,3,*,75012,
sample28_contig_127202,45167,6,Y,N,1,*,127202,
sample28_contig_122140,45129,9,Y,N,1,*,122140,
sample28_contig_77403,44855,5,Y,N,1,*,77403,
sample28_contig_127299,44069,10,Y,N,2,*,127299,
sample28_contig_121937,43932,27,Y,N,5,*,121937,
sample28_contig_126243,43780,14,Y,N,2,*,126243,
sample28_contig_127130,43601,5,Y,N,1,*,127130,
sample28_contig_127201,43328,13,Y,N,2,*,127201,
sample28_contig_127365,42953,12,Y,N,2,*,127365,
sample28_contig_127311,42873,6,Y,N,1,*,127311,
sample28_contig_125700,42704,9,Y,N,1,*,125700,
sample28_contig_122137,42609,19,Y,N,2,*,122137,
sample28_contig_127363,42197,6,Y,N,1,*,127363,
sample28_contig_123143,42149,22,Y,N,3,*,123143,
sample28_contig_127297,42053,9,Y,N,2,*,127297,
sample28_contig_122380,42032,22,Y,N,4,*,122380,
sample28_contig_126032,42027,19,Y,N,4,*,126032,
sample28_contig_125369,41796,13,Y,N,2,*,125369,
sample28_contig_18187,41106,5,Y,Y,1,*,18187,
sample28_contig_55,40913,3,Y,Y,1,2,55,
sample28_contig_126820,40478,6,Y,N,1,*,126820,
sample28_contig_58894,40015,4,Y,Y,1,210,58894,
sample28_contig_127181,39351,6,Y,N,1,*,127181,
sample28_contig_127369,39110,15,Y,N,2,*,127369,
sample28_contig_126482,38485,32,Y,N,6,*,126482,
sample28_contig_127339,38390,4,Y,N,1,*,127339,
sample28_contig_125925,37805,13,Y,N,2,*,125925,
sample28_contig_75179,37588,4,Y,N,1,*,75179,
sample28_contig_127157,37063,32,Y,N,5,*,127157,
sample28_contig_125533,36794,9,Y,N,1,*,125533,
sample28_contig_126151,36788,11,Y,N,1,*,126151,
sample28_contig_121269,36289,27,Y,N,4,*,121269,
sample28_contig_127340,36210,8,Y,N,1,*,127340,
sample28_contig_127034,35742,8,Y,N,1,*,127034,
sample28_contig_127308,35329,5,Y,N,1,*,127308,
sample28_contig_126790,34903,10,Y,N,1,*,126790,
sample28_contig_122978,34800,8,Y,N,1,*,122978,
sample28_contig_127349,32633,12,Y,Y,4,*,127349,
sample28_contig_71653,31035,20,Y,N,4,*,71653,
sample28_contig_121331,27734,5,Y,N,1,*,121331,
sample28_contig_126903,24940,6,Y,Y,1,336,126903,
sample28_contig_48804,24809,6,Y,Y,1,182,48804,
sample28_contig_127271,23220,10,Y,N,2,*,127271,
sample28_contig_4553,22357,5,Y,Y,1,16,4553,
sample28_contig_21196,20690,5,Y,N,1,*,21196,
sample28_contig_61372,20235,9,Y,Y,3,216,61372,
sample28_contig_620,20072,13,Y,N,2,*,620,
sample28_contig_127318,19935,8,Y,N,1,*,127318,
sample28_contig_26475,19799,7,Y,Y,2,*,26475,
sample28_contig_17560,19635,11,Y,N,1,*,17560,
sample28_contig_127350,19479,6,Y,N,1,*,127350,
sample28_contig_126007,18899,4,Y,Y,1,*,126007,
sample28_contig_18749,18704,4,Y,Y,1,98,18749,
sample28_contig_127334,17628,17,Y,N,3,*,127334,
sample28_contig_122804,17400,7,Y,N,1,*,122804,
sample28_contig_126222,16883,11,Y,N,2,*,126222,
sample28_contig_124387,16793,11,Y,N,1,*,124387,
sample28_contig_47325,16783,17,Y,N,3,*,47325,
sample28_contig_123571,16339,7,Y,N,1,*,123571,
sample28_contig_124110,16188,3,Y,Y,1,*,124110,
sample28_contig_31399,15737,6,Y,Y,2,142,31399,
sample28_contig_127090,15575,29,Y,N,6,*,127090,
sample28_contig_10348,15439,4,Y,Y,1,38,10348,
sample28_contig_127256,14924,97,Y,N,19,*,127256,
sample28_contig_35783,14219,4,Y,N,1,*,35783,
sample28_contig_122112,13959,14,Y,N,2,*,122112,
sample28_contig_78842,13470,8,Y,Y,1,240,78842,
sample28_contig_97594,13333,5,Y,Y,1,4406,97594,
sample28_contig_122668,13180,8,Y,N,1,*,122668,
sample28_contig_5247,12696,3,Y,Y,1,20,5247,
sample28_contig_12738,12635,3,Y,Y,1,66,12738,
sample28_contig_17042,12557,4,Y,Y,1,82,17042,
sample28_contig_19572,12482,5,Y,Y,1,102,19572,
sample28_contig_34616,12410,25,Y,N,5,*,34616,
sample28_contig_124823,12340,3,Y,Y,1,328,124823,
sample28_contig_18979,12258,7,Y,N,1,*,18979,
sample28_contig_121449,11928,3,Y,Y,1,290,121449,
sample28_contig_125970,11477,18,Y,N,3,*,125970,
sample28_contig_8964,11459,9,Y,Y,2,30,8964,
sample28_contig_11828,11308,4,Y,Y,1,56,11828,
sample28_contig_127284,11241,9,Y,N,1,*,127284,
sample28_contig_13145,11224,4,Y,N,1,*,13145,
sample28_contig_124378,11139,15,Y,N,3,*,124378,
sample28_contig_103068,10808,7,Y,Y,2,274,103068,
sample28_contig_125317,10292,6,Y,N,1,*,125317,
sample28_contig_12682,10001,12,Y,Y,2,64,12682,
sample28_contig_79292,9995,10,Y,Y,2,5166,79292,
sample28_contig_105132,9973,8,Y,Y,1,4358,105132,
sample28_contig_20849,9721,6,Y,Y,1,3830,20849,
sample28_contig_32169,9096,3,Y,Y,1,144,32169,
sample28_contig_100057,8992,13,Y,N,2,*,100057,
sample28_contig_34925,8903,6,Y,Y,1,154,34925,
sample28_contig_20431,8712,3,Y,Y,1,106,20431,
sample28_contig_123473,8617,19,Y,N,3,*,123473,
sample28_contig_125077,8601,8,Y,N,2,*,125077,
sample28_contig_71108,8479,8,Y,Y,1,3924,71108,
sample28_contig_17356,8444,6,Y,Y,1,86,17356,
sample28_contig_123980,8135,5,Y,Y,1,3722,123980,
sample28_contig_44289,8126,4,Y,Y,1,172,44289,
sample28_contig_52559,8071,16,Y,Y,2,190,52559,
sample28_contig_12130,7971,3,Y,Y,1,3838,12130,
sample28_contig_74047,7824,11,Y,Y,2,4612,74047,
sample28_contig_84428,7594,3,Y,Y,1,252,84428,
sample28_contig_92036,7543,5,Y,Y,1,264,92036,
sample28_contig_43541,7518,4,Y,Y,1,170,43541,
sample28_contig_60181,7424,12,Y,N,1,*,60181,
sample28_contig_122328,7402,4,Y,Y,1,6986,122328,
sample28_contig_125327,6930,6,Y,N,1,*,125327,
sample28_contig_18237,6907,12,Y,Y,2,92,18237,
sample28_contig_47908,6904,7,Y,Y,1,180,47908,
sample28_contig_125640,6873,6,Y,N,1,*,125640,
sample28_contig_21938,6844,9,Y,Y,2,4058,21938,
sample28_contig_124186,6802,57,Y,N,10,*,124186,
sample28_contig_14542,6305,8,Y,Y,1,3912,14542,
sample28_contig_34185,6296,5,Y,Y,1,4434,34185,
sample28_contig_10904,6248,7,Y,Y,1,3800,10904,
sample28_contig_121256,6188,15,Y,N,3,*,121256,
sample28_contig_17584,5916,3,Y,Y,1,88,17584,
sample28_contig_121728,5108,4,Y,Y,1,*,121728,
sample28_contig_126898,4868,4,Y,Y,1,*,126898,
sample28_contig_121169,4767,3,Y,Y,1,3500,121169,
sample28_contig_123783,4604,5,Y,Y,1,4632,123783,
sample28_contig_127144,3924,7,Y,Y,1,*,127144,
sample28_contig_126421,3905,4,Y,Y,1,*,126421,
sample28_contig_76740,3467,5,Y,Y,1,*,76740,
sample28_contig_66136,3444,6,Y,Y,1,*,66136,
sample28_contig_121339,3402,15,Y,Y,2,3568,121339,
sample28_contig_27140,3299,3,Y,Y,1,4136,27140,
sample28_contig_29570,3293,4,Y,Y,1,3546,29570,
sample28_contig_99459,3168,4,Y,Y,1,*,99459,
sample28_contig_44088,3150,10,Y,Y,1,*,44088,
sample28_contig_124079,2829,6,Y,Y,1,4204,124079,
sample28_contig_11033,2544,12,Y,Y,1,3808,11033,
sample28_contig_60975,2495,3,Y,Y,1,4486,60975,
sample28_contig_49202,1356,6,Y,Y,1,4348,49202,
sample28_contig_122319,1253,5,Y,Y,1,3878,122319,
sample28_contig_24828,1228,7,Y,Y,1,4106,24828,
sample28_contig_12910,922,5,Y,Y,1,3654,12910,
sample28_contig_15147,815,17,Y,Y,3,*,15147,
sample28_contig_78374,675,35,Y,Y,6,*,78374,
sample28_contig_170,635,121,Y,Y,24,*,170,
sample28_contig_44367,592,7,Y,Y,1,3744,44367,
sample28_contig_4263,538,5,Y,Y,1,3572,4263,
sample28_contig_2043,497,4,Y,Y,1,3508,2043,
sample28_contig_13802,407,3,Y,Y,1,*,13802,
sample28_contig_7289,150,3,Y,Y,1,*,7289,
sample29_contig_2967,246416,10,Y,N,2,*,2967,
sample29_contig_18662,243183,10,Y,N,1,*,18662,
sample29_contig_53280,213340,8,Y,N,1,*,53280,
sample29_contig_53731,142886,9,Y,N,2,*,53731,
sample29_contig_52609,135491,9,Y,N,1,*,52609,
sample29_contig_53468,133553,39,Y,N,8,*,53468,
sample29_contig_172,131109,6,Y,N,1,*,172,
sample29_contig_54154,122584,6,Y,N,1,*,54154,
sample29_contig_54556,102987,8,Y,N,1,*,54556,
sample29_contig_54808,95237,11,Y,N,2,*,54808,
sample29_contig_52900,90284,4,Y,N,1,*,52900,
sample29_contig_54871,79581,8,Y,N,1,*,54871,
sample29_contig_54589,77943,6,Y,N,2,*,54589,
sample29_contig_54068,73310,11,Y,N,2,*,54068,
sample29_contig_54538,71672,13,Y,N,2,*,54538,
sample29_contig_54658,69567,6,Y,N,1,*,54658,
sample29_contig_54681,68818,6,Y,N,1,*,54681,
sample29_contig_55063,67695,5,Y,N,1,*,55063,
sample29_contig_54927,64878,10,Y,N,2,*,54927,
sample29_contig_54998,63271,6,Y,N,1,*,54998,
sample29_contig_54771,62422,7,Y,N,1,*,54771,
sample29_contig_55058,60420,6,Y,N,1,*,55058,
sample29_contig_55001,58676,5,Y,N,1,*,55001,
sample29_contig_54498,56008,17,Y,N,3,*,54498,
sample29_contig_54528,55786,4,Y,N,1,*,54528,
sample29_contig_55018,55374,16,Y,N,3,*,55018,
sample29_contig_55010,54761,23,Y,N,4,*,55010,
sample29_contig_54996,53545,8,Y,N,1,*,54996,
sample29_contig_54664,52806,3,Y,N,1,*,54664,
sample29_contig_55022,52077,7,Y,N,1,*,55022,
sample29_contig_54609,52018,13,Y,N,2,*,54609,
sample29_contig_54743,51034,8,Y,N,1,*,54743,
sample29_contig_52411,50316,9,Y,N,2,*,52411,
sample29_contig_54050,49714,13,Y,N,1,*,54050,
sample29_contig_54742,49304,14,Y,N,2,*,54742,
sample29_contig_54719,49224,34,Y,N,7,*,54719,
sample29_contig_53992,49051,3,Y,N,1,*,53992,
sample29_contig_54608,48286,11,Y,N,2,*,54608,
sample29_contig_53614,47536,5,Y,N,1,*,53614,
sample29_contig_54824,45975,12,Y,N,2,*,54824,
sample29_contig_54687,45598,12,Y,N,2,*,54687,
sample29_contig_52673,45020,4,Y,N,1,*,52673,
sample29_contig_52557,44997,32,Y,N,6,*,52557,
sample29_contig_54577,44494,28,Y,N,5,*,54577,
sample29_contig_51906,44178,4,Y,N,1,*,51906,
sample29_contig_54828,44146,28,Y,N,5,*,54828,
sample29_contig_54861,44090,7,Y,N,1,*,54861,
sample29_contig_11699,43344,13,Y,N,2,*,11699,
sample29_contig_54773,42591,11,Y,N,2,*,54773,
