Sample	Mag ID	nbps	Nr contigs	N50	L50	Completeness	Contamination	Quality	Drep_95	Drep_99	S16	S23	S5	Total tRNA	Unique tRNA	GTDB	MIMAG	SGB	ARO	Drug Class	Resistance Mechanism	AMR Gene Family
sample26	sample26_SemiBin_54	3179895	25	162470	8	70.52	3.08	Medium quality	T	T	1	1	1	45	16	d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Limnocylindrales;f__CSP1-4;g__;s__	F	2648_2	3002959	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster
sample26	sample26_SemiBin_55	3748001	30	156662	10	67.67	1.4	Medium quality	T	T	1	1	1	34	15	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__;g__;s__	F	2749_1	3002956;3002972;3003395	glycopeptide antibiotic,aminoglycoside antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster,glycopeptide resistance gene cluster; vanT,antibiotic-resistant rpsL
sample26	sample26_SemiBin_56	3166524	45	102173	12	63.55	0.71	Medium quality	F	T	0	0	0	22	14	d__Bacteria;p__Acidobacteriota;c__Polarisedimenticolia;o__Polarisedimenticolales;f__Polarisedimenticolaceae;g__;s__	F	1649_1	3000777	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
sample26	sample26_SemiBin_57	3420183	23	247347	5	75.36	0.58	Medium quality	T	T	0	0	0	34	15	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Aestuariivirgaceae;g__;s__	F	2593_1	3000777	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
sample26	sample26_SemiBin_58	2463666	39	71299	11	57.16	1.64	Medium quality	F	T	0	0	0	41	18	d__Bacteria;p__Krumholzibacteriota;c__Krumholzibacteria;o__WVZY01;f__JAKEHA01;g__JAKEHA01;s__	F	1551_2	NA	NA	NA	NA
sample26	sample26_SemiBin_59	3892998	17	281330	5	82.27	2.85	Medium quality	F	F	0	0	0	37	20	d__Bacteria;p__Eisenbacteria;c__RBG-16-71-46;o__RBG-16-71-46;f__RBG-16-71-46;g__WS-8;s__	F	1527_2	3002972	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT
sample26	sample26_SemiBin_5	4847305	18	375498	4	95.9	0.07	High quality	F	T	1	1	1	49	20	d__Bacteria;p__Krumholzibacteriota;c__Krumholzibacteria;o__G020349025;f__G020349025;g__;s__	T	1629_1	3000777;3002972	fluoroquinolone antibiotic; tetracycline antibiotic,glycopeptide antibiotic	antibiotic target alteration,antibiotic efflux	glycopeptide resistance gene cluster; vanT,resistance-nodulation-cell division (RND) antibiotic efflux pump
sample26	sample26_SemiBin_60	3584309	58	76017	18	52.79	3.43	Medium quality	F	T	1	1	1	43	16	d__Bacteria;p__Myxococcota;c__UBA796;o__UBA796;f__GCA-2862545;g__JACKER01;s__	F	1704_1	NA	NA	NA	NA
sample26	sample26_SemiBin_61	4392169	14	683051	3	100.0	4.51	High quality	F	T	1	1	1	43	20	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_A;g__;s__	T	2156_1	3000777	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
sample26	sample26_SemiBin_62	5883855	61	115010	16	80.35	5.31	Medium quality	T	T	1	1	1	68	20	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__JAKEEH01;g__JAKEEH01;s__	F	570_2	3000777	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
sample26	sample26_SemiBin_64	1762389	17	146565	6	54.86	3.07	Medium quality	T	T	1	1	1	24	15	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Propionibacteriales;f__Nocardioidaceae;g__Aeromicrobium;s__	F	2779_0	NA	NA	NA	NA
sample26	sample26_SemiBin_655	3953292	31	149949	10	52.99	6.67	Medium quality	F	T	1	1	1	22	9	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__Gp6-AA40;s__	F	1060_1	NA	NA	NA	NA
sample26	sample26_SemiBin_65	4969822	24	301449	7	77.19	1.79	Medium quality	F	T	0	0	0	64	17	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Fen-336;f__Fen-336;g__CADEEV01;s__	F	1736_1	3000777	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
sample26	sample26_SemiBin_67	2012763	13	218939	4	51.69	0.14	Medium quality	F	T	1	1	2	25	13	d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira_C;s__	F	760_1	3000777	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
sample26	sample26_SemiBin_68	4182850	42	157275	11	52.82	2.79	Medium quality	T	T	1	1	1	34	15	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__;s__	F	2706_2	3002972	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT
sample26	sample26_SemiBin_69	5025138	13	518871	5	70.91	1.42	Medium quality	F	T	1	1	1	27	14	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__JACCSI01;s__	F	1283_1	3000777	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
sample26	sample26_SemiBin_6	3006195	4	884744	2	93.66	0.16	High quality	F	T	1	1	1	47	20	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__;s__	T	968_1	3000777	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
sample26	sample26_SemiBin_70	4337734	33	227944	7	75.62	1.47	Medium quality	T	T	2	1	1	45	18	d__Bacteria;p__Eisenbacteria;c__RBG-16-71-46;o__RBG-16-71-46;f__RBG-16-71-46;g__;s__	F	1518_1	3002972;3003724	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster,glycopeptide resistance gene cluster; vanT
sample26	sample26_SemiBin_71	3637729	68	67002	21	59.25	0.83	Medium quality	T	T	0	0	0	20	11	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__UBA7656;f__UBA7656;g__JADGNW01;s__	F	432_2	NA	NA	NA	NA
sample26	sample26_SemiBin_72	5330284	14	558848	4	82.24	4.83	Medium quality	F	T	1	1	1	42	17	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__EnvOPS12;g__UBA12294;s__	F	250_1	3002972;3003724	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster,glycopeptide resistance gene cluster; vanT
sample26	sample26_SemiBin_73	5660247	20	374309	6	77.56	0.77	Medium quality	T	T	1	1	1	37	18	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__2-12-FULL-66-21;g__;s__	F	1383_1	3000777	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
sample26	sample26_SemiBin_74	3950668	7	756668	2	56.27	7.65	Medium quality	T	T	0	0	0	28	14	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__2-12-FULL-66-21;g__;s__	F	1372_3	3002972	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT
sample26	sample26_SemiBin_75	4258943	29	200922	7	57.57	0.46	Medium quality	T	T	1	1	1	31	14	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__DP-6;f__DP-6;g__;s__	F	1972_8	NA	NA	NA	NA
sample26	sample26_SemiBin_76	2904553	30	100570	9	54.72	2.81	Medium quality	F	T	1	1	1	34	18	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__EnvOPS12;g__UBA12294;s__	F	241_1	3002972;3003724	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster,glycopeptide resistance gene cluster; vanT
sample26	sample26_SemiBin_77	3948149	42	124677	10	68.16	2.01	Medium quality	F	T	0	0	0	39	17	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__TH1-2;g__Vitreimonas;s__	F	2530_1	NA	NA	NA	NA
sample26	sample26_SemiBin_78	4619660	37	181646	9	76.22	4.63	Medium quality	T	T	1	1	1	51	20	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__JABFSM01;s__	F	951_0	3000777	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
sample26	sample26_SemiBin_79	2705163	9	491521	3	83.76	2.32	Medium quality	F	T	1	1	1	52	20	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__SM23-28-2;f__RBG-16-64-32;g__VJS01;s__	F	506_1	3002909;3002959	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; Van ligase,vanY; glycopeptide resistance gene cluster
sample26	sample26_SemiBin_7	5673368	8	889043	3	97.4	4.4	High quality	F	F	1	1	1	56	20	d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__CSP1-6;g__40CM-4-69-5;s__	T	1855_1	3000777	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
sample26	sample26_SemiBin_80	4214228	73	80073	20	52.63	3.82	Medium quality	T	T	0	0	0	29	15	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Bin65;f__Bin65;g__SBBV01;s__	F	2499_3	3002965	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster
sample26	sample26_SemiBin_81	6107067	91	87401	24	64.04	4.43	Medium quality	T	T	1	2	2	68	20	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Gemmatales;f__Gemmataceae;g__JAKEFD01;s__	F	845_0	NA	NA	NA	NA
sample26	sample26_SemiBin_82	4186812	26	251899	7	83.12	3.58	Medium quality	T	T	1	1	1	54	18	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__JACDDX01;s__	F	960_6	NA	NA	NA	NA
sample26	sample26_SemiBin_83	3126981	33	94997	11	60.34	2.26	Medium quality	T	T	1	1	1	43	20	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__DSTF01;f__JACRBR01;g__JACRBR01;s__	F	516_0	3002891;3002972	glycopeptide antibiotic,tetracycline antibiotic	antibiotic target alteration,antibiotic target protection	tetracycline-resistant ribosomal protection protein,glycopeptide resistance gene cluster; vanT
sample26	sample26_SemiBin_84	7084121	34	281117	8	100.0	9.63	Medium quality	F	T	1	1	1	31	15	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__UBA9968;f__UBA9968;g__DP-20;s__	F	679_1	3000777;3002909;3002972	fluoroquinolone antibiotic; tetracycline antibiotic,glycopeptide antibiotic	antibiotic target alteration,antibiotic efflux	glycopeptide resistance gene cluster; Van ligase,glycopeptide resistance gene cluster; vanT,resistance-nodulation-cell division (RND) antibiotic efflux pump
sample26	sample26_SemiBin_86	3602406	70	64722	21	50.6	4.27	Medium quality	T	T	0	0	0	28	15	d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__CSP1-6;g__;s__	F	2486_0	3002972;3000777	fluoroquinolone antibiotic; tetracycline antibiotic,glycopeptide antibiotic	antibiotic target alteration,antibiotic efflux	glycopeptide resistance gene cluster; vanT,resistance-nodulation-cell division (RND) antibiotic efflux pump
sample26	sample26_SemiBin_873	3059509	93	45157	18	60.33	9.85	Medium quality	T	T	0	0	1	45	13	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__TH1177;s__	F	15_2	NA	NA	NA	NA
sample26	sample26_SemiBin_87	5938719	27	315111	7	83.39	3.53	Medium quality	T	T	1	1	1	38	18	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__;s__	F	2569_2	3000777	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
sample26	sample26_SemiBin_8	4912886	9	1018514	2	95.25	4.5	High quality	F	F	1	1	1	60	19	d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__CSP1-6;g__40CM-4-69-5;s__	T	1857_1	3000777	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
sample26	sample26_SemiBin_90	5900800	12	839998	3	82.36	2.32	Medium quality	T	T	1	1	1	45	19	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__EnvOPS12;g__UBA12294;s__	F	267_1	3003724	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster
sample26	sample26_SemiBin_95	5012452	75	102036	17	66.3	0.96	Medium quality	T	T	0	0	0	26	16	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Chryseolinea;s__	F	48_3	3002972;3002945;3000777	fluoroquinolone antibiotic; tetracycline antibiotic,glycopeptide antibiotic	antibiotic target alteration,antibiotic efflux	vanH; glycopeptide resistance gene cluster,glycopeptide resistance gene cluster; vanT,resistance-nodulation-cell division (RND) antibiotic efflux pump
sample26	sample26_SemiBin_9	2538944	15	249158	4	81.02	0.04	Medium quality	F	T	1	1	1	44	20	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Methyloligellaceae;g__Methyloceanibacter;s__	F	2605_1	3000777;3007015	fluoroquinolone antibiotic; tetracycline antibiotic,disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump,resistance-nodulation-cell division (RND) antibiotic efflux pump
sample27	sample27_SemiBin_0	4409007	14	532095	4	98.71	0.75	High quality	T	T	1	1	1	38	19	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA10428;g__UBA5072;s__	T	73_0	3002972;3000777	fluoroquinolone antibiotic; tetracycline antibiotic,glycopeptide antibiotic	antibiotic target alteration,antibiotic efflux	glycopeptide resistance gene cluster; vanT,resistance-nodulation-cell division (RND) antibiotic efflux pump
sample27	sample27_SemiBin_100	3066899	17	217503	5	58.02	1.81	Medium quality	F	T	1	1	1	28	17	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__SCN-69-37;g__;s__	F	1300_2	3002972	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT
sample27	sample27_SemiBin_101	3848857	37	153638	8	60.02	1.99	Medium quality	F	T	3	3	3	50	18	d__Bacteria;p__Eisenbacteria;c__RBG-16-71-46;o__RBG-16-71-46;f__;g__;s__	F	1585_1	3002972	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT
sample27	sample27_SemiBin_102	4441691	20	296937	5	59.53	6.13	Medium quality	F	T	1	1	1	31	15	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__2-12-FULL-66-21;g__;s__	F	1412_1	3000777	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
sample27	sample27_SemiBin_103	3125330	23	150215	7	66.4	5.67	Medium quality	F	T	0	0	0	31	16	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_A;g__;s__	F	2166_1	3000777	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
sample27	sample27_SemiBin_107	660382	18	41026	5	65.07	2.04	Medium quality	T	T	0	0	0	33	19	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Saccharimonas;s__	F	5_0	3002955	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster
sample27	sample27_SemiBin_109	5081955	30	246890	8	58.76	2.67	Medium quality	F	T	1	1	1	37	17	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__12-FULL-67-14b;s__	F	1214_3	3000777;3002972	fluoroquinolone antibiotic; tetracycline antibiotic,glycopeptide antibiotic	antibiotic target alteration,antibiotic efflux	glycopeptide resistance gene cluster; vanT,resistance-nodulation-cell division (RND) antibiotic efflux pump
sample27	sample27_SemiBin_10	2026114	8	235247	2	92.74	0.94	High quality	F	T	2	2	2	55	20	d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__QHBO01;f__QHBO01;g__;s__	T	2625_2	3002972;3003724;3007015	glycopeptide antibiotic,disinfecting agents and antiseptics	antibiotic target alteration,antibiotic efflux	vanW; glycopeptide resistance gene cluster,glycopeptide resistance gene cluster; vanT,small multidrug resistance (SMR) antibiotic efflux pump
sample27	sample27_SemiBin_110	4056517	47	137413	11	59.87	4.07	Medium quality	F	T	2	1	1	40	18	d__Bacteria;p__Eisenbacteria;c__RBG-16-71-46;o__RBG-16-71-46;f__RBG-16-71-46;g__JAIOPA01;s__	F	1524_1	NA	NA	NA	NA
sample27	sample27_SemiBin_111	3683828	40	119683	11	83.42	2.09	Medium quality	F	T	1	1	0	36	18	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__SHXO01;g__SHXO01;s__	F	2233_1	3002956;3000777	fluoroquinolone antibiotic; tetracycline antibiotic,glycopeptide antibiotic	antibiotic target alteration,antibiotic efflux	vanY; glycopeptide resistance gene cluster,resistance-nodulation-cell division (RND) antibiotic efflux pump
sample27	sample27_SemiBin_113	4391552	28	255655	7	71.49	2.07	Medium quality	T	T	0	0	0	29	16	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Chryseolinea;s__	F	48_4	3002972	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT
sample27	sample27_SemiBin_115	3730614	22	251907	6	67.92	4.42	Medium quality	F	T	2	2	2	30	17	d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Anaeromyxobacteraceae;g__Anaeromyxobacter;s__	F	1665_1	3002972;3000777	fluoroquinolone antibiotic; tetracycline antibiotic,glycopeptide antibiotic	antibiotic target alteration,antibiotic efflux	glycopeptide resistance gene cluster; vanT,resistance-nodulation-cell division (RND) antibiotic efflux pump
sample27	sample27_SemiBin_118	3508556	13	351606	3	51.41	0.25	Medium quality	T	T	1	1	1	23	14	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Reyranellales;f__Reyranellaceae;g__Reyranella;s__	F	2506_3	3000777	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
sample27	sample27_SemiBin_119	3941324	23	222963	7	79.76	1.75	Medium quality	T	T	0	0	0	30	15	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__;s__	F	1255_1	3000777	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
sample27	sample27_SemiBin_11	7386665	31	301046	7	91.16	6.63	Medium quality	T	T	1	1	1	49	20	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__;g__;s__	F	1420_0	3000777;3002972	fluoroquinolone antibiotic; tetracycline antibiotic,glycopeptide antibiotic	antibiotic target alteration,antibiotic efflux	glycopeptide resistance gene cluster; vanT,resistance-nodulation-cell division (RND) antibiotic efflux pump
sample27	sample27_SemiBin_121	4191665	15	482321	4	59.02	1.49	Medium quality	F	T	1	1	1	30	15	d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__CSP1-6;g__;s__	F	1850_1	3000777	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
sample27	sample27_SemiBin_122	2027472	9	344841	3	65.38	0.51	Medium quality	F	T	0	0	0	29	13	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__RPQJ01;s__	F	2091_1	3002972	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT
sample27	sample27_SemiBin_124	1988022	18	131639	5	58.27	3.43	Medium quality	F	T	1	1	1	33	17	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Methyloligellaceae;g__Methyloceanibacter;s__	F	2605_1	3000777;3007015	fluoroquinolone antibiotic; tetracycline antibiotic,disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump,resistance-nodulation-cell division (RND) antibiotic efflux pump
sample27	sample27_SemiBin_125	5263524	49	146085	13	70.44	1.53	Medium quality	T	T	1	1	1	35	14	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__DP-6;f__DP-6;g__;s__	F	1972_11	3002972	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT
sample27	sample27_SemiBin_126	1900690	9	514409	2	60.87	7.49	Medium quality	T	T	1	1	1	37	16	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Pseudoxanthomonas_A;s__	F	2362_0	3000777;3002961	fluoroquinolone antibiotic; tetracycline antibiotic,glycopeptide antibiotic	antibiotic target alteration,antibiotic efflux	vanY; glycopeptide resistance gene cluster,resistance-nodulation-cell division (RND) antibiotic efflux pump
sample27	sample27_SemiBin_12	6605621	22	491647	6	94.78	9.18	Medium quality	T	T	3	3	2	51	19	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__DSYU01;s__	F	230_0	3002972;3003724	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster,glycopeptide resistance gene cluster; vanT
sample27	sample27_SemiBin_130	5060852	9	685784	2	59.02	0.57	Medium quality	T	T	0	0	1	36	17	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Fen-336;f__Fen-336;g__;s__	F	1756_0	3000777	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
sample27	sample27_SemiBin_131	1939344	18	134000	5	55.34	3.25	Medium quality	T	T	0	0	0	15	12	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_A;g__;s__	F	2170_2	3000777	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
sample27	sample27_SemiBin_133	3252606	29	122295	10	62.93	2.58	Medium quality	F	T	0	0	0	22	13	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__PSRF01;s__	F	389_1	NA	NA	NA	NA
sample27	sample27_SemiBin_136	3293111	30	149126	9	50.63	0.25	Medium quality	T	T	0	0	0	28	16	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__SCN-69-37;g__;s__	F	1327_2	NA	NA	NA	NA
sample27	sample27_SemiBin_138	5291226	23	288010	7	74.68	2.06	Medium quality	T	T	1	1	1	43	18	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__CADEFD01;s__	F	1269_0	3000777	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
sample27	sample27_SemiBin_13	3484511	20	309939	5	90.77	6.11	Medium quality	T	T	4	2	2	46	20	d__Bacteria;p__Desulfobacterota_F;c__Desulfuromonadia;o__Desulfuromonadales;f__;g__;s__	F	2472_1	3002972	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT
sample27	sample27_SemiBin_140	5289760	34	200877	9	70.86	2.35	Medium quality	T	T	1	1	1	37	18	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__12-FULL-67-14b;s__	F	1205_0	3000777	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
sample27	sample27_SemiBin_143	4131342	21	236011	7	60.19	6.16	Medium quality	F	T	0	0	0	21	11	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__UBA9968;f__UBA9968;g__DP-20;s__	F	655_1	3002972	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT
sample27	sample27_SemiBin_144	3478976	16	282815	5	52.28	8.13	Medium quality	T	T	0	1	1	34	15	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__EnvOPS12;g__UBA12294;s__	F	267_2	NA	NA	NA	NA
sample27	sample27_SemiBin_1479	2270336	40	88285	10	52.33	9.96	Medium quality	T	T	0	0	0	32	15	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Methyloligellaceae;g__Methyloceanibacter;s__	F	2606_1	3000777	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
sample27	sample27_SemiBin_149	2502248	15	215501	4	55.23	0.7	Medium quality	T	T	0	0	0	21	13	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__RPQJ01;s__	F	2090_6	3000777;3002972	fluoroquinolone antibiotic; tetracycline antibiotic,glycopeptide antibiotic	antibiotic target alteration,antibiotic efflux	glycopeptide resistance gene cluster; vanT,resistance-nodulation-cell division (RND) antibiotic efflux pump
sample27	sample27_SemiBin_14	2603358	15	172047	4	84.25	1.58	Medium quality	F	T	1	1	1	28	14	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__;s__	F	968_1	NA	NA	NA	NA
sample27	sample27_SemiBin_1528	4791949	69	81901	19	60.45	6.74	Medium quality	T	T	0	0	0	28	15	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__WYBJ01;g__;s__	F	2178_2	3000777	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump
sample27	sample27_SemiBin_1530	6547448	149	49269	45	53.92	8.67	Medium quality	T	T	0	0	0	38	15	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__VXMN01;f__VXMN01;g__VFZK01;s__	F	288_3	3000777;3007015	fluoroquinolone antibiotic; tetracycline antibiotic,disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump,resistance-nodulation-cell division (RND) antibiotic efflux pump
