Record	GBK	Record_Type	Record_Number	CC	Family
sample26_SemiBin_65.fa.gz_k141_4870402.region001.gbk_region_1	sample26_SemiBin_65.fa.gz_k141_4870402.region001	region	1	1082	FAM_00263
sample18_SemiBin_71.fa.gz_k141_3730443.region001.gbk_region_1	sample18_SemiBin_71.fa.gz_k141_3730443.region001	region	1	1082	FAM_00263
sample17_SemiBin_59.fa.gz_k141_1357099.region001.gbk_region_1	sample17_SemiBin_59.fa.gz_k141_1357099.region001	region	1	1082	FAM_00263
cpsnj20_SemiBin_76.fa.gz_k141_909268.region001.gbk_region_1	cpsnj20_SemiBin_76.fa.gz_k141_909268.region001	region	1	1082	FAM_00263
sample1_SemiBin_96.fa.gz_k141_3377922.region001.gbk_region_1	sample1_SemiBin_96.fa.gz_k141_3377922.region001	region	1	1082	FAM_00263
cpsnj10_SemiBin_0.fa.gz_k141_3630073.region001.gbk_region_1	cpsnj10_SemiBin_0.fa.gz_k141_3630073.region001	region	1	1082	FAM_00263
sample5_SemiBin_2.fa.gz_k141_300474.region001.gbk_region_1	sample5_SemiBin_2.fa.gz_k141_300474.region001	region	1	1082	FAM_00263
snj16_SemiBin_65.fa.gz_k141_1103485.region001.gbk_region_1	snj16_SemiBin_65.fa.gz_k141_1103485.region001	region	1	1098	FAM_00264
snj08_SemiBin_31.fa.gz_k141_2039433.region001.gbk_region_1	snj08_SemiBin_31.fa.gz_k141_2039433.region001	region	1	1098	FAM_00264
snj11_SemiBin_32.fa.gz_k141_1282493.region001.gbk_region_1	snj11_SemiBin_32.fa.gz_k141_1282493.region001	region	1	1098	FAM_00264
cpsnj03_SemiBin_77.fa.gz_k141_526953.region001.gbk_region_1	cpsnj03_SemiBin_77.fa.gz_k141_526953.region001	region	1	1098	FAM_00264
sample15_SemiBin_82.fa.gz_k141_2496068.region001.gbk_region_1	sample15_SemiBin_82.fa.gz_k141_2496068.region001	region	1	1098	FAM_00264
snj03_SemiBin_107.fa.gz_k141_245141.region001.gbk_region_1	snj03_SemiBin_107.fa.gz_k141_245141.region001	region	1	1098	FAM_00264
sample1_SemiBin_52.fa.gz_k141_2273691.region001.gbk_region_1	sample1_SemiBin_52.fa.gz_k141_2273691.region001	region	1	1098	FAM_00264
snj15_SemiBin_13.fa.gz_k141_2072719.region001.gbk_region_1	snj15_SemiBin_13.fa.gz_k141_2072719.region001	region	1	1098	FAM_00264
sample1_SemiBin_52.fa.gz_k141_793528.region001.gbk_region_1	sample1_SemiBin_52.fa.gz_k141_793528.region001	region	1	1098	FAM_00264
cpsnj11_SemiBin_38.fa.gz_k141_239445.region001.gbk_region_1	cpsnj11_SemiBin_38.fa.gz_k141_239445.region001	region	1	1098	FAM_00264
sample4_SemiBin_1.fa.gz_k141_216064.region001.gbk_region_1	sample4_SemiBin_1.fa.gz_k141_216064.region001	region	1	1098	FAM_00264
sample15_SemiBin_82.fa.gz_k141_2661995.region001.gbk_region_1	sample15_SemiBin_82.fa.gz_k141_2661995.region001	region	1	1098	FAM_00264
sample22_SemiBin_106.fa.gz_k141_4652533.region001.gbk_region_1	sample22_SemiBin_106.fa.gz_k141_4652533.region001	region	1	1098	FAM_00264
snj13_SemiBin_33.fa.gz_k141_2474372.region001.gbk_region_1	snj13_SemiBin_33.fa.gz_k141_2474372.region001	region	1	1098	FAM_00264
cpsnj16_SemiBin_17.fa.gz_k141_1007356.region001.gbk_region_1	cpsnj16_SemiBin_17.fa.gz_k141_1007356.region001	region	1	1098	FAM_00264
sample8_SemiBin_3.fa.gz_k141_513936.region001.gbk_region_1	sample8_SemiBin_3.fa.gz_k141_513936.region001	region	1	1098	FAM_00264
sample3_SemiBin_79.fa.gz_k141_1467824.region001.gbk_region_1	sample3_SemiBin_79.fa.gz_k141_1467824.region001	region	1	1098	FAM_00264
sample15_SemiBin_149.fa.gz_k141_4950135.region001.gbk_region_1	sample15_SemiBin_149.fa.gz_k141_4950135.region001	region	1	1098	FAM_00265
sample1_SemiBin_22.fa.gz_k141_1346308.region001.gbk_region_1	sample1_SemiBin_22.fa.gz_k141_1346308.region001	region	1	1098	FAM_00265
sample6_SemiBin_44.fa.gz_k141_7221036.region001.gbk_region_1	sample6_SemiBin_44.fa.gz_k141_7221036.region001	region	1	1122	FAM_00266
sample6_SemiBin_12.fa.gz_k141_6654461.region001.gbk_region_1	sample6_SemiBin_12.fa.gz_k141_6654461.region001	region	1	1122	FAM_00266
sample6_SemiBin_18.fa.gz_k141_1108145.region001.gbk_region_1	sample6_SemiBin_18.fa.gz_k141_1108145.region001	region	1	1122	FAM_00266
sample17_SemiBin_111.fa.gz_k141_831458.region001.gbk_region_1	sample17_SemiBin_111.fa.gz_k141_831458.region001	region	1	1126	FAM_00267
snj04_SemiBin_44.fa.gz_k141_559887.region001.gbk_region_1	snj04_SemiBin_44.fa.gz_k141_559887.region001	region	1	1126	FAM_00267
cpsnj04_SemiBin_20.fa.gz_k141_1075319.region001.gbk_region_1	cpsnj04_SemiBin_20.fa.gz_k141_1075319.region001	region	1	1126	FAM_00267
cpsnj03_SemiBin_137.fa.gz_k141_1284744.region001.gbk_region_1	cpsnj03_SemiBin_137.fa.gz_k141_1284744.region001	region	1	1126	FAM_00267
sample28_SemiBin_82.fa.gz_k141_1383971.region001.gbk_region_1	sample28_SemiBin_82.fa.gz_k141_1383971.region001	region	1	1126	FAM_00267
cpsnj03_SemiBin_137.fa.gz_k141_1865130.region001.gbk_region_1	cpsnj03_SemiBin_137.fa.gz_k141_1865130.region001	region	1	1126	FAM_00267
sample17_SemiBin_111.fa.gz_k141_6242258.region001.gbk_region_1	sample17_SemiBin_111.fa.gz_k141_6242258.region001	region	1	1126	FAM_00267
sample18_SemiBin_86.fa.gz_k141_2954113.region001.gbk_region_1	sample18_SemiBin_86.fa.gz_k141_2954113.region001	region	1	1126	FAM_00267
cpsnj08_SemiBin_20.fa.gz_k141_1075319.region001.gbk_region_1	cpsnj08_SemiBin_20.fa.gz_k141_1075319.region001	region	1	1126	FAM_00267
cpsnj10_SemiBin_70.fa.gz_k141_984346.region001.gbk_region_1	cpsnj10_SemiBin_70.fa.gz_k141_984346.region001	region	1	1134	FAM_00268
sample24_SemiBin_21.fa.gz_k141_3853538.region001.gbk_region_1	sample24_SemiBin_21.fa.gz_k141_3853538.region001	region	1	1134	FAM_00268
sample15_SemiBin_115.fa.gz_k141_457561.region001.gbk_region_1	sample15_SemiBin_115.fa.gz_k141_457561.region001	region	1	1142	FAM_00269
sample7_SemiBin_52.fa.gz_k141_760148.region001.gbk_region_1	sample7_SemiBin_52.fa.gz_k141_760148.region001	region	1	1142	FAM_00269
cpsnj11_SemiBin_137.fa.gz_k141_12128.region001.gbk_region_1	cpsnj11_SemiBin_137.fa.gz_k141_12128.region001	region	1	1142	FAM_00269
snj11_SemiBin_90.fa.gz_k141_1144131.region001.gbk_region_1	snj11_SemiBin_90.fa.gz_k141_1144131.region001	region	1	1142	FAM_00269
sample13_SemiBin_122.fa.gz_k141_3232180.region001.gbk_region_1	sample13_SemiBin_122.fa.gz_k141_3232180.region001	region	1	1142	FAM_00269
sample18_SemiBin_241.fa.gz_k141_5478232.region001.gbk_region_1	sample18_SemiBin_241.fa.gz_k141_5478232.region001	region	1	1142	FAM_00269
sample23_SemiBin_14.fa.gz_k141_2665620.region001.gbk_region_1	sample23_SemiBin_14.fa.gz_k141_2665620.region001	region	1	1142	FAM_00269
sample8_SemiBin_51.fa.gz_k141_1916765.region001.gbk_region_1	sample8_SemiBin_51.fa.gz_k141_1916765.region001	region	1	1142	FAM_00269
sample27_SemiBin_43.fa.gz_k141_971866.region001.gbk_region_1	sample27_SemiBin_43.fa.gz_k141_971866.region001	region	1	1142	FAM_00269
sample4_SemiBin_124.fa.gz_k141_432528.region001.gbk_region_1	sample4_SemiBin_124.fa.gz_k141_432528.region001	region	1	1142	FAM_00269
snj09_SemiBin_50.fa.gz_k141_3460501.region001.gbk_region_1	snj09_SemiBin_50.fa.gz_k141_3460501.region001	region	1	1142	FAM_00269
sample30_SemiBin_36.fa.gz_k141_78362.region001.gbk_region_1	sample30_SemiBin_36.fa.gz_k141_78362.region001	region	1	1142	FAM_00269
sample3_SemiBin_60.fa.gz_k141_668422.region001.gbk_region_1	sample3_SemiBin_60.fa.gz_k141_668422.region001	region	1	1142	FAM_00269
sample10_SemiBin_83.fa.gz_k141_512412.region001.gbk_region_1	sample10_SemiBin_83.fa.gz_k141_512412.region001	region	1	1142	FAM_00269
sample21_SemiBin_38.fa.gz_k141_1711800.region001.gbk_region_1	sample21_SemiBin_38.fa.gz_k141_1711800.region001	region	1	1142	FAM_00269
sample25_SemiBin_14.fa.gz_k141_35841.region001.gbk_region_1	sample25_SemiBin_14.fa.gz_k141_35841.region001	region	1	1142	FAM_00269
sample26_SemiBin_51.fa.gz_k141_6206670.region001.gbk_region_1	sample26_SemiBin_51.fa.gz_k141_6206670.region001	region	1	1142	FAM_00269
sample12_SemiBin_46.fa.gz_k141_1643190.region001.gbk_region_1	sample12_SemiBin_46.fa.gz_k141_1643190.region001	region	1	1142	FAM_00269
sample28_SemiBin_11.fa.gz_k141_5563139.region001.gbk_region_1	sample28_SemiBin_11.fa.gz_k141_5563139.region001	region	1	1142	FAM_00269
sample20_SemiBin_172.fa.gz_k141_1071168.region001.gbk_region_1	sample20_SemiBin_172.fa.gz_k141_1071168.region001	region	1	1142	FAM_00269
sample14_SemiBin_29.fa.gz_k141_2478061.region001.gbk_region_1	sample14_SemiBin_29.fa.gz_k141_2478061.region001	region	1	1142	FAM_00269
sample17_SemiBin_25.fa.gz_k141_5223160.region001.gbk_region_1	sample17_SemiBin_25.fa.gz_k141_5223160.region001	region	1	1142	FAM_00269
sample6_SemiBin_106.fa.gz_k141_2119430.region001.gbk_region_1	sample6_SemiBin_106.fa.gz_k141_2119430.region001	region	1	1142	FAM_00269
sample6_SemiBin_106.fa.gz_k141_1813998.region001.gbk_region_1	sample6_SemiBin_106.fa.gz_k141_1813998.region001	region	1	1142	FAM_00269
sample9_SemiBin_109.fa.gz_k141_3477943.region001.gbk_region_1	sample9_SemiBin_109.fa.gz_k141_3477943.region001	region	1	1142	FAM_00269
sample11_SemiBin_23.fa.gz_k141_5189093.region001.gbk_region_1	sample11_SemiBin_23.fa.gz_k141_5189093.region001	region	1	1142	FAM_00269
sample24_SemiBin_87.fa.gz_k141_1213643.region001.gbk_region_1	sample24_SemiBin_87.fa.gz_k141_1213643.region001	region	1	1142	FAM_00269
sample2_SemiBin_98.fa.gz_k141_1263839.region001.gbk_region_1	sample2_SemiBin_98.fa.gz_k141_1263839.region001	region	1	1142	FAM_00269
sample5_SemiBin_80.fa.gz_k141_1663945.region001.gbk_region_1	sample5_SemiBin_80.fa.gz_k141_1663945.region001	region	1	1142	FAM_00269
snj11_SemiBin_90.fa.gz_k141_359763.region001.gbk_region_1	snj11_SemiBin_90.fa.gz_k141_359763.region001	region	1	1142	FAM_00269
sample16_SemiBin_50.fa.gz_k141_449099.region001.gbk_region_1	sample16_SemiBin_50.fa.gz_k141_449099.region001	region	1	1142	FAM_00269
sample1_SemiBin_37.fa.gz_k141_2325422.region001.gbk_region_1	sample1_SemiBin_37.fa.gz_k141_2325422.region001	region	1	1142	FAM_00269
sample22_SemiBin_90.fa.gz_k141_5609266.region001.gbk_region_1	sample22_SemiBin_90.fa.gz_k141_5609266.region001	region	1	1142	FAM_00269
snj02_SemiBin_29.fa.gz_k141_2046449.region001.gbk_region_1	snj02_SemiBin_29.fa.gz_k141_2046449.region001	region	1	1142	FAM_00269
cpsnj08_SemiBin_14.fa.gz_k141_2605530.region001.gbk_region_1	cpsnj08_SemiBin_14.fa.gz_k141_2605530.region001	region	1	1158	FAM_00270
cpsnj04_SemiBin_14.fa.gz_k141_2605530.region001.gbk_region_1	cpsnj04_SemiBin_14.fa.gz_k141_2605530.region001	region	1	1158	FAM_00270
sample3_SemiBin_17.fa.gz_k141_1645729.region001.gbk_region_1	sample3_SemiBin_17.fa.gz_k141_1645729.region001	region	1	1178	FAM_00271
sample4_SemiBin_59.fa.gz_k141_250012.region001.gbk_region_1	sample4_SemiBin_59.fa.gz_k141_250012.region001	region	1	1178	FAM_00271
sample17_SemiBin_55.fa.gz_k141_2281317.region001.gbk_region_1	sample17_SemiBin_55.fa.gz_k141_2281317.region001	region	1	1178	FAM_00271
sample18_SemiBin_22.fa.gz_k141_3209758.region001.gbk_region_1	sample18_SemiBin_22.fa.gz_k141_3209758.region001	region	1	1178	FAM_00271
sample10_SemiBin_3.fa.gz_k141_2132131.region001.gbk_region_1	sample10_SemiBin_3.fa.gz_k141_2132131.region001	region	1	1178	FAM_00271
sample26_SemiBin_7.fa.gz_k141_3297434.region001.gbk_region_1	sample26_SemiBin_7.fa.gz_k141_3297434.region001	region	1	1178	FAM_00271
sample18_SemiBin_127.fa.gz_k141_4402636.region001.gbk_region_1	sample18_SemiBin_127.fa.gz_k141_4402636.region001	region	1	1178	FAM_00271
sample5_SemiBin_100.fa.gz_k141_299175.region001.gbk_region_1	sample5_SemiBin_100.fa.gz_k141_299175.region001	region	1	1178	FAM_00272
sample18_SemiBin_99.fa.gz_k141_2636504.region001.gbk_region_1	sample18_SemiBin_99.fa.gz_k141_2636504.region001	region	1	1178	FAM_00272
sample27_SemiBin_25.fa.gz_k141_4846697.region001.gbk_region_1	sample27_SemiBin_25.fa.gz_k141_4846697.region001	region	1	1178	FAM_00272
sample5_SemiBin_100.fa.gz_k141_745613.region001.gbk_region_1	sample5_SemiBin_100.fa.gz_k141_745613.region001	region	1	1178	FAM_00272
snj02_SemiBin_17.fa.gz_k141_2036514.region001.gbk_region_1	snj02_SemiBin_17.fa.gz_k141_2036514.region001	region	1	1178	FAM_00272
sample8_SemiBin_81.fa.gz_k141_363701.region001.gbk_region_1	sample8_SemiBin_81.fa.gz_k141_363701.region001	region	1	1178	FAM_00273
sample18_SemiBin_193.fa.gz_k141_2647730.region001.gbk_region_1	sample18_SemiBin_193.fa.gz_k141_2647730.region001	region	1	1178	FAM_00273
sample6_SemiBin_95.fa.gz_k141_91999.region001.gbk_region_1	sample6_SemiBin_95.fa.gz_k141_91999.region001	region	1	1178	FAM_00273
snj19_SemiBin_166.fa.gz_k141_2367532.region001.gbk_region_1	snj19_SemiBin_166.fa.gz_k141_2367532.region001	region	1	1190	FAM_00274
cpsnj03_SemiBin_22.fa.gz_k141_2523813.region001.gbk_region_1	cpsnj03_SemiBin_22.fa.gz_k141_2523813.region001	region	1	1190	FAM_00274
sample15_SemiBin_241.fa.gz_k141_4616546.region001.gbk_region_1	sample15_SemiBin_241.fa.gz_k141_4616546.region001	region	1	1190	FAM_00274
cpsnj19_SemiBin_57.fa.gz_k141_529701.region001.gbk_region_1	cpsnj19_SemiBin_57.fa.gz_k141_529701.region001	region	1	1190	FAM_00274
snj13_SemiBin_16.fa.gz_k141_2284562.region001.gbk_region_1	snj13_SemiBin_16.fa.gz_k141_2284562.region001	region	1	1190	FAM_00274
sample9_SemiBin_34.fa.gz_k141_2066861.region001.gbk_region_1	sample9_SemiBin_34.fa.gz_k141_2066861.region001	region	1	1190	FAM_00274
snj08_SemiBin_65.fa.gz_k141_1429430.region001.gbk_region_1	snj08_SemiBin_65.fa.gz_k141_1429430.region001	region	1	1190	FAM_00274
snj03_SemiBin_173.fa.gz_k141_3017856.region001.gbk_region_1	snj03_SemiBin_173.fa.gz_k141_3017856.region001	region	1	1190	FAM_00274
cpsnj14_SemiBin_34.fa.gz_k141_1854277.region001.gbk_region_1	cpsnj14_SemiBin_34.fa.gz_k141_1854277.region001	region	1	1190	FAM_00274
cpsnj11_SemiBin_80.fa.gz_k141_3640824.region001.gbk_region_1	cpsnj11_SemiBin_80.fa.gz_k141_3640824.region001	region	1	1194	FAM_00275
cpsnj14_SemiBin_44.fa.gz_k141_957621.region001.gbk_region_1	cpsnj14_SemiBin_44.fa.gz_k141_957621.region001	region	1	1194	FAM_00275
snj14_SemiBin_52.fa.gz_k141_2803832.region001.gbk_region_1	snj14_SemiBin_52.fa.gz_k141_2803832.region001	region	1	1194	FAM_00275
snj16_SemiBin_23.fa.gz_k141_107419.region001.gbk_region_1	snj16_SemiBin_23.fa.gz_k141_107419.region001	region	1	1194	FAM_00275
sample17_SemiBin_7.fa.gz_k141_4886612.region001.gbk_region_1	sample17_SemiBin_7.fa.gz_k141_4886612.region001	region	1	1230	FAM_00276
sample13_SemiBin_86.fa.gz_k141_464863.region001.gbk_region_1	sample13_SemiBin_86.fa.gz_k141_464863.region001	region	1	1230	FAM_00276
sample18_SemiBin_77.fa.gz_k141_5825213.region001.gbk_region_1	sample18_SemiBin_77.fa.gz_k141_5825213.region001	region	1	1230	FAM_00276
sample3_SemiBin_24.fa.gz_k141_185859.region001.gbk_region_1	sample3_SemiBin_24.fa.gz_k141_185859.region001	region	1	1230	FAM_00276
sample10_SemiBin_16.fa.gz_k141_899811.region001.gbk_region_1	sample10_SemiBin_16.fa.gz_k141_899811.region001	region	1	1230	FAM_00276
sample8_SemiBin_27.fa.gz_k141_131306.region001.gbk_region_1	sample8_SemiBin_27.fa.gz_k141_131306.region001	region	1	1230	FAM_00276
sample7_SemiBin_53.fa.gz_k141_1579414.region001.gbk_region_1	sample7_SemiBin_53.fa.gz_k141_1579414.region001	region	1	1238	FAM_00277
sample2_SemiBin_21.fa.gz_k141_596899.region001.gbk_region_1	sample2_SemiBin_21.fa.gz_k141_596899.region001	region	1	1238	FAM_00277
sample22_SemiBin_170.fa.gz_k141_4124932.region001.gbk_region_1	sample22_SemiBin_170.fa.gz_k141_4124932.region001	region	1	1270	FAM_00278
sample6_SemiBin_203.fa.gz_k141_972930.region001.gbk_region_1	sample6_SemiBin_203.fa.gz_k141_972930.region001	region	1	1270	FAM_00278
sample15_SemiBin_16.fa.gz_k141_1913077.region001.gbk_region_1	sample15_SemiBin_16.fa.gz_k141_1913077.region001	region	1	1294	FAM_00279
sample22_SemiBin_45.fa.gz_k141_2450036.region001.gbk_region_1	sample22_SemiBin_45.fa.gz_k141_2450036.region001	region	1	1294	FAM_00279
sample13_SemiBin_86.fa.gz_k141_3873826.region001.gbk_region_1	sample13_SemiBin_86.fa.gz_k141_3873826.region001	region	1	1318	FAM_00280
sample4_SemiBin_20.fa.gz_k141_3097962.region001.gbk_region_1	sample4_SemiBin_20.fa.gz_k141_3097962.region001	region	1	1318	FAM_00280
sample17_SemiBin_7.fa.gz_k141_4551465.region001.gbk_region_1	sample17_SemiBin_7.fa.gz_k141_4551465.region001	region	1	1318	FAM_00280
cpsnj10_SemiBin_26.fa.gz_k141_2694932.region001.gbk_region_1	cpsnj10_SemiBin_26.fa.gz_k141_2694932.region001	region	1	1322	FAM_00281
sample2_SemiBin_53.fa.gz_k141_1851717.region001.gbk_region_1	sample2_SemiBin_53.fa.gz_k141_1851717.region001	region	1	1322	FAM_00281
cpsnj11_SemiBin_258.fa.gz_k141_171054.region001.gbk_region_1	cpsnj11_SemiBin_258.fa.gz_k141_171054.region001	region	1	1322	FAM_00281
snj14_SemiBin_45.fa.gz_k141_2833610.region001.gbk_region_1	snj14_SemiBin_45.fa.gz_k141_2833610.region001	region	1	1322	FAM_00281
cpsnj04_SemiBin_37.fa.gz_k141_226291.region001.gbk_region_1	cpsnj04_SemiBin_37.fa.gz_k141_226291.region001	region	1	1322	FAM_00281
cpsnj20_SemiBin_64.fa.gz_k141_925598.region001.gbk_region_1	cpsnj20_SemiBin_64.fa.gz_k141_925598.region001	region	1	1322	FAM_00281
cpsnj08_SemiBin_37.fa.gz_k141_226291.region001.gbk_region_1	cpsnj08_SemiBin_37.fa.gz_k141_226291.region001	region	1	1322	FAM_00281
snj20_SemiBin_32.fa.gz_k141_646889.region001.gbk_region_1	snj20_SemiBin_32.fa.gz_k141_646889.region001	region	1	1322	FAM_00281
sample29_SemiBin_82.fa.gz_k141_868834.region001.gbk_region_1	sample29_SemiBin_82.fa.gz_k141_868834.region001	region	1	1322	FAM_00281
cpsnj14_SemiBin_129.fa.gz_k141_3827649.region001.gbk_region_1	cpsnj14_SemiBin_129.fa.gz_k141_3827649.region001	region	1	1322	FAM_00281
snj15_SemiBin_0.fa.gz_k141_552286.region001.gbk_region_1	snj15_SemiBin_0.fa.gz_k141_552286.region001	region	1	1322	FAM_00281
sample23_SemiBin_33.fa.gz_k141_2485517.region001.gbk_region_1	sample23_SemiBin_33.fa.gz_k141_2485517.region001	region	1	1322	FAM_00282
sample21_SemiBin_67.fa.gz_k141_181040.region001.gbk_region_1	sample21_SemiBin_67.fa.gz_k141_181040.region001	region	1	1322	FAM_00282
sample1_SemiBin_36.fa.gz_k141_930613.region001.gbk_region_1	sample1_SemiBin_36.fa.gz_k141_930613.region001	region	1	1322	FAM_00282
sample12_SemiBin_51.fa.gz_k141_1992107.region001.gbk_region_1	sample12_SemiBin_51.fa.gz_k141_1992107.region001	region	1	1322	FAM_00282
sample7_SemiBin_141.fa.gz_k141_655257.region001.gbk_region_1	sample7_SemiBin_141.fa.gz_k141_655257.region001	region	1	1322	FAM_00282
sample16_SemiBin_78.fa.gz_k141_2869884.region001.gbk_region_1	sample16_SemiBin_78.fa.gz_k141_2869884.region001	region	1	1322	FAM_00282
sample23_SemiBin_19.fa.gz_k141_5075429.region001.gbk_region_1	sample23_SemiBin_19.fa.gz_k141_5075429.region001	region	1	1322	FAM_00282
sample13_SemiBin_14.fa.gz_k141_3043731.region001.gbk_region_1	sample13_SemiBin_14.fa.gz_k141_3043731.region001	region	1	1322	FAM_00282
cpsnj10_SemiBin_98.fa.gz_k141_2332379.region001.gbk_region_1	cpsnj10_SemiBin_98.fa.gz_k141_2332379.region001	region	1	1322	FAM_00282
sample24_SemiBin_41.fa.gz_k141_1495590.region001.gbk_region_1	sample24_SemiBin_41.fa.gz_k141_1495590.region001	region	1	1322	FAM_00282
sample25_SemiBin_26.fa.gz_k141_249451.region001.gbk_region_1	sample25_SemiBin_26.fa.gz_k141_249451.region001	region	1	1322	FAM_00282
sample20_SemiBin_53.fa.gz_k141_2588551.region001.gbk_region_1	sample20_SemiBin_53.fa.gz_k141_2588551.region001	region	1	1322	FAM_00282
sample22_SemiBin_12.fa.gz_k141_5567400.region001.gbk_region_1	sample22_SemiBin_12.fa.gz_k141_5567400.region001	region	1	1322	FAM_00282
sample11_SemiBin_31.fa.gz_k141_1246420.region001.gbk_region_1	sample11_SemiBin_31.fa.gz_k141_1246420.region001	region	1	1322	FAM_00282
sample2_SemiBin_13.fa.gz_k141_2277882.region001.gbk_region_1	sample2_SemiBin_13.fa.gz_k141_2277882.region001	region	1	1322	FAM_00282
sample30_SemiBin_34.fa.gz_k141_325078.region001.gbk_region_1	sample30_SemiBin_34.fa.gz_k141_325078.region001	region	1	1322	FAM_00282
sample10_SemiBin_132.fa.gz_k141_3653589.region001.gbk_region_1	sample10_SemiBin_132.fa.gz_k141_3653589.region001	region	1	1322	FAM_00282
sample15_SemiBin_71.fa.gz_k141_4485027.region001.gbk_region_1	sample15_SemiBin_71.fa.gz_k141_4485027.region001	region	1	1322	FAM_00282
sample27_SemiBin_27.fa.gz_k141_4002713.region001.gbk_region_1	sample27_SemiBin_27.fa.gz_k141_4002713.region001	region	1	1322	FAM_00282
cpsnj04_SemiBin_14.fa.gz_k141_2202090.region001.gbk_region_1	cpsnj04_SemiBin_14.fa.gz_k141_2202090.region001	region	1	1338	FAM_00283
cpsnj08_SemiBin_14.fa.gz_k141_2202090.region001.gbk_region_1	cpsnj08_SemiBin_14.fa.gz_k141_2202090.region001	region	1	1338	FAM_00283
cpsnj20_SemiBin_20.fa.gz_k141_1070099.region001.gbk_region_1	cpsnj20_SemiBin_20.fa.gz_k141_1070099.region001	region	1	1350	FAM_00284
snj03_SemiBin_15.fa.gz_k141_90921.region001.gbk_region_1	snj03_SemiBin_15.fa.gz_k141_90921.region001	region	1	1350	FAM_00284
cpsnj19_SemiBin_60.fa.gz_k141_1905621.region001.gbk_region_1	cpsnj19_SemiBin_60.fa.gz_k141_1905621.region001	region	1	1350	FAM_00284
snj20_SemiBin_84.fa.gz_k141_2734250.region001.gbk_region_1	snj20_SemiBin_84.fa.gz_k141_2734250.region001	region	1	1362	FAM_00285
snj11_SemiBin_63.fa.gz_k141_499763.region001.gbk_region_1	snj11_SemiBin_63.fa.gz_k141_499763.region001	region	1	1362	FAM_00285
sample7_SemiBin_41.fa.gz_k141_1980678.region001.gbk_region_1	sample7_SemiBin_41.fa.gz_k141_1980678.region001	region	1	1370	FAM_00286
sample15_SemiBin_80.fa.gz_k141_1117512.region001.gbk_region_1	sample15_SemiBin_80.fa.gz_k141_1117512.region001	region	1	1370	FAM_00286
sample2_SemiBin_4.fa.gz_k141_121331.region001.gbk_region_1	sample2_SemiBin_4.fa.gz_k141_121331.region001	region	1	1370	FAM_00286
sample10_SemiBin_57.fa.gz_k141_5328276.region001.gbk_region_1	sample10_SemiBin_57.fa.gz_k141_5328276.region001	region	1	1390	FAM_00287
sample26_SemiBin_1.fa.gz_k141_6221720.region001.gbk_region_1	sample26_SemiBin_1.fa.gz_k141_6221720.region001	region	1	1390	FAM_00287
cpsnj04_SemiBin_14.fa.gz_k141_378092.region001.gbk_region_1	cpsnj04_SemiBin_14.fa.gz_k141_378092.region001	region	1	1398	FAM_00288
cpsnj08_SemiBin_14.fa.gz_k141_378092.region001.gbk_region_1	cpsnj08_SemiBin_14.fa.gz_k141_378092.region001	region	1	1398	FAM_00288
cpsnj10_SemiBin_70.fa.gz_k141_4541946.region001.gbk_region_1	cpsnj10_SemiBin_70.fa.gz_k141_4541946.region001	region	1	1434	FAM_00289
cpsnj11_SemiBin_8.fa.gz_k141_3915391.region001.gbk_region_1	cpsnj11_SemiBin_8.fa.gz_k141_3915391.region001	region	1	1434	FAM_00289
sample10_SemiBin_124.fa.gz_k141_4193388.region001.gbk_region_1	sample10_SemiBin_124.fa.gz_k141_4193388.region001	region	1	1470	FAM_00290
sample26_SemiBin_44.fa.gz_k141_4195374.region001.gbk_region_1	sample26_SemiBin_44.fa.gz_k141_4195374.region001	region	1	1470	FAM_00290
sample1_SemiBin_60.fa.gz_k141_1947345.region001.gbk_region_1	sample1_SemiBin_60.fa.gz_k141_1947345.region001	region	1	1470	FAM_00291
sample18_SemiBin_201.fa.gz_k141_3661215.region001.gbk_region_1	sample18_SemiBin_201.fa.gz_k141_3661215.region001	region	1	1470	FAM_00291
sample15_SemiBin_36.fa.gz_k141_4094111.region001.gbk_region_1	sample15_SemiBin_36.fa.gz_k141_4094111.region001	region	1	1470	FAM_00291
sample22_SemiBin_49.fa.gz_k141_1388074.region001.gbk_region_1	sample22_SemiBin_49.fa.gz_k141_1388074.region001	region	1	1470	FAM_00291
sample16_SemiBin_8.fa.gz_k141_2454903.region001.gbk_region_1	sample16_SemiBin_8.fa.gz_k141_2454903.region001	region	1	1470	FAM_00291
sample28_SemiBin_32.fa.gz_k141_3107801.region001.gbk_region_1	sample28_SemiBin_32.fa.gz_k141_3107801.region001	region	1	1470	FAM_00291
snj13_SemiBin_7.fa.gz_k141_1426644.region001.gbk_region_1	snj13_SemiBin_7.fa.gz_k141_1426644.region001	region	1	1486	FAM_00292
cpsnj11_SemiBin_84.fa.gz_k141_3487419.region001.gbk_region_1	cpsnj11_SemiBin_84.fa.gz_k141_3487419.region001	region	1	1486	FAM_00292
snj16_SemiBin_23.fa.gz_k141_2171395.region001.gbk_region_1	snj16_SemiBin_23.fa.gz_k141_2171395.region001	region	1	1506	FAM_00293
snj14_SemiBin_52.fa.gz_k141_1652561.region001.gbk_region_1	snj14_SemiBin_52.fa.gz_k141_1652561.region001	region	1	1506	FAM_00293
