genome,score,completeness,contamination,strain_heterogeneity,size,N50,cluster,taxonomy,tax_confidence,cluster_members,closest_cluster_member,furthest_cluster_member,completeness_metric,contamination_metric
cpsnj04_SemiBin_74.fa,52.28082806998136,NA,NA,NA,NA,NA,1678_4,NA,NA,1,NA,NA,NA,NA
cpsnj09_SemiBin_112.fa,53.1995950995779,NA,NA,NA,NA,NA,1678_5,NA,NA,1,NA,NA,NA,NA
sample26_SemiBin_199.fa,16.934693976290877,NA,NA,NA,NA,NA,1678_6,NA,NA,1,NA,NA,NA,NA
sample16_SemiBin_29.fa,78.27616195376699,NA,NA,NA,NA,NA,1678_7,NA,NA,1,NA,NA,NA,NA
sample7_SemiBin_47.fa,55.896643355767104,NA,NA,NA,NA,NA,1678_8,NA,NA,1,NA,NA,NA,NA
sample6_SemiBin_137.fa,48.58313049009605,NA,NA,NA,NA,NA,1678_9,NA,NA,1,NA,NA,NA,NA
sample20_SemiBin_116.fa,32.26566486835207,NA,NA,NA,NA,NA,1678_10,NA,NA,1,NA,NA,NA,NA
sample9_SemiBin_62.fa,36.1630215624801,NA,NA,NA,NA,NA,1678_11,NA,NA,1,NA,NA,NA,NA
cpsnj03_SemiBin_205.fa,48.57693363734273,NA,NA,NA,NA,NA,1678_12,NA,NA,1,NA,NA,NA,NA
sample25_SemiBin_209.fa,28.179222456808205,NA,NA,NA,NA,NA,1678_13,NA,NA,1,NA,NA,NA,NA
sample27_SemiBin_66.fa,34.07404527948523,NA,NA,NA,NA,NA,1678_14,NA,NA,1,NA,NA,NA,NA
sample17_SemiBin_273.fa,39.54956031984755,NA,NA,NA,NA,NA,1679_0,NA,NA,1,NA,NA,NA,NA
sample19_SemiBin_289.fa,56.00800059054203,NA,NA,NA,NA,NA,1680_0,NA,NA,1,NA,NA,NA,NA
sample22_SemiBin_43.fa,69.39510761930069,NA,NA,NA,NA,NA,1681_1,NA,NA,1,NA,NA,NA,NA
sample7_SemiBin_59.fa,56.30423992147217,NA,NA,NA,NA,NA,1681_2,NA,NA,1,NA,NA,NA,NA
sample18_SemiBin_248.fa,25.026017835704444,NA,NA,NA,NA,NA,1681_3,NA,NA,1,NA,NA,NA,NA
sample23_SemiBin_119.fa,37.155706707435534,NA,NA,NA,NA,NA,1681_4,NA,NA,1,NA,NA,NA,NA
sample2_SemiBin_42.fa,50.20195485845463,NA,NA,NA,NA,NA,1681_5,NA,NA,1,NA,NA,NA,NA
sample3_SemiBin_88.fa,36.75239798314039,NA,NA,NA,NA,NA,1681_6,NA,NA,1,NA,NA,NA,NA
sample15_SemiBin_1856.fa,11.327526956839874,NA,NA,NA,NA,NA,1681_7,NA,NA,1,NA,NA,NA,NA
sample22_SemiBin_105.fa,38.67239485083164,NA,NA,NA,NA,NA,1682_0,NA,NA,1,NA,NA,NA,NA
sample18_SemiBin_37.fa,90.93507305514122,NA,NA,NA,NA,NA,1683_0,NA,NA,1,NA,NA,NA,NA
cpsnj10_SemiBin_44.fa,83.78282950169523,NA,NA,NA,NA,NA,1684_0,NA,NA,1,NA,NA,NA,NA
cpsnj09_SemiBin_140.fa,33.66152522342509,NA,NA,NA,NA,NA,1685_1,NA,NA,1,NA,NA,NA,NA
snj11_SemiBin_127.fa,52.38722058678727,NA,NA,NA,NA,NA,1685_2,NA,NA,1,NA,NA,NA,NA
sample22_SemiBin_84.fa,76.23450366580454,NA,NA,NA,NA,NA,1685_3,NA,NA,1,NA,NA,NA,NA
sample6_SemiBin_56.fa,57.37192458074147,NA,NA,NA,NA,NA,1685_4,NA,NA,1,NA,NA,NA,NA
sample15_SemiBin_145.fa,53.41864578952254,NA,NA,NA,NA,NA,1685_5,NA,NA,1,NA,NA,NA,NA
sample28_SemiBin_49.fa,31.840006755704987,NA,NA,NA,NA,NA,1685_6,NA,NA,1,NA,NA,NA,NA
snj04_SemiBin_187.fa,49.1908300853322,NA,NA,NA,NA,NA,1685_7,NA,NA,1,NA,NA,NA,NA
cpsnj02_SemiBin_213.fa,39.24379720200657,NA,NA,NA,NA,NA,1686_0,NA,NA,1,NA,NA,NA,NA
sample20_SemiBin_120.fa,44.29308010974386,NA,NA,NA,NA,NA,1687_0,NA,NA,1,NA,NA,NA,NA
sample1_SemiBin_116.fa,52.09818209814705,NA,NA,NA,NA,NA,1688_1,NA,NA,1,NA,NA,NA,NA
sample5_SemiBin_150.fa,56.25419779181219,NA,NA,NA,NA,NA,1688_2,NA,NA,1,NA,NA,NA,NA
sample18_SemiBin_129.fa,61.23033283878119,NA,NA,NA,NA,NA,1689_0,NA,NA,1,NA,NA,NA,NA
sample18_SemiBin_213.fa,61.60008467091421,NA,NA,NA,NA,NA,1690_0,NA,NA,1,NA,NA,NA,NA
cpsnj13_SemiBin_53.fa,60.35753327924638,NA,NA,NA,NA,NA,1691_0,NA,NA,1,NA,NA,NA,NA
snj13_SemiBin_62.fa,54.94250792206608,NA,NA,NA,NA,NA,1692_0,NA,NA,1,NA,NA,NA,NA
sample1_SemiBin_113.fa,53.05673402851988,NA,NA,NA,NA,NA,1693_1,NA,NA,1,NA,NA,NA,NA
sample21_SemiBin_69.fa,42.22426769049389,NA,NA,NA,NA,NA,1693_2,NA,NA,1,NA,NA,NA,NA
cpsnj14_SemiBin_60.fa,52.02099185619999,NA,NA,NA,NA,NA,1694_0,NA,NA,1,NA,NA,NA,NA
sample27_SemiBin_86.fa,43.878836761640684,NA,NA,NA,NA,NA,1695_0,NA,NA,1,NA,NA,NA,NA
sample29_SemiBin_139.fa,59.706067156734,NA,NA,NA,NA,NA,1696_0,NA,NA,1,NA,NA,NA,NA
sample4_SemiBin_94.fa,53.2444258728036,NA,NA,NA,NA,NA,1697_0,NA,NA,1,NA,NA,NA,NA
sample10_SemiBin_57.fa,79.63138311552522,NA,NA,NA,NA,NA,1698_1,NA,NA,1,NA,NA,NA,NA
sample13_SemiBin_107.fa,51.42051009723486,NA,NA,NA,NA,NA,1698_2,NA,NA,1,NA,NA,NA,NA
sample4_SemiBin_81.fa,47.31304203169288,NA,NA,NA,NA,NA,1699_0,NA,NA,1,NA,NA,NA,NA
sample18_SemiBin_107.fa,73.13095268887359,NA,NA,NA,NA,NA,1700_1,NA,NA,1,NA,NA,NA,NA
sample25_SemiBin_53.fa,53.32782523574538,NA,NA,NA,NA,NA,1700_2,NA,NA,1,NA,NA,NA,NA
sample29_SemiBin_102.fa,71.90836480473396,NA,NA,NA,NA,NA,1701_0,NA,NA,1,NA,NA,NA,NA
sample18_SemiBin_170.fa,29.14409212486413,NA,NA,NA,NA,NA,1702_1,NA,NA,1,NA,NA,NA,NA
sample1_SemiBin_95.fa,67.3173326812178,NA,NA,NA,NA,NA,1702_2,NA,NA,1,NA,NA,NA,NA
cpsnj04_SemiBin_88.fa,39.45473310580167,NA,NA,NA,NA,NA,1703_1,NA,NA,1,NA,NA,NA,NA
snj04_SemiBin_63.fa,44.06873668032489,NA,NA,NA,NA,NA,1703_2,NA,NA,1,NA,NA,NA,NA
snj08_SemiBin_62.fa,75.12433621204566,NA,NA,NA,NA,NA,1703_3,NA,NA,1,NA,NA,NA,NA
snj16_SemiBin_58.fa,34.33070112421899,NA,NA,NA,NA,NA,1703_4,NA,NA,1,NA,NA,NA,NA
cpsnj11_SemiBin_174.fa,50.69191015380411,NA,NA,NA,NA,NA,1703_5,NA,NA,1,NA,NA,NA,NA
snj11_SemiBin_76.fa,69.85562058747868,NA,NA,NA,NA,NA,1703_6,NA,NA,1,NA,NA,NA,NA
snj14_SemiBin_62.fa,43.55482293698898,NA,NA,NA,NA,NA,1703_7,NA,NA,1,NA,NA,NA,NA
snj15_SemiBin_40.fa,41.634421997220464,NA,NA,NA,NA,NA,1703_8,NA,NA,1,NA,NA,NA,NA
cpsnj14_SemiBin_110.fa,44.40912762642905,NA,NA,NA,NA,NA,1703_9,NA,NA,1,NA,NA,NA,NA
sample20_SemiBin_167.fa,43.0731746947914,NA,NA,NA,NA,NA,1703_10,NA,NA,1,NA,NA,NA,NA
cpsnj08_SemiBin_93.fa,44.4351713802462,NA,NA,NA,NA,NA,1703_11,NA,NA,1,NA,NA,NA,NA
cpsnj19_SemiBin_113.fa,29.365406518337213,NA,NA,NA,NA,NA,1703_12,NA,NA,1,NA,NA,NA,NA
snj20_SemiBin_122.fa,42.37025776055612,NA,NA,NA,NA,NA,1703_13,NA,NA,1,NA,NA,NA,NA
sample26_SemiBin_60.fa,37.090455363117925,NA,NA,NA,NA,NA,1704_1,NA,NA,1,NA,NA,NA,NA
sample4_SemiBin_75.fa,57.63728285230223,NA,NA,NA,NA,NA,1704_2,NA,NA,1,NA,NA,NA,NA
sample7_SemiBin_94.fa,51.544304971351856,NA,NA,NA,NA,NA,1705_0,NA,NA,1,NA,NA,NA,NA
cpsnj14_SemiBin_118.fa,57.68289694558801,NA,NA,NA,NA,NA,1706_0,NA,NA,1,NA,NA,NA,NA
cpsnj09_SemiBin_131.fa,66.80509697918248,NA,NA,NA,NA,NA,1707_0,NA,NA,1,NA,NA,NA,NA
sample1_SemiBin_78.fa,55.05623142213917,NA,NA,NA,NA,NA,1708_0,NA,NA,1,NA,NA,NA,NA
sample17_SemiBin_87.fa,64.83594654329735,NA,NA,NA,NA,NA,1709_1,NA,NA,1,NA,NA,NA,NA
sample18_SemiBin_1.fa,98.0372161818204,NA,NA,NA,NA,NA,1709_2,NA,NA,1,NA,NA,NA,NA
sample16_SemiBin_4.fa,101.65285426102218,NA,NA,NA,NA,NA,1709_3,NA,NA,2,99.09,99.09,NA,NA
sample15_SemiBin_198.fa,39.09906763255659,NA,NA,NA,NA,NA,1709_4,NA,NA,1,NA,NA,NA,NA
sample3_SemiBin_105.fa,60.04190606443643,NA,NA,NA,NA,NA,1709_5,NA,NA,1,NA,NA,NA,NA
sample4_SemiBin_18.fa,83.09902291300413,NA,NA,NA,NA,NA,1709_6,NA,NA,1,NA,NA,NA,NA
sample26_SemiBin_130.fa,58.99031681777704,NA,NA,NA,NA,NA,1709_7,NA,NA,1,NA,NA,NA,NA
cpsnj09_SemiBin_114.fa,44.43525963575024,NA,NA,NA,NA,NA,1710_0,NA,NA,1,NA,NA,NA,NA
sample18_SemiBin_109.fa,75.0563400359815,NA,NA,NA,NA,NA,1711_0,NA,NA,1,NA,NA,NA,NA
sample18_SemiBin_74.fa,76.83447376659738,NA,NA,NA,NA,NA,1712_1,NA,NA,1,NA,NA,NA,NA
sample25_SemiBin_97.fa,50.18485013693634,NA,NA,NA,NA,NA,1712_2,NA,NA,1,NA,NA,NA,NA
sample15_SemiBin_288.fa,53.88941510397899,NA,NA,NA,NA,NA,1713_0,NA,NA,1,NA,NA,NA,NA
sample16_SemiBin_148.fa,33.82985104349191,NA,NA,NA,NA,NA,1714_1,NA,NA,1,NA,NA,NA,NA
sample7_SemiBin_238.fa,29.609698393243008,NA,NA,NA,NA,NA,1714_2,NA,NA,1,NA,NA,NA,NA
sample18_SemiBin_69.fa,69.79918290480495,NA,NA,NA,NA,NA,1714_3,NA,NA,1,NA,NA,NA,NA
cpsnj09_SemiBin_127.fa,21.59012595597425,NA,NA,NA,NA,NA,1715_0,NA,NA,1,NA,NA,NA,NA
cpsnj04_SemiBin_82.fa,60.25546783610035,NA,NA,NA,NA,NA,1716_1,NA,NA,1,NA,NA,NA,NA
snj04_SemiBin_59.fa,41.67862404423017,NA,NA,NA,NA,NA,1716_2,NA,NA,1,NA,NA,NA,NA
sample7_SemiBin_115.fa,59.29594532165983,NA,NA,NA,NA,NA,1717_0,NA,NA,1,NA,NA,NA,NA
cpsnj16_SemiBin_130.fa,49.55692704991592,NA,NA,NA,NA,NA,1718_1,NA,NA,1,NA,NA,NA,NA
sample15_SemiBin_101.fa,39.96458788924117,NA,NA,NA,NA,NA,1718_2,NA,NA,1,NA,NA,NA,NA
sample18_SemiBin_94.fa,73.86063626617442,NA,NA,NA,NA,NA,1719_0,NA,NA,1,NA,NA,NA,NA
sample18_SemiBin_6.fa,100.7549413183215,NA,NA,NA,NA,NA,1720_1,NA,NA,2,99.44,99.44,NA,NA
sample17_SemiBin_85.fa,55.93148372511094,NA,NA,NA,NA,NA,1720_2,NA,NA,1,NA,NA,NA,NA
sample3_SemiBin_12.fa,82.01091195636994,NA,NA,NA,NA,NA,1721_1,NA,NA,1,NA,NA,NA,NA
sample4_SemiBin_7.fa,94.32019305902853,NA,NA,NA,NA,NA,1721_2,NA,NA,1,NA,NA,NA,NA
sample1_SemiBin_35.fa,79.94030235389066,NA,NA,NA,NA,NA,1721_3,NA,NA,1,NA,NA,NA,NA
sample7_SemiBin_35.fa,80.24897782149598,NA,NA,NA,NA,NA,1721_4,NA,NA,1,NA,NA,NA,NA
sample17_SemiBin_152.fa,26.065664266852785,NA,NA,NA,NA,NA,1721_5,NA,NA,1,NA,NA,NA,NA
sample19_SemiBin_112.fa,67.44510303407729,NA,NA,NA,NA,NA,1722_0,NA,NA,1,NA,NA,NA,NA
sample19_SemiBin_24.fa,89.34438217059262,NA,NA,NA,NA,NA,1723_0,NA,NA,1,NA,NA,NA,NA
sample17_SemiBin_67.fa,69.70344849140508,NA,NA,NA,NA,NA,1724_0,NA,NA,1,NA,NA,NA,NA
sample1_SemiBin_184.fa,56.14775136705867,NA,NA,NA,NA,NA,1725_1,NA,NA,1,NA,NA,NA,NA
sample27_SemiBin_187.fa,42.98708217638957,NA,NA,NA,NA,NA,1725_2,NA,NA,1,NA,NA,NA,NA
sample14_SemiBin_121.fa,47.28037417466441,NA,NA,NA,NA,NA,1726_1,NA,NA,1,NA,NA,NA,NA
sample6_SemiBin_100.fa,60.25831475757901,NA,NA,NA,NA,NA,1726_2,NA,NA,1,NA,NA,NA,NA
sample2_SemiBin_57.fa,35.228054833530294,NA,NA,NA,NA,NA,1726_3,NA,NA,1,NA,NA,NA,NA
sample7_SemiBin_213.fa,32.92903598548815,NA,NA,NA,NA,NA,1726_4,NA,NA,1,NA,NA,NA,NA
sample18_SemiBin_413.fa,28.91507879545788,NA,NA,NA,NA,NA,1726_5,NA,NA,1,NA,NA,NA,NA
cpsnj09_SemiBin_19.fa,70.09839911668264,NA,NA,NA,NA,NA,1726_6,NA,NA,1,NA,NA,NA,NA
cpsnj14_SemiBin_22.fa,84.59917185397025,NA,NA,NA,NA,NA,1727_1,NA,NA,1,NA,NA,NA,NA
snj14_SemiBin_64.fa,51.26522184729438,NA,NA,NA,NA,NA,1727_2,NA,NA,1,NA,NA,NA,NA
cpsnj16_SemiBin_71.fa,69.0315618239319,NA,NA,NA,NA,NA,1727_3,NA,NA,1,NA,NA,NA,NA
sample18_SemiBin_87.fa,85.18699837660887,NA,NA,NA,NA,NA,1727_4,NA,NA,1,NA,NA,NA,NA
snj15_SemiBin_165.fa,24.7425453476185,NA,NA,NA,NA,NA,1727_5,NA,NA,1,NA,NA,NA,NA
sample12_SemiBin_72.fa,38.01197593146436,NA,NA,NA,NA,NA,1728_0,NA,NA,1,NA,NA,NA,NA
sample23_SemiBin_40.fa,60.83264630968565,NA,NA,NA,NA,NA,1729_1,NA,NA,1,NA,NA,NA,NA
sample7_SemiBin_54.fa,49.91037202229932,NA,NA,NA,NA,NA,1729_2,NA,NA,1,NA,NA,NA,NA
sample22_SemiBin_100.fa,54.47188335461317,NA,NA,NA,NA,NA,1729_3,NA,NA,1,NA,NA,NA,NA
sample2_SemiBin_39.fa,69.65946410842703,NA,NA,NA,NA,NA,1729_4,NA,NA,1,NA,NA,NA,NA
sample15_SemiBin_120.fa,54.32458367514924,NA,NA,NA,NA,NA,1729_5,NA,NA,1,NA,NA,NA,NA
sample16_SemiBin_118.fa,23.53212919598211,NA,NA,NA,NA,NA,1729_6,NA,NA,1,NA,NA,NA,NA
sample14_SemiBin_33.fa,60.40447404790028,NA,NA,NA,NA,NA,1729_7,NA,NA,1,NA,NA,NA,NA
sample18_SemiBin_311.fa,84.91785481408488,NA,NA,NA,NA,NA,1729_8,NA,NA,1,NA,NA,NA,NA
sample25_SemiBin_190.fa,44.16978491774816,NA,NA,NA,NA,NA,1729_9,NA,NA,1,NA,NA,NA,NA
sample1_SemiBin_94.fa,69.46591900603012,NA,NA,NA,NA,NA,1729_10,NA,NA,1,NA,NA,NA,NA
sample6_SemiBin_179.fa,23.21828560960808,NA,NA,NA,NA,NA,1729_11,NA,NA,1,NA,NA,NA,NA
sample19_SemiBin_303.fa,49.785500742470205,NA,NA,NA,NA,NA,1730_0,NA,NA,1,NA,NA,NA,NA
sample13_SemiBin_153.fa,19.22805187918298,NA,NA,NA,NA,NA,1731_0,NA,NA,1,NA,NA,NA,NA
sample11_SemiBin_67.fa,70.49978792678054,NA,NA,NA,NA,NA,1732_1,NA,NA,1,NA,NA,NA,NA
sample12_SemiBin_83.fa,35.29669208407756,NA,NA,NA,NA,NA,1732_2,NA,NA,1,NA,NA,NA,NA
sample13_SemiBin_76.fa,57.611668566933886,NA,NA,NA,NA,NA,1732_3,NA,NA,1,NA,NA,NA,NA
sample16_SemiBin_274.fa,60.74513149440602,NA,NA,NA,NA,NA,1733_0,NA,NA,1,NA,NA,NA,NA
sample25_SemiBin_264.fa,58.52673877368128,NA,NA,NA,NA,NA,1734_1,NA,NA,1,NA,NA,NA,NA
sample4_SemiBin_83.fa,50.35574081519353,NA,NA,NA,NA,NA,1734_2,NA,NA,1,NA,NA,NA,NA
sample17_SemiBin_459.fa,33.68965946045571,NA,NA,NA,NA,NA,1734_3,NA,NA,1,NA,NA,NA,NA
sample16_SemiBin_164.fa,39.74028979606436,NA,NA,NA,NA,NA,1735_1,NA,NA,1,NA,NA,NA,NA
sample18_SemiBin_270.fa,54.94676059087334,NA,NA,NA,NA,NA,1735_2,NA,NA,1,NA,NA,NA,NA
sample4_SemiBin_232.fa,50.839774379484425,NA,NA,NA,NA,NA,1735_3,NA,NA,1,NA,NA,NA,NA
sample25_SemiBin_708.fa,18.91868972829336,NA,NA,NA,NA,NA,1735_4,NA,NA,1,NA,NA,NA,NA
sample25_SemiBin_61.fa,55.21921219020886,NA,NA,NA,NA,NA,1736_1,NA,NA,1,NA,NA,NA,NA
sample30_SemiBin_17.fa,58.86582472356076,NA,NA,NA,NA,NA,1736_2,NA,NA,1,NA,NA,NA,NA
sample3_SemiBin_22.fa,88.27826067721332,NA,NA,NA,NA,NA,1736_3,NA,NA,3,99.23,99.00,NA,NA
sample17_SemiBin_78.fa,76.77911954178543,NA,NA,NA,NA,NA,1736_4,NA,NA,1,NA,NA,NA,NA
sample16_SemiBin_103.fa,47.53550056909377,NA,NA,NA,NA,NA,1736_5,NA,NA,1,NA,NA,NA,NA
sample7_SemiBin_40.fa,88.32086064217972,NA,NA,NA,NA,NA,1736_6,NA,NA,1,NA,NA,NA,NA
cpsnj14_SemiBin_23.fa,88.29194724070213,NA,NA,NA,NA,NA,1736_7,NA,NA,1,NA,NA,NA,NA
snj13_SemiBin_22.fa,72.26317480880579,NA,NA,NA,NA,NA,1736_8,NA,NA,1,NA,NA,NA,NA
cpsnj04_SemiBin_9.fa,93.00909764938972,NA,NA,NA,NA,NA,1736_9,NA,NA,1,NA,NA,NA,NA
snj15_SemiBin_21.fa,68.90287793791104,NA,NA,NA,NA,NA,1736_10,NA,NA,1,NA,NA,NA,NA
snj04_SemiBin_12.fa,81.96197996968831,NA,NA,NA,NA,NA,1736_11,NA,NA,1,NA,NA,NA,NA
sample26_SemiBin_65.fa,69.98960692375701,NA,NA,NA,NA,NA,1736_12,NA,NA,1,NA,NA,NA,NA
sample22_SemiBin_152.fa,83.84634303352388,NA,NA,NA,NA,NA,1736_13,NA,NA,1,NA,NA,NA,NA
cpsnj16_SemiBin_162.fa,54.41730546009524,NA,NA,NA,NA,NA,1736_14,NA,NA,1,NA,NA,NA,NA
sample20_SemiBin_79.fa,50.19258762758652,NA,NA,NA,NA,NA,1736_15,NA,NA,1,NA,NA,NA,NA
cpsnj09_SemiBin_68.fa,84.41362101070503,NA,NA,NA,NA,NA,1736_16,NA,NA,1,NA,NA,NA,NA
sample12_SemiBin_504.fa,21.280053590005704,NA,NA,NA,NA,NA,1736_17,NA,NA,1,NA,NA,NA,NA
cpsnj13_SemiBin_49.fa,76.64020504176932,NA,NA,NA,NA,NA,1737_0,NA,NA,1,NA,NA,NA,NA
sample12_SemiBin_1168.fa,11.411996142351684,NA,NA,NA,NA,NA,1738_0,NA,NA,1,NA,NA,NA,NA
sample1_SemiBin_64.fa,81.03602768286477,NA,NA,NA,NA,NA,1739_0,NA,NA,1,NA,NA,NA,NA
cpsnj13_SemiBin_82.fa,29.0285573029884,NA,NA,NA,NA,NA,1740_1,NA,NA,1,NA,NA,NA,NA
snj09_SemiBin_248.fa,50.04071969395277,NA,NA,NA,NA,NA,1740_2,NA,NA,1,NA,NA,NA,NA
sample11_SemiBin_911.fa,3.5077208730804523,NA,NA,NA,NA,NA,1741_1,NA,NA,1,NA,NA,NA,NA
sample17_SemiBin_590.fa,16.240200980194434,NA,NA,NA,NA,NA,1741_2,NA,NA,1,NA,NA,NA,NA
cpsnj14_SemiBin_189.fa,57.58489625302373,NA,NA,NA,NA,NA,1741_3,NA,NA,1,NA,NA,NA,NA
sample26_SemiBin_143.fa,40.67337283071503,NA,NA,NA,NA,NA,1742_0,NA,NA,1,NA,NA,NA,NA
sample8_SemiBin_1849.fa,18.60432278126453,NA,NA,NA,NA,NA,1743_0,NA,NA,1,NA,NA,NA,NA
sample10_SemiBin_136.fa,39.61416159051222,NA,NA,NA,NA,NA,1744_1,NA,NA,1,NA,NA,NA,NA
sample22_SemiBin_142.fa,80.68329802747424,NA,NA,NA,NA,NA,1744_2,NA,NA,1,NA,NA,NA,NA
sample21_SemiBin_87.fa,55.45267675970699,NA,NA,NA,NA,NA,1744_3,NA,NA,1,NA,NA,NA,NA
sample20_SemiBin_108.fa,35.678055925952386,NA,NA,NA,NA,NA,1744_4,NA,NA,1,NA,NA,NA,NA
sample16_SemiBin_111.fa,57.68028846337742,NA,NA,NA,NA,NA,1744_5,NA,NA,1,NA,NA,NA,NA
sample15_SemiBin_175.fa,53.17725128639982,NA,NA,NA,NA,NA,1744_6,NA,NA,1,NA,NA,NA,NA
sample16_SemiBin_1786.fa,14.020671406799169,NA,NA,NA,NA,NA,1745_0,NA,NA,1,NA,NA,NA,NA
sample17_SemiBin_80.fa,66.41742240872983,NA,NA,NA,NA,NA,1746_0,NA,NA,1,NA,NA,NA,NA
sample14_SemiBin_26.fa,43.47405323057035,NA,NA,NA,NA,NA,1747_0,NA,NA,1,NA,NA,NA,NA
cpsnj11_SemiBin_82.fa,77.12782906277387,NA,NA,NA,NA,NA,1748_1,NA,NA,1,NA,NA,NA,NA
snj14_SemiBin_52.fa,77.51759580257504,NA,NA,NA,NA,NA,1748_2,NA,NA,1,NA,NA,NA,NA
cpsnj16_SemiBin_98.fa,56.26363450028536,NA,NA,NA,NA,NA,1748_3,NA,NA,1,NA,NA,NA,NA
cpsnj14_SemiBin_132.fa,36.623051799167605,NA,NA,NA,NA,NA,1748_4,NA,NA,1,NA,NA,NA,NA
sample14_SemiBin_60.fa,43.50081110690603,NA,NA,NA,NA,NA,1748_5,NA,NA,1,NA,NA,NA,NA
sample1_SemiBin_191.fa,34.706074804154866,NA,NA,NA,NA,NA,1749_0,NA,NA,1,NA,NA,NA,NA
sample14_SemiBin_91.fa,30.61125445656385,NA,NA,NA,NA,NA,1750_1,NA,NA,1,NA,NA,NA,NA
sample7_SemiBin_338.fa,51.47239910731625,NA,NA,NA,NA,NA,1750_2,NA,NA,1,NA,NA,NA,NA
sample9_SemiBin_68.fa,57.71648572735607,NA,NA,NA,NA,NA,1751_0,NA,NA,1,NA,NA,NA,NA
sample28_SemiBin_47.fa,55.50518246463463,NA,NA,NA,NA,NA,1752_0,NA,NA,1,NA,NA,NA,NA
sample25_SemiBin_171.fa,55.756911008913214,NA,NA,NA,NA,NA,1753_1,NA,NA,1,NA,NA,NA,NA
sample26_SemiBin_129.fa,55.88043108066516,NA,NA,NA,NA,NA,1753_2,NA,NA,1,NA,NA,NA,NA
sample22_SemiBin_151.fa,38.27766587377351,NA,NA,NA,NA,NA,1753_3,NA,NA,1,NA,NA,NA,NA
sample6_SemiBin_52.fa,55.15947228023227,NA,NA,NA,NA,NA,1753_4,NA,NA,1,NA,NA,NA,NA
cpsnj10_SemiBin_52.fa,73.23437743560297,NA,NA,NA,NA,NA,1754_1,NA,NA,1,NA,NA,NA,NA
cpsnj16_SemiBin_178.fa,42.46635070064941,NA,NA,NA,NA,NA,1754_2,NA,NA,1,NA,NA,NA,NA
cpsnj19_SemiBin_38.fa,72.95136136266639,NA,NA,NA,NA,NA,1755_1,NA,NA,1,NA,NA,NA,NA
snj03_SemiBin_58.fa,58.52659060567615,NA,NA,NA,NA,NA,1755_2,NA,NA,1,NA,NA,NA,NA
cpsnj03_SemiBin_144.fa,52.11202351580169,NA,NA,NA,NA,NA,1755_3,NA,NA,1,NA,NA,NA,NA
snj14_SemiBin_107.fa,33.50042263921602,NA,NA,NA,NA,NA,1755_4,NA,NA,1,NA,NA,NA,NA
sample27_SemiBin_130.fa,58.09809367419467,NA,NA,NA,NA,NA,1756_0,NA,NA,1,NA,NA,NA,NA
sample18_SemiBin_50.fa,94.47927024478795,NA,NA,NA,NA,NA,1757_1,NA,NA,2,99.14,99.14,NA,NA
sample3_SemiBin_115.fa,57.48624570034428,NA,NA,NA,NA,NA,1758_1,NA,NA,1,NA,NA,NA,NA
sample8_SemiBin_9.fa,95.73523155339468,NA,NA,NA,NA,NA,1758_2,NA,NA,1,NA,NA,NA,NA
sample4_SemiBin_137.fa,69.88977066040901,NA,NA,NA,NA,NA,1758_3,NA,NA,1,NA,NA,NA,NA
sample10_SemiBin_135.fa,63.7585846170057,NA,NA,NA,NA,NA,1758_4,NA,NA,1,NA,NA,NA,NA
cpsnj19_SemiBin_167.fa,60.44609799766232,NA,NA,NA,NA,NA,1759_1,NA,NA,1,NA,NA,NA,NA
sample1_SemiBin_161.fa,61.70035415998835,NA,NA,NA,NA,NA,1759_2,NA,NA,1,NA,NA,NA,NA
cpsnj16_SemiBin_49.fa,77.6781949054937,NA,NA,NA,NA,NA,1760_1,NA,NA,2,99.11,99.11,NA,NA
cpsnj09_SemiBin_141.fa,51.68329580604104,NA,NA,NA,NA,NA,1761_1,NA,NA,1,NA,NA,NA,NA
cpsnj16_SemiBin_140.fa,65.6329670641558,NA,NA,NA,NA,NA,1761_2,NA,NA,1,NA,NA,NA,NA
cpsnj11_SemiBin_123.fa,14.986835040097588,NA,NA,NA,NA,NA,1761_3,NA,NA,1,NA,NA,NA,NA
sample28_SemiBin_2.fa,66.99799023101981,NA,NA,NA,NA,NA,1762_0,NA,NA,1,NA,NA,NA,NA
cpsnj02_SemiBin_34.fa,73.07207997896079,NA,NA,NA,NA,NA,1763_1,NA,NA,1,NA,NA,NA,NA
snj02_SemiBin_7.fa,88.5228861382179,NA,NA,NA,NA,NA,1763_2,NA,NA,1,NA,NA,NA,NA
cpsnj11_SemiBin_143.fa,96.53538028215289,NA,NA,NA,NA,NA,1764_1,NA,NA,1,NA,NA,NA,NA
cpsnj16_SemiBin_74.fa,76.22834595107395,NA,NA,NA,NA,NA,1764_2,NA,NA,1,NA,NA,NA,NA
snj11_SemiBin_91.fa,66.10536960902401,NA,NA,NA,NA,NA,1764_3,NA,NA,1,NA,NA,NA,NA
cpsnj14_SemiBin_47.fa,57.0147548058989,NA,NA,NA,NA,NA,1764_4,NA,NA,1,NA,NA,NA,NA
sample28_SemiBin_66.fa,41.21448671723127,NA,NA,NA,NA,NA,1765_0,NA,NA,1,NA,NA,NA,NA
sample20_SemiBin_36.fa,66.65917600490117,NA,NA,NA,NA,NA,1766_1,NA,NA,1,NA,NA,NA,NA
