genome,secondary_cluster,threshold,cluster_method,comparison_algorithm,primary_cluster
cpsnj13_SemiBin_92.fa,1678_1,0.050000000000000044,average,fastANI,1678
cpsnj16_SemiBin_85.fa,1678_1,0.050000000000000044,average,fastANI,1678
sample26_SemiBin_199.fa,1678_2,0.050000000000000044,average,fastANI,1678
sample16_SemiBin_29.fa,1678_3,0.050000000000000044,average,fastANI,1678
sample20_SemiBin_116.fa,1678_3,0.050000000000000044,average,fastANI,1678
sample6_SemiBin_137.fa,1678_3,0.050000000000000044,average,fastANI,1678
sample7_SemiBin_47.fa,1678_3,0.050000000000000044,average,fastANI,1678
sample9_SemiBin_62.fa,1678_4,0.050000000000000044,average,fastANI,1678
cpsnj03_SemiBin_205.fa,1678_5,0.050000000000000044,average,fastANI,1678
sample25_SemiBin_209.fa,1678_6,0.050000000000000044,average,fastANI,1678
sample27_SemiBin_66.fa,1678_7,0.050000000000000044,average,fastANI,1678
sample17_SemiBin_273.fa,1679_0,0.050000000000000044,average,fastANI,1679
sample19_SemiBin_289.fa,1680_0,0.050000000000000044,average,fastANI,1680
sample18_SemiBin_248.fa,1681_1,0.050000000000000044,average,fastANI,1681
sample22_SemiBin_43.fa,1681_1,0.050000000000000044,average,fastANI,1681
sample23_SemiBin_119.fa,1681_1,0.050000000000000044,average,fastANI,1681
sample2_SemiBin_42.fa,1681_1,0.050000000000000044,average,fastANI,1681
sample7_SemiBin_59.fa,1681_1,0.050000000000000044,average,fastANI,1681
sample3_SemiBin_88.fa,1681_2,0.050000000000000044,average,fastANI,1681
sample15_SemiBin_1856.fa,1681_3,0.050000000000000044,average,fastANI,1681
sample22_SemiBin_105.fa,1682_0,0.050000000000000044,average,fastANI,1682
sample18_SemiBin_37.fa,1683_0,0.050000000000000044,average,fastANI,1683
cpsnj10_SemiBin_44.fa,1684_0,0.050000000000000044,average,fastANI,1684
cpsnj09_SemiBin_140.fa,1685_1,0.050000000000000044,average,fastANI,1685
sample15_SemiBin_145.fa,1685_1,0.050000000000000044,average,fastANI,1685
sample22_SemiBin_84.fa,1685_1,0.050000000000000044,average,fastANI,1685
sample6_SemiBin_56.fa,1685_1,0.050000000000000044,average,fastANI,1685
snj11_SemiBin_127.fa,1685_1,0.050000000000000044,average,fastANI,1685
sample28_SemiBin_49.fa,1685_2,0.050000000000000044,average,fastANI,1685
snj04_SemiBin_187.fa,1685_3,0.050000000000000044,average,fastANI,1685
cpsnj02_SemiBin_213.fa,1686_0,0.050000000000000044,average,fastANI,1686
sample20_SemiBin_120.fa,1687_0,0.050000000000000044,average,fastANI,1687
sample1_SemiBin_116.fa,1688_1,0.050000000000000044,average,fastANI,1688
sample5_SemiBin_150.fa,1688_1,0.050000000000000044,average,fastANI,1688
sample18_SemiBin_129.fa,1689_0,0.050000000000000044,average,fastANI,1689
sample18_SemiBin_213.fa,1690_0,0.050000000000000044,average,fastANI,1690
cpsnj13_SemiBin_53.fa,1691_0,0.050000000000000044,average,fastANI,1691
snj13_SemiBin_62.fa,1692_0,0.050000000000000044,average,fastANI,1692
sample1_SemiBin_113.fa,1693_1,0.050000000000000044,average,fastANI,1693
sample21_SemiBin_69.fa,1693_1,0.050000000000000044,average,fastANI,1693
cpsnj14_SemiBin_60.fa,1694_0,0.050000000000000044,average,fastANI,1694
sample27_SemiBin_86.fa,1695_0,0.050000000000000044,average,fastANI,1695
sample29_SemiBin_139.fa,1696_0,0.050000000000000044,average,fastANI,1696
sample4_SemiBin_94.fa,1697_0,0.050000000000000044,average,fastANI,1697
sample10_SemiBin_57.fa,1698_1,0.050000000000000044,average,fastANI,1698
sample13_SemiBin_107.fa,1698_2,0.050000000000000044,average,fastANI,1698
sample4_SemiBin_81.fa,1699_0,0.050000000000000044,average,fastANI,1699
sample18_SemiBin_107.fa,1700_1,0.050000000000000044,average,fastANI,1700
sample25_SemiBin_53.fa,1700_1,0.050000000000000044,average,fastANI,1700
sample29_SemiBin_102.fa,1701_0,0.050000000000000044,average,fastANI,1701
sample18_SemiBin_170.fa,1702_1,0.050000000000000044,average,fastANI,1702
sample1_SemiBin_95.fa,1702_2,0.050000000000000044,average,fastANI,1702
cpsnj04_SemiBin_88.fa,1703_1,0.050000000000000044,average,fastANI,1703
snj04_SemiBin_63.fa,1703_2,0.050000000000000044,average,fastANI,1703
snj08_SemiBin_62.fa,1703_3,0.050000000000000044,average,fastANI,1703
snj16_SemiBin_58.fa,1703_4,0.050000000000000044,average,fastANI,1703
cpsnj11_SemiBin_174.fa,1703_5,0.050000000000000044,average,fastANI,1703
cpsnj14_SemiBin_110.fa,1703_5,0.050000000000000044,average,fastANI,1703
snj11_SemiBin_76.fa,1703_5,0.050000000000000044,average,fastANI,1703
snj14_SemiBin_62.fa,1703_5,0.050000000000000044,average,fastANI,1703
snj15_SemiBin_40.fa,1703_5,0.050000000000000044,average,fastANI,1703
sample20_SemiBin_167.fa,1703_6,0.050000000000000044,average,fastANI,1703
cpsnj08_SemiBin_93.fa,1703_7,0.050000000000000044,average,fastANI,1703
cpsnj19_SemiBin_113.fa,1703_8,0.050000000000000044,average,fastANI,1703
snj20_SemiBin_122.fa,1703_9,0.050000000000000044,average,fastANI,1703
sample26_SemiBin_60.fa,1704_1,0.050000000000000044,average,fastANI,1704
sample4_SemiBin_75.fa,1704_1,0.050000000000000044,average,fastANI,1704
sample7_SemiBin_94.fa,1705_0,0.050000000000000044,average,fastANI,1705
cpsnj14_SemiBin_118.fa,1706_0,0.050000000000000044,average,fastANI,1706
cpsnj09_SemiBin_131.fa,1707_0,0.050000000000000044,average,fastANI,1707
sample1_SemiBin_78.fa,1708_0,0.050000000000000044,average,fastANI,1708
sample15_SemiBin_198.fa,1709_1,0.050000000000000044,average,fastANI,1709
sample16_SemiBin_4.fa,1709_1,0.050000000000000044,average,fastANI,1709
sample17_SemiBin_87.fa,1709_1,0.050000000000000044,average,fastANI,1709
sample18_SemiBin_1.fa,1709_1,0.050000000000000044,average,fastANI,1709
sample25_SemiBin_44.fa,1709_1,0.050000000000000044,average,fastANI,1709
sample26_SemiBin_130.fa,1709_1,0.050000000000000044,average,fastANI,1709
sample3_SemiBin_105.fa,1709_1,0.050000000000000044,average,fastANI,1709
sample4_SemiBin_18.fa,1709_1,0.050000000000000044,average,fastANI,1709
cpsnj09_SemiBin_114.fa,1710_0,0.050000000000000044,average,fastANI,1710
sample18_SemiBin_109.fa,1711_0,0.050000000000000044,average,fastANI,1711
sample18_SemiBin_74.fa,1712_1,0.050000000000000044,average,fastANI,1712
sample25_SemiBin_97.fa,1712_1,0.050000000000000044,average,fastANI,1712
sample15_SemiBin_288.fa,1713_0,0.050000000000000044,average,fastANI,1713
sample16_SemiBin_148.fa,1714_1,0.050000000000000044,average,fastANI,1714
sample7_SemiBin_238.fa,1714_2,0.050000000000000044,average,fastANI,1714
sample18_SemiBin_69.fa,1714_3,0.050000000000000044,average,fastANI,1714
cpsnj09_SemiBin_127.fa,1715_0,0.050000000000000044,average,fastANI,1715
cpsnj04_SemiBin_82.fa,1716_1,0.050000000000000044,average,fastANI,1716
snj04_SemiBin_59.fa,1716_1,0.050000000000000044,average,fastANI,1716
sample7_SemiBin_115.fa,1717_0,0.050000000000000044,average,fastANI,1717
cpsnj16_SemiBin_130.fa,1718_1,0.050000000000000044,average,fastANI,1718
sample15_SemiBin_101.fa,1718_2,0.050000000000000044,average,fastANI,1718
sample18_SemiBin_94.fa,1719_0,0.050000000000000044,average,fastANI,1719
sample10_SemiBin_4.fa,1720_1,0.050000000000000044,average,fastANI,1720
sample17_SemiBin_85.fa,1720_1,0.050000000000000044,average,fastANI,1720
sample18_SemiBin_6.fa,1720_1,0.050000000000000044,average,fastANI,1720
sample1_SemiBin_35.fa,1721_1,0.050000000000000044,average,fastANI,1721
sample3_SemiBin_12.fa,1721_1,0.050000000000000044,average,fastANI,1721
sample4_SemiBin_7.fa,1721_1,0.050000000000000044,average,fastANI,1721
sample7_SemiBin_35.fa,1721_1,0.050000000000000044,average,fastANI,1721
sample17_SemiBin_152.fa,1721_2,0.050000000000000044,average,fastANI,1721
sample19_SemiBin_112.fa,1722_0,0.050000000000000044,average,fastANI,1722
sample19_SemiBin_24.fa,1723_0,0.050000000000000044,average,fastANI,1723
sample17_SemiBin_67.fa,1724_0,0.050000000000000044,average,fastANI,1724
sample1_SemiBin_184.fa,1725_1,0.050000000000000044,average,fastANI,1725
sample27_SemiBin_187.fa,1725_1,0.050000000000000044,average,fastANI,1725
sample14_SemiBin_121.fa,1726_1,0.050000000000000044,average,fastANI,1726
sample6_SemiBin_100.fa,1726_2,0.050000000000000044,average,fastANI,1726
sample2_SemiBin_57.fa,1726_3,0.050000000000000044,average,fastANI,1726
sample7_SemiBin_213.fa,1726_4,0.050000000000000044,average,fastANI,1726
sample18_SemiBin_413.fa,1726_5,0.050000000000000044,average,fastANI,1726
cpsnj09_SemiBin_19.fa,1726_6,0.050000000000000044,average,fastANI,1726
cpsnj14_SemiBin_22.fa,1727_1,0.050000000000000044,average,fastANI,1727
snj14_SemiBin_64.fa,1727_1,0.050000000000000044,average,fastANI,1727
cpsnj16_SemiBin_71.fa,1727_2,0.050000000000000044,average,fastANI,1727
sample18_SemiBin_87.fa,1727_3,0.050000000000000044,average,fastANI,1727
snj15_SemiBin_165.fa,1727_4,0.050000000000000044,average,fastANI,1727
sample12_SemiBin_72.fa,1728_0,0.050000000000000044,average,fastANI,1728
sample22_SemiBin_100.fa,1729_1,0.050000000000000044,average,fastANI,1729
sample23_SemiBin_40.fa,1729_1,0.050000000000000044,average,fastANI,1729
sample2_SemiBin_39.fa,1729_1,0.050000000000000044,average,fastANI,1729
sample7_SemiBin_54.fa,1729_1,0.050000000000000044,average,fastANI,1729
sample15_SemiBin_120.fa,1729_2,0.050000000000000044,average,fastANI,1729
sample16_SemiBin_118.fa,1729_3,0.050000000000000044,average,fastANI,1729
sample14_SemiBin_33.fa,1729_4,0.050000000000000044,average,fastANI,1729
sample18_SemiBin_311.fa,1729_4,0.050000000000000044,average,fastANI,1729
sample25_SemiBin_190.fa,1729_5,0.050000000000000044,average,fastANI,1729
sample1_SemiBin_94.fa,1729_6,0.050000000000000044,average,fastANI,1729
sample6_SemiBin_179.fa,1729_7,0.050000000000000044,average,fastANI,1729
sample19_SemiBin_303.fa,1730_0,0.050000000000000044,average,fastANI,1730
sample13_SemiBin_153.fa,1731_0,0.050000000000000044,average,fastANI,1731
sample11_SemiBin_67.fa,1732_1,0.050000000000000044,average,fastANI,1732
sample12_SemiBin_83.fa,1732_1,0.050000000000000044,average,fastANI,1732
sample13_SemiBin_76.fa,1732_2,0.050000000000000044,average,fastANI,1732
sample16_SemiBin_274.fa,1733_0,0.050000000000000044,average,fastANI,1733
sample25_SemiBin_264.fa,1734_1,0.050000000000000044,average,fastANI,1734
sample4_SemiBin_83.fa,1734_2,0.050000000000000044,average,fastANI,1734
sample17_SemiBin_459.fa,1734_3,0.050000000000000044,average,fastANI,1734
sample16_SemiBin_164.fa,1735_1,0.050000000000000044,average,fastANI,1735
sample18_SemiBin_270.fa,1735_1,0.050000000000000044,average,fastANI,1735
sample25_SemiBin_708.fa,1735_1,0.050000000000000044,average,fastANI,1735
sample4_SemiBin_232.fa,1735_1,0.050000000000000044,average,fastANI,1735
cpsnj04_SemiBin_9.fa,1736_1,0.050000000000000044,average,fastANI,1736
cpsnj14_SemiBin_23.fa,1736_1,0.050000000000000044,average,fastANI,1736
cpsnj16_SemiBin_162.fa,1736_1,0.050000000000000044,average,fastANI,1736
sample16_SemiBin_103.fa,1736_1,0.050000000000000044,average,fastANI,1736
sample17_SemiBin_78.fa,1736_1,0.050000000000000044,average,fastANI,1736
sample18_SemiBin_64.fa,1736_1,0.050000000000000044,average,fastANI,1736
sample20_SemiBin_79.fa,1736_1,0.050000000000000044,average,fastANI,1736
sample22_SemiBin_152.fa,1736_1,0.050000000000000044,average,fastANI,1736
sample25_SemiBin_61.fa,1736_1,0.050000000000000044,average,fastANI,1736
sample26_SemiBin_65.fa,1736_1,0.050000000000000044,average,fastANI,1736
sample30_SemiBin_17.fa,1736_1,0.050000000000000044,average,fastANI,1736
sample3_SemiBin_22.fa,1736_1,0.050000000000000044,average,fastANI,1736
sample4_SemiBin_56.fa,1736_1,0.050000000000000044,average,fastANI,1736
sample7_SemiBin_40.fa,1736_1,0.050000000000000044,average,fastANI,1736
snj04_SemiBin_12.fa,1736_1,0.050000000000000044,average,fastANI,1736
snj13_SemiBin_22.fa,1736_1,0.050000000000000044,average,fastANI,1736
snj15_SemiBin_21.fa,1736_1,0.050000000000000044,average,fastANI,1736
cpsnj09_SemiBin_68.fa,1736_2,0.050000000000000044,average,fastANI,1736
sample12_SemiBin_504.fa,1736_3,0.050000000000000044,average,fastANI,1736
cpsnj13_SemiBin_49.fa,1737_0,0.050000000000000044,average,fastANI,1737
sample12_SemiBin_1168.fa,1738_0,0.050000000000000044,average,fastANI,1738
sample1_SemiBin_64.fa,1739_0,0.050000000000000044,average,fastANI,1739
cpsnj13_SemiBin_82.fa,1740_1,0.050000000000000044,average,fastANI,1740
snj09_SemiBin_248.fa,1740_1,0.050000000000000044,average,fastANI,1740
sample11_SemiBin_911.fa,1741_1,0.050000000000000044,average,fastANI,1741
sample17_SemiBin_590.fa,1741_2,0.050000000000000044,average,fastANI,1741
cpsnj14_SemiBin_189.fa,1741_3,0.050000000000000044,average,fastANI,1741
sample26_SemiBin_143.fa,1742_0,0.050000000000000044,average,fastANI,1742
sample8_SemiBin_1849.fa,1743_0,0.050000000000000044,average,fastANI,1743
sample10_SemiBin_136.fa,1744_1,0.050000000000000044,average,fastANI,1744
sample20_SemiBin_108.fa,1744_1,0.050000000000000044,average,fastANI,1744
sample21_SemiBin_87.fa,1744_1,0.050000000000000044,average,fastANI,1744
sample22_SemiBin_142.fa,1744_1,0.050000000000000044,average,fastANI,1744
sample16_SemiBin_111.fa,1744_2,0.050000000000000044,average,fastANI,1744
sample15_SemiBin_175.fa,1744_3,0.050000000000000044,average,fastANI,1744
sample16_SemiBin_1786.fa,1745_0,0.050000000000000044,average,fastANI,1745
sample17_SemiBin_80.fa,1746_0,0.050000000000000044,average,fastANI,1746
sample14_SemiBin_26.fa,1747_0,0.050000000000000044,average,fastANI,1747
cpsnj11_SemiBin_82.fa,1748_1,0.050000000000000044,average,fastANI,1748
cpsnj14_SemiBin_132.fa,1748_1,0.050000000000000044,average,fastANI,1748
cpsnj16_SemiBin_98.fa,1748_1,0.050000000000000044,average,fastANI,1748
snj14_SemiBin_52.fa,1748_1,0.050000000000000044,average,fastANI,1748
sample14_SemiBin_60.fa,1748_2,0.050000000000000044,average,fastANI,1748
sample1_SemiBin_191.fa,1749_0,0.050000000000000044,average,fastANI,1749
sample14_SemiBin_91.fa,1750_1,0.050000000000000044,average,fastANI,1750
sample7_SemiBin_338.fa,1750_2,0.050000000000000044,average,fastANI,1750
sample9_SemiBin_68.fa,1751_0,0.050000000000000044,average,fastANI,1751
sample28_SemiBin_47.fa,1752_0,0.050000000000000044,average,fastANI,1752
sample22_SemiBin_151.fa,1753_1,0.050000000000000044,average,fastANI,1753
sample25_SemiBin_171.fa,1753_1,0.050000000000000044,average,fastANI,1753
sample26_SemiBin_129.fa,1753_1,0.050000000000000044,average,fastANI,1753
sample6_SemiBin_52.fa,1753_2,0.050000000000000044,average,fastANI,1753
cpsnj10_SemiBin_52.fa,1754_1,0.050000000000000044,average,fastANI,1754
cpsnj16_SemiBin_178.fa,1754_2,0.050000000000000044,average,fastANI,1754
cpsnj03_SemiBin_144.fa,1755_1,0.050000000000000044,average,fastANI,1755
cpsnj19_SemiBin_38.fa,1755_1,0.050000000000000044,average,fastANI,1755
snj03_SemiBin_58.fa,1755_1,0.050000000000000044,average,fastANI,1755
snj14_SemiBin_107.fa,1755_2,0.050000000000000044,average,fastANI,1755
sample27_SemiBin_130.fa,1756_0,0.050000000000000044,average,fastANI,1756
sample18_SemiBin_50.fa,1757_1,0.050000000000000044,average,fastANI,1757
sample25_SemiBin_200.fa,1757_1,0.050000000000000044,average,fastANI,1757
sample3_SemiBin_115.fa,1758_1,0.050000000000000044,average,fastANI,1758
sample4_SemiBin_137.fa,1758_1,0.050000000000000044,average,fastANI,1758
sample8_SemiBin_9.fa,1758_1,0.050000000000000044,average,fastANI,1758
sample10_SemiBin_135.fa,1758_2,0.050000000000000044,average,fastANI,1758
cpsnj19_SemiBin_167.fa,1759_1,0.050000000000000044,average,fastANI,1759
sample1_SemiBin_161.fa,1759_2,0.050000000000000044,average,fastANI,1759
cpsnj08_SemiBin_28.fa,1760_1,0.050000000000000044,average,fastANI,1760
cpsnj16_SemiBin_49.fa,1760_1,0.050000000000000044,average,fastANI,1760
cpsnj09_SemiBin_141.fa,1761_1,0.050000000000000044,average,fastANI,1761
cpsnj16_SemiBin_140.fa,1761_1,0.050000000000000044,average,fastANI,1761
cpsnj11_SemiBin_123.fa,1761_2,0.050000000000000044,average,fastANI,1761
sample28_SemiBin_2.fa,1762_0,0.050000000000000044,average,fastANI,1762
cpsnj02_SemiBin_34.fa,1763_1,0.050000000000000044,average,fastANI,1763
snj02_SemiBin_7.fa,1763_1,0.050000000000000044,average,fastANI,1763
cpsnj11_SemiBin_143.fa,1764_1,0.050000000000000044,average,fastANI,1764
cpsnj16_SemiBin_74.fa,1764_1,0.050000000000000044,average,fastANI,1764
snj11_SemiBin_91.fa,1764_1,0.050000000000000044,average,fastANI,1764
cpsnj14_SemiBin_47.fa,1764_2,0.050000000000000044,average,fastANI,1764
sample28_SemiBin_66.fa,1765_0,0.050000000000000044,average,fastANI,1765
sample15_SemiBin_180.fa,1766_1,0.050000000000000044,average,fastANI,1766
sample16_SemiBin_194.fa,1766_1,0.050000000000000044,average,fastANI,1766
sample1_SemiBin_72.fa,1766_1,0.050000000000000044,average,fastANI,1766
sample20_SemiBin_36.fa,1766_1,0.050000000000000044,average,fastANI,1766
sample22_SemiBin_68.fa,1766_1,0.050000000000000044,average,fastANI,1766
sample6_SemiBin_58.fa,1766_1,0.050000000000000044,average,fastANI,1766
sample13_SemiBin_94.fa,1766_2,0.050000000000000044,average,fastANI,1766
sample21_SemiBin_99.fa,1766_3,0.050000000000000044,average,fastANI,1766
snj11_SemiBin_121.fa,1767_1,0.050000000000000044,average,fastANI,1767
snj20_SemiBin_44.fa,1767_2,0.050000000000000044,average,fastANI,1767
sample15_SemiBin_157.fa,1768_1,0.050000000000000044,average,fastANI,1768
sample20_SemiBin_111.fa,1768_1,0.050000000000000044,average,fastANI,1768
cpsnj03_SemiBin_80.fa,1768_2,0.050000000000000044,average,fastANI,1768
sample5_SemiBin_14.fa,1768_3,0.050000000000000044,average,fastANI,1768
sample9_SemiBin_37.fa,1768_3,0.050000000000000044,average,fastANI,1768
sample2_SemiBin_45.fa,1768_4,0.050000000000000044,average,fastANI,1768
sample16_SemiBin_90.fa,1768_5,0.050000000000000044,average,fastANI,1768
sample1_SemiBin_221.fa,1768_6,0.050000000000000044,average,fastANI,1768
sample16_SemiBin_169.fa,1769_1,0.050000000000000044,average,fastANI,1769
sample19_SemiBin_245.fa,1769_2,0.050000000000000044,average,fastANI,1769
sample13_SemiBin_33.fa,1770_1,0.050000000000000044,average,fastANI,1770
sample15_SemiBin_60.fa,1770_1,0.050000000000000044,average,fastANI,1770
sample18_SemiBin_48.fa,1770_1,0.050000000000000044,average,fastANI,1770
sample1_SemiBin_100.fa,1770_1,0.050000000000000044,average,fastANI,1770
sample25_SemiBin_105.fa,1770_1,0.050000000000000044,average,fastANI,1770
sample19_SemiBin_94.fa,1771_0,0.050000000000000044,average,fastANI,1771
cpsnj19_SemiBin_685.fa,1772_0,0.050000000000000044,average,fastANI,1772
sample18_SemiBin_137.fa,1773_0,0.050000000000000044,average,fastANI,1773
sample18_SemiBin_91.fa,1774_0,0.050000000000000044,average,fastANI,1774
sample20_SemiBin_31.fa,1775_0,0.050000000000000044,average,fastANI,1775
snj03_SemiBin_21.fa,1776_0,0.050000000000000044,average,fastANI,1776
sample14_SemiBin_38.fa,1777_0,0.050000000000000044,average,fastANI,1777
sample1_SemiBin_97.fa,1778_1,0.050000000000000044,average,fastANI,1778
sample20_SemiBin_30.fa,1778_1,0.050000000000000044,average,fastANI,1778
sample7_SemiBin_111.fa,1778_1,0.050000000000000044,average,fastANI,1778
cpsnj08_SemiBin_135.fa,1779_1,0.050000000000000044,average,fastANI,1779
cpsnj09_SemiBin_80.fa,1779_1,0.050000000000000044,average,fastANI,1779
cpsnj10_SemiBin_16.fa,1779_1,0.050000000000000044,average,fastANI,1779
cpsnj11_SemiBin_33.fa,1779_1,0.050000000000000044,average,fastANI,1779
snj11_SemiBin_42.fa,1779_1,0.050000000000000044,average,fastANI,1779
snj13_SemiBin_29.fa,1779_1,0.050000000000000044,average,fastANI,1779
cpsnj03_SemiBin_142.fa,1779_2,0.050000000000000044,average,fastANI,1779
snj09_SemiBin_13.fa,1780_0,0.050000000000000044,average,fastANI,1780
cpsnj04_SemiBin_95.fa,1781_1,0.050000000000000044,average,fastANI,1781
sample15_SemiBin_274.fa,1781_1,0.050000000000000044,average,fastANI,1781
sample7_SemiBin_14.fa,1781_1,0.050000000000000044,average,fastANI,1781
cpsnj09_SemiBin_93.fa,1782_0,0.050000000000000044,average,fastANI,1782
cpsnj13_SemiBin_36.fa,1783_0,0.050000000000000044,average,fastANI,1783
sample5_SemiBin_180.fa,1784_0,0.050000000000000044,average,fastANI,1784
sample14_SemiBin_43.fa,1785_0,0.050000000000000044,average,fastANI,1785
sample15_SemiBin_102.fa,1786_1,0.050000000000000044,average,fastANI,1786
sample20_SemiBin_104.fa,1786_2,0.050000000000000044,average,fastANI,1786
sample3_SemiBin_23.fa,1787_1,0.050000000000000044,average,fastANI,1787
sample4_SemiBin_58.fa,1787_1,0.050000000000000044,average,fastANI,1787
sample3_SemiBin_40.fa,1788_1,0.050000000000000044,average,fastANI,1788
sample4_SemiBin_72.fa,1788_1,0.050000000000000044,average,fastANI,1788
cpsnj13_SemiBin_63.fa,1789_1,0.050000000000000044,average,fastANI,1789
sample18_SemiBin_203.fa,1789_2,0.050000000000000044,average,fastANI,1789
snj13_SemiBin_21.fa,1790_1,0.050000000000000044,average,fastANI,1790
snj15_SemiBin_63.fa,1790_1,0.050000000000000044,average,fastANI,1790
sample18_SemiBin_28.fa,1791_0,0.050000000000000044,average,fastANI,1791
cpsnj14_SemiBin_82.fa,1792_0,0.050000000000000044,average,fastANI,1792
sample21_SemiBin_63.fa,1793_0,0.050000000000000044,average,fastANI,1793
cpsnj19_SemiBin_100.fa,1794_1,0.050000000000000044,average,fastANI,1794
snj20_SemiBin_15.fa,1794_1,0.050000000000000044,average,fastANI,1794
sample13_SemiBin_159.fa,1795_1,0.050000000000000044,average,fastANI,1795
sample18_SemiBin_30.fa,1795_1,0.050000000000000044,average,fastANI,1795
sample7_SemiBin_77.fa,1796_0,0.050000000000000044,average,fastANI,1796
sample18_SemiBin_284.fa,1797_0,0.050000000000000044,average,fastANI,1797
sample18_SemiBin_321.fa,1798_0,0.050000000000000044,average,fastANI,1798
sample18_SemiBin_85.fa,1799_1,0.050000000000000044,average,fastANI,1799
sample1_SemiBin_126.fa,1799_1,0.050000000000000044,average,fastANI,1799
sample25_SemiBin_82.fa,1799_1,0.050000000000000044,average,fastANI,1799
sample17_SemiBin_98.fa,1800_0,0.050000000000000044,average,fastANI,1800
sample11_SemiBin_101.fa,1801_1,0.050000000000000044,average,fastANI,1801
sample12_SemiBin_92.fa,1801_1,0.050000000000000044,average,fastANI,1801
cpsnj09_SemiBin_346.fa,1802_1,0.050000000000000044,average,fastANI,1802
cpsnj10_SemiBin_51.fa,1802_1,0.050000000000000044,average,fastANI,1802
cpsnj11_SemiBin_59.fa,1802_1,0.050000000000000044,average,fastANI,1802
cpsnj13_SemiBin_99.fa,1802_1,0.050000000000000044,average,fastANI,1802
cpsnj14_SemiBin_40.fa,1802_1,0.050000000000000044,average,fastANI,1802
cpsnj16_SemiBin_19.fa,1802_1,0.050000000000000044,average,fastANI,1802
snj11_SemiBin_117.fa,1802_1,0.050000000000000044,average,fastANI,1802
snj14_SemiBin_68.fa,1802_1,0.050000000000000044,average,fastANI,1802
snj16_SemiBin_21.fa,1802_1,0.050000000000000044,average,fastANI,1802
cpsnj15_SemiBin_23.fa,1802_2,0.050000000000000044,average,fastANI,1802
sample11_SemiBin_12.fa,1802_2,0.050000000000000044,average,fastANI,1802
sample12_SemiBin_20.fa,1802_2,0.050000000000000044,average,fastANI,1802
sample15_SemiBin_103.fa,1802_3,0.050000000000000044,average,fastANI,1802
sample14_SemiBin_55.fa,1802_4,0.050000000000000044,average,fastANI,1802
sample22_SemiBin_109.fa,1802_5,0.050000000000000044,average,fastANI,1802
cpsnj08_SemiBin_27.fa,1803_1,0.050000000000000044,average,fastANI,1803
snj03_SemiBin_64.fa,1803_1,0.050000000000000044,average,fastANI,1803
snj08_SemiBin_49.fa,1803_1,0.050000000000000044,average,fastANI,1803
cpsnj03_SemiBin_52.fa,1803_2,0.050000000000000044,average,fastANI,1803
sample6_SemiBin_57.fa,1803_3,0.050000000000000044,average,fastANI,1803
sample26_SemiBin_40.fa,1803_4,0.050000000000000044,average,fastANI,1803
sample9_SemiBin_86.fa,1803_5,0.050000000000000044,average,fastANI,1803
cpsnj14_SemiBin_105.fa,1804_0,0.050000000000000044,average,fastANI,1804
cpsnj14_SemiBin_184.fa,1805_1,0.050000000000000044,average,fastANI,1805
snj13_SemiBin_207.fa,1805_1,0.050000000000000044,average,fastANI,1805
snj14_SemiBin_43.fa,1805_1,0.050000000000000044,average,fastANI,1805
sample1_SemiBin_60.fa,1805_2,0.050000000000000044,average,fastANI,1805
sample20_SemiBin_166.fa,1805_2,0.050000000000000044,average,fastANI,1805
sample7_SemiBin_204.fa,1805_3,0.050000000000000044,average,fastANI,1805
sample20_SemiBin_67.fa,1806_1,0.050000000000000044,average,fastANI,1806
snj14_SemiBin_54.fa,1806_2,0.050000000000000044,average,fastANI,1806
sample7_SemiBin_146.fa,1807_0,0.050000000000000044,average,fastANI,1807
sample17_SemiBin_20.fa,1808_1,0.050000000000000044,average,fastANI,1808
snj09_SemiBin_114.fa,1808_2,0.050000000000000044,average,fastANI,1808
sample2_SemiBin_35.fa,1809_1,0.050000000000000044,average,fastANI,1809
snj08_SemiBin_95.fa,1809_2,0.050000000000000044,average,fastANI,1809
sample18_SemiBin_189.fa,1810_0,0.050000000000000044,average,fastANI,1810
snj01_SemiBin_53.fa,1811_0,0.050000000000000044,average,fastANI,1811
snj02_SemiBin_33.fa,1812_0,0.050000000000000044,average,fastANI,1812
sample6_SemiBin_203.fa,1813_0,0.050000000000000044,average,fastANI,1813
sample15_SemiBin_139.fa,1814_1,0.050000000000000044,average,fastANI,1814
sample25_SemiBin_270.fa,1814_1,0.050000000000000044,average,fastANI,1814
sample19_SemiBin_102.fa,1815_0,0.050000000000000044,average,fastANI,1815
sample6_SemiBin_36.fa,1816_0,0.050000000000000044,average,fastANI,1816
sample21_SemiBin_62.fa,1817_0,0.050000000000000044,average,fastANI,1817
cpsnj11_SemiBin_63.fa,1818_1,0.050000000000000044,average,fastANI,1818
snj11_SemiBin_38.fa,1818_1,0.050000000000000044,average,fastANI,1818
cpsnj15_SemiBin_34.fa,1818_2,0.050000000000000044,average,fastANI,1818
cpsnj16_SemiBin_46.fa,1818_3,0.050000000000000044,average,fastANI,1818
snj16_SemiBin_60.fa,1818_3,0.050000000000000044,average,fastANI,1818
cpsnj09_SemiBin_132.fa,1818_4,0.050000000000000044,average,fastANI,1818
snj14_SemiBin_66.fa,1818_4,0.050000000000000044,average,fastANI,1818
snj03_SemiBin_41.fa,1818_5,0.050000000000000044,average,fastANI,1818
