genome,score,completeness,contamination,strain_heterogeneity,size,N50,cluster,taxonomy,tax_confidence,cluster_members,closest_cluster_member,furthest_cluster_member,completeness_metric,contamination_metric
snj15_SemiBin_62.fa,58.944347750523285,NA,NA,NA,NA,NA,1502_0,NA,NA,1,NA,NA,NA,NA
snj11_SemiBin_138.fa,52.48748074255257,NA,NA,NA,NA,NA,1503_0,NA,NA,1,NA,NA,NA,NA
snj01_SemiBin_26.fa,44.269081831834285,NA,NA,NA,NA,NA,1504_0,NA,NA,1,NA,NA,NA,NA
snj13_SemiBin_64.fa,65.84700685311947,NA,NA,NA,NA,NA,1505_0,NA,NA,1,NA,NA,NA,NA
snj01_SemiBin_39.fa,71.39125233226058,NA,NA,NA,NA,NA,1506_0,NA,NA,1,NA,NA,NA,NA
sample22_SemiBin_57.fa,85.33327069718075,NA,NA,NA,NA,NA,1507_1,NA,NA,3,96.90,96.81,NA,NA
sample2_SemiBin_61.fa,52.62409604800334,NA,NA,NA,NA,NA,1508_1,NA,NA,2,95.41,95.41,NA,NA
cpsnj19_SemiBin_69.fa,37.91255251595273,NA,NA,NA,NA,NA,1509_0,NA,NA,1,NA,NA,NA,NA
sample18_SemiBin_134.fa,70.1755563627619,NA,NA,NA,NA,NA,1510_0,NA,NA,1,NA,NA,NA,NA
sample1_SemiBin_133.fa,35.769589835665414,NA,NA,NA,NA,NA,1511_0,NA,NA,1,NA,NA,NA,NA
sample20_SemiBin_97.fa,71.99834508793592,NA,NA,NA,NA,NA,1512_0,NA,NA,1,NA,NA,NA,NA
sample13_SemiBin_127.fa,66.59623953776152,NA,NA,NA,NA,NA,1513_1,NA,NA,2,95.16,95.16,NA,NA
sample16_SemiBin_49.fa,78.62324682839707,NA,NA,NA,NA,NA,1513_2,NA,NA,1,NA,NA,NA,NA
sample1_SemiBin_127.fa,59.81336316467099,NA,NA,NA,NA,NA,1513_3,NA,NA,1,NA,NA,NA,NA
sample18_SemiBin_133.fa,80.76579952404241,NA,NA,NA,NA,NA,1514_1,NA,NA,2,98.21,98.21,NA,NA
cpsnj08_SemiBin_95.fa,50.0797522800024,NA,NA,NA,NA,NA,1515_0,NA,NA,1,NA,NA,NA,NA
sample18_SemiBin_241.fa,69.22270450849516,NA,NA,NA,NA,NA,1516_0,NA,NA,1,NA,NA,NA,NA
cpsnj09_SemiBin_51.fa,79.36214883391138,NA,NA,NA,NA,NA,1517_1,NA,NA,2,98.66,98.66,NA,NA
sample26_SemiBin_70.fa,70.98181608253927,NA,NA,NA,NA,NA,1518_1,NA,NA,2,98.29,98.29,NA,NA
sample4_SemiBin_53.fa,72.10438595388057,NA,NA,NA,NA,NA,1518_2,NA,NA,2,96.50,96.50,NA,NA
cpsnj09_SemiBin_44.fa,83.39488306350209,NA,NA,NA,NA,NA,1519_0,NA,NA,1,NA,NA,NA,NA
sample7_SemiBin_78.fa,72.2139231366774,NA,NA,NA,NA,NA,1520_0,NA,NA,1,NA,NA,NA,NA
snj14_SemiBin_29.fa,75.74695284378733,NA,NA,NA,NA,NA,1521_1,NA,NA,2,97.13,97.13,NA,NA
sample20_SemiBin_37.fa,77.31724000304733,NA,NA,NA,NA,NA,1522_1,NA,NA,4,96.69,95.12,NA,NA
cpsnj16_SemiBin_5.fa,97.09155825675438,NA,NA,NA,NA,NA,1522_2,NA,NA,1,NA,NA,NA,NA
sample17_SemiBin_30.fa,86.20819223050867,NA,NA,NA,NA,NA,1523_1,NA,NA,6,98.83,96.84,NA,NA
sample20_SemiBin_181.fa,54.70353680099343,NA,NA,NA,NA,NA,1523_2,NA,NA,1,NA,NA,NA,NA
sample7_SemiBin_64.fa,74.46260165803476,NA,NA,NA,NA,NA,1524_1,NA,NA,6,98.70,96.75,NA,NA
sample9_SemiBin_56.fa,15.492565763879565,NA,NA,NA,NA,NA,1524_2,NA,NA,1,NA,NA,NA,NA
cpsnj19_SemiBin_65.fa,71.94097709113842,NA,NA,NA,NA,NA,1525_0,NA,NA,1,NA,NA,NA,NA
sample15_SemiBin_105.fa,91.3913131819443,NA,NA,NA,NA,NA,1526_1,NA,NA,5,98.31,96.63,NA,NA
cpsnj08_SemiBin_4.fa,98.31322287130412,NA,NA,NA,NA,NA,1527_1,NA,NA,7,99.34,97.87,NA,NA
sample20_SemiBin_8.fa,102.37800592834677,NA,NA,NA,NA,NA,1527_2,NA,NA,21,99.57,95.93,NA,NA
cpsnj03_SemiBin_63.fa,51.27637072142063,NA,NA,NA,NA,NA,1527_3,NA,NA,1,NA,NA,NA,NA
cpsnj16_SemiBin_24.fa,77.42481390047959,NA,NA,NA,NA,NA,1528_1,NA,NA,2,97.89,97.89,NA,NA
cpsnj13_SemiBin_18.fa,74.3032739619265,NA,NA,NA,NA,NA,1529_0,NA,NA,1,NA,NA,NA,NA
snj09_SemiBin_117.fa,58.91307367630319,NA,NA,NA,NA,NA,1530_0,NA,NA,1,NA,NA,NA,NA
snj09_SemiBin_35.fa,76.09049838894077,NA,NA,NA,NA,NA,1531_0,NA,NA,1,NA,NA,NA,NA
cpsnj16_SemiBin_158.fa,69.22825303902265,NA,NA,NA,NA,NA,1532_0,NA,NA,1,NA,NA,NA,NA
sample18_SemiBin_182.fa,67.0655717486246,NA,NA,NA,NA,NA,1533_1,NA,NA,3,98.08,96.48,NA,NA
cpsnj19_SemiBin_9.fa,99.81096521124972,NA,NA,NA,NA,NA,1534_1,NA,NA,2,97.77,97.77,NA,NA
sample8_SemiBin_16.fa,91.04200915490031,NA,NA,NA,NA,NA,1535_1,NA,NA,3,96.54,96.34,NA,NA
sample5_SemiBin_3.fa,101.08173753998734,NA,NA,NA,NA,NA,1535_2,NA,NA,15,99.69,96.29,NA,NA
sample22_SemiBin_104.fa,60.693190434386445,NA,NA,NA,NA,NA,1535_3,NA,NA,1,NA,NA,NA,NA
sample20_SemiBin_7.fa,98.70169880840244,NA,NA,NA,NA,NA,1535_4,NA,NA,1,NA,NA,NA,NA
sample11_SemiBin_130.fa,50.5132199824021,NA,NA,NA,NA,NA,1535_5,NA,NA,1,NA,NA,NA,NA
sample17_SemiBin_55.fa,67.93591197658675,NA,NA,NA,NA,NA,1535_6,NA,NA,1,NA,NA,NA,NA
sample18_SemiBin_81.fa,50.36570443709781,NA,NA,NA,NA,NA,1536_1,NA,NA,2,98.23,98.23,NA,NA
cpsnj14_SemiBin_183.fa,59.93271623291309,NA,NA,NA,NA,NA,1537_0,NA,NA,1,NA,NA,NA,NA
sample22_SemiBin_85.fa,60.127548455878895,NA,NA,NA,NA,NA,1538_1,NA,NA,3,97.72,95.31,NA,NA
sample20_SemiBin_12.fa,100.5324034301227,NA,NA,NA,NA,NA,1539_1,NA,NA,5,99.21,96.69,NA,NA
sample14_SemiBin_21.fa,52.775813612236746,NA,NA,NA,NA,NA,1539_2,NA,NA,1,NA,NA,NA,NA
cpsnj09_SemiBin_77.fa,56.99499115357277,NA,NA,NA,NA,NA,1540_0,NA,NA,1,NA,NA,NA,NA
sample18_SemiBin_422.fa,53.81077436147953,NA,NA,NA,NA,NA,1541_0,NA,NA,1,NA,NA,NA,NA
sample15_SemiBin_50.fa,83.26499886904435,NA,NA,NA,NA,NA,1542_1,NA,NA,2,97.96,97.96,NA,NA
snj19_SemiBin_12.fa,91.8395305939783,NA,NA,NA,NA,NA,1543_1,NA,NA,2,97.86,97.86,NA,NA
sample20_SemiBin_223.fa,54.016984220748114,NA,NA,NA,NA,NA,1543_2,NA,NA,1,NA,NA,NA,NA
snj14_SemiBin_112.fa,38.45895285095849,NA,NA,NA,NA,NA,1543_3,NA,NA,1,NA,NA,NA,NA
sample28_SemiBin_81.fa,67.11153807393676,NA,NA,NA,NA,NA,1544_0,NA,NA,1,NA,NA,NA,NA
sample13_SemiBin_48.fa,80.78306547835538,NA,NA,NA,NA,NA,1545_0,NA,NA,1,NA,NA,NA,NA
sample18_SemiBin_25.fa,101.47936334062464,NA,NA,NA,NA,NA,1546_1,NA,NA,2,99.14,99.14,NA,NA
snj09_SemiBin_85.fa,72.32192046221346,NA,NA,NA,NA,NA,1547_1,NA,NA,3,98.40,97.94,NA,NA
sample5_SemiBin_10.fa,95.05263243588692,NA,NA,NA,NA,NA,1548_1,NA,NA,11,98.24,96.65,NA,NA
sample18_SemiBin_235.fa,56.25080137162764,NA,NA,NA,NA,NA,1548_2,NA,NA,1,NA,NA,NA,NA
snj19_SemiBin_52.fa,54.72591905639219,NA,NA,NA,NA,NA,1549_0,NA,NA,1,NA,NA,NA,NA
sample11_SemiBin_75.fa,16.598114772043143,NA,NA,NA,NA,NA,1550_1,NA,NA,1,NA,NA,NA,NA
sample17_SemiBin_150.fa,36.20398625994802,NA,NA,NA,NA,NA,1550_2,NA,NA,1,NA,NA,NA,NA
cpsnj16_SemiBin_83.fa,84.04050576749344,NA,NA,NA,NA,NA,1551_1,NA,NA,2,96.90,96.90,NA,NA
sample4_SemiBin_27.fa,87.080442599356,NA,NA,NA,NA,NA,1551_2,NA,NA,3,97.69,95.73,NA,NA
sample18_SemiBin_19.fa,95.07441918248752,NA,NA,NA,NA,NA,1551_3,NA,NA,12,98.51,93.64,NA,NA
sample15_SemiBin_167.fa,57.03775364493098,NA,NA,NA,NA,NA,1551_4,NA,NA,1,NA,NA,NA,NA
sample14_SemiBin_153.fa,48.25764668962109,NA,NA,NA,NA,NA,1552_1,NA,NA,1,NA,NA,NA,NA
sample18_SemiBin_173.fa,56.34517130101591,NA,NA,NA,NA,NA,1552_2,NA,NA,1,NA,NA,NA,NA
snj09_SemiBin_48.fa,76.08683495753262,NA,NA,NA,NA,NA,1552_3,NA,NA,1,NA,NA,NA,NA
snj08_SemiBin_16.fa,98.11740790173576,NA,NA,NA,NA,NA,1553_1,NA,NA,3,99.25,98.61,NA,NA
sample16_SemiBin_20.fa,89.21967056333551,NA,NA,NA,NA,NA,1553_2,NA,NA,5,98.96,97.61,NA,NA
cpsnj09_SemiBin_72.fa,72.62016524384813,NA,NA,NA,NA,NA,1553_3,NA,NA,1,NA,NA,NA,NA
cpsnj13_SemiBin_52.fa,61.879609237200505,NA,NA,NA,NA,NA,1554_1,NA,NA,1,NA,NA,NA,NA
snj14_SemiBin_114.fa,40.943016178445205,NA,NA,NA,NA,NA,1554_2,NA,NA,1,NA,NA,NA,NA
cpsnj09_SemiBin_735.fa,52.888976947293166,NA,NA,NA,NA,NA,1555_0,NA,NA,1,NA,NA,NA,NA
sample20_SemiBin_25.fa,89.76026167391,NA,NA,NA,NA,NA,1556_1,NA,NA,7,99.38,98.59,NA,NA
cpsnj11_SemiBin_122.fa,53.1866375447924,NA,NA,NA,NA,NA,1557_0,NA,NA,1,NA,NA,NA,NA
sample18_SemiBin_27.fa,89.02992298669488,NA,NA,NA,NA,NA,1558_1,NA,NA,3,99.09,95.96,NA,NA
sample17_SemiBin_6.fa,87.91464187208564,NA,NA,NA,NA,NA,1558_2,NA,NA,5,98.33,95.92,NA,NA
sample1_SemiBin_67.fa,76.99040627171844,NA,NA,NA,NA,NA,1558_3,NA,NA,1,NA,NA,NA,NA
sample18_SemiBin_2111.fa,10.585871880127591,NA,NA,NA,NA,NA,1559_0,NA,NA,1,NA,NA,NA,NA
snj16_SemiBin_6.fa,92.0400849953546,NA,NA,NA,NA,NA,1560_1,NA,NA,3,96.12,95.63,NA,NA
sample10_SemiBin_34.fa,86.11867145789944,NA,NA,NA,NA,NA,1561_1,NA,NA,7,98.05,95.59,NA,NA
sample18_SemiBin_159.fa,37.82422386818973,NA,NA,NA,NA,NA,1561_2,NA,NA,1,NA,NA,NA,NA
sample21_SemiBin_98.fa,41.42785725119282,NA,NA,NA,NA,NA,1561_3,NA,NA,1,NA,NA,NA,NA
cpsnj08_SemiBin_8.fa,95.66709241603508,NA,NA,NA,NA,NA,1562_1,NA,NA,3,99.27,99.11,NA,NA
snj19_SemiBin_3.fa,97.39327999441257,NA,NA,NA,NA,NA,1562_2,NA,NA,3,98.17,97.47,NA,NA
sample20_SemiBin_6.fa,97.80340010134614,NA,NA,NA,NA,NA,1562_3,NA,NA,1,NA,NA,NA,NA
cpsnj04_SemiBin_99.fa,18.1269942737015,NA,NA,NA,NA,NA,1563_0,NA,NA,1,NA,NA,NA,NA
cpsnj10_SemiBin_4.fa,100.7485874758569,NA,NA,NA,NA,NA,1564_1,NA,NA,2,99.10,99.10,NA,NA
cpsnj14_SemiBin_50.fa,43.66126283965274,NA,NA,NA,NA,NA,1565_1,NA,NA,2,96.31,96.31,NA,NA
sample6_SemiBin_44.fa,79.66492811318092,NA,NA,NA,NA,NA,1565_2,NA,NA,1,NA,NA,NA,NA
sample17_SemiBin_14.fa,69.79037670176008,NA,NA,NA,NA,NA,1566_0,NA,NA,1,NA,NA,NA,NA
sample28_SemiBin_18.fa,77.92074053682133,NA,NA,NA,NA,NA,1567_1,NA,NA,1,NA,NA,NA,NA
snj09_SemiBin_98.fa,56.36505323089861,NA,NA,NA,NA,NA,1567_2,NA,NA,1,NA,NA,NA,NA
sample18_SemiBin_42.fa,95.26508334733214,NA,NA,NA,NA,NA,1568_1,NA,NA,4,98.37,96.76,NA,NA
cpsnj13_SemiBin_68.fa,69.75778964057942,NA,NA,NA,NA,NA,1568_2,NA,NA,1,NA,NA,NA,NA
cpsnj19_SemiBin_62.fa,70.47660693210247,NA,NA,NA,NA,NA,1569_0,NA,NA,1,NA,NA,NA,NA
sample26_SemiBin_116.fa,58.73933066504346,NA,NA,NA,NA,NA,1570_0,NA,NA,1,NA,NA,NA,NA
sample19_SemiBin_81.fa,75.37685168449211,NA,NA,NA,NA,NA,1571_0,NA,NA,1,NA,NA,NA,NA
sample29_SemiBin_9.fa,87.81082511940565,NA,NA,NA,NA,NA,1572_0,NA,NA,1,NA,NA,NA,NA
sample19_SemiBin_127.fa,46.59286599146734,NA,NA,NA,NA,NA,1573_0,NA,NA,1,NA,NA,NA,NA
sample7_SemiBin_10.fa,100.11205715114872,NA,NA,NA,NA,NA,1574_1,NA,NA,3,98.84,98.40,NA,NA
snj08_SemiBin_59.fa,75.55311422127772,NA,NA,NA,NA,NA,1574_2,NA,NA,1,NA,NA,NA,NA
sample22_SemiBin_137.fa,81.82850951086294,NA,NA,NA,NA,NA,1575_1,NA,NA,2,96.19,96.19,NA,NA
cpsnj14_SemiBin_3.fa,95.33682812265748,NA,NA,NA,NA,NA,1576_1,NA,NA,3,98.92,97.37,NA,NA
sample28_SemiBin_1.fa,97.5440408362342,NA,NA,NA,NA,NA,1577_1,NA,NA,8,99.29,98.04,NA,NA
cpsnj09_SemiBin_100.fa,48.89251552239357,NA,NA,NA,NA,NA,1577_2,NA,NA,1,NA,NA,NA,NA
sample21_SemiBin_21.fa,84.22222009398946,NA,NA,NA,NA,NA,1578_1,NA,NA,4,98.44,97.48,NA,NA
cpsnj19_SemiBin_23.fa,90.1776612386374,NA,NA,NA,NA,NA,1579_1,NA,NA,3,98.96,98.21,NA,NA
sample30_SemiBin_4.fa,88.97685913205414,NA,NA,NA,NA,NA,1580_1,NA,NA,2,98.68,98.68,NA,NA
sample15_SemiBin_70.fa,61.961435623370384,NA,NA,NA,NA,NA,1580_2,NA,NA,2,97.56,97.56,NA,NA
cpsnj09_SemiBin_148.fa,50.60898791039333,NA,NA,NA,NA,NA,1581_0,NA,NA,1,NA,NA,NA,NA
sample18_SemiBin_24.fa,100.51160435306728,NA,NA,NA,NA,NA,1582_1,NA,NA,3,98.79,97.28,NA,NA
sample16_SemiBin_70.fa,71.75692515923788,NA,NA,NA,NA,NA,1583_0,NA,NA,1,NA,NA,NA,NA
cpsnj03_SemiBin_108.fa,65.1437601425699,NA,NA,NA,NA,NA,1584_1,NA,NA,2,97.72,97.72,NA,NA
cpsnj11_SemiBin_96.fa,57.71746392013946,NA,NA,NA,NA,NA,1584_2,NA,NA,1,NA,NA,NA,NA
sample21_SemiBin_57.fa,61.82978712614826,NA,NA,NA,NA,NA,1584_3,NA,NA,1,NA,NA,NA,NA
sample23_SemiBin_16.fa,97.58558534254392,NA,NA,NA,NA,NA,1585_1,NA,NA,6,98.89,95.87,NA,NA
sample20_SemiBin_987.fa,10.157750890531478,NA,NA,NA,NA,NA,1585_2,NA,NA,1,NA,NA,NA,NA
snj11_SemiBin_162.fa,60.28936075782771,NA,NA,NA,NA,NA,1586_0,NA,NA,1,NA,NA,NA,NA
cpsnj09_SemiBin_78.fa,79.44789590633856,NA,NA,NA,NA,NA,1587_1,NA,NA,3,97.76,97.16,NA,NA
snj19_SemiBin_151.fa,53.81559932032143,NA,NA,NA,NA,NA,1588_0,NA,NA,1,NA,NA,NA,NA
sample16_SemiBin_105.fa,64.31171387330956,NA,NA,NA,NA,NA,1589_0,NA,NA,1,NA,NA,NA,NA
snj09_SemiBin_63.fa,73.02513280044613,NA,NA,NA,NA,NA,1590_0,NA,NA,1,NA,NA,NA,NA
sample20_SemiBin_154.fa,57.38401008385007,NA,NA,NA,NA,NA,1591_1,NA,NA,2,96.58,96.58,NA,NA
cpsnj14_SemiBin_7.fa,95.45420486428216,NA,NA,NA,NA,NA,1592_1,NA,NA,2,98.44,98.44,NA,NA
sample13_SemiBin_37.fa,82.39843783077535,NA,NA,NA,NA,NA,1593_1,NA,NA,2,97.92,97.92,NA,NA
sample18_SemiBin_115.fa,77.09288792013945,NA,NA,NA,NA,NA,1594_1,NA,NA,2,97.54,97.54,NA,NA
cpsnj14_SemiBin_45.fa,81.00204031350397,NA,NA,NA,NA,NA,1595_1,NA,NA,2,95.28,95.28,NA,NA
cpsnj14_SemiBin_76.fa,70.46010032255704,NA,NA,NA,NA,NA,1596_1,NA,NA,2,95.16,95.16,NA,NA
sample13_SemiBin_216.fa,44.484153113950505,NA,NA,NA,NA,NA,1597_0,NA,NA,1,NA,NA,NA,NA
cpsnj09_SemiBin_30.fa,80.03799708264081,NA,NA,NA,NA,NA,1598_1,NA,NA,2,98.04,98.04,NA,NA
sample28_SemiBin_168.fa,50.61089860703619,NA,NA,NA,NA,NA,1599_0,NA,NA,1,NA,NA,NA,NA
snj19_SemiBin_197.fa,46.15445979351445,NA,NA,NA,NA,NA,1600_0,NA,NA,1,NA,NA,NA,NA
cpsnj01_SemiBin_15.fa,58.74867011475408,NA,NA,NA,NA,NA,1601_1,NA,NA,1,NA,NA,NA,NA
snj01_SemiBin_43.fa,39.74938724297913,NA,NA,NA,NA,NA,1601_2,NA,NA,1,NA,NA,NA,NA
sample24_SemiBin_55.fa,57.75565476229225,NA,NA,NA,NA,NA,1601_3,NA,NA,1,NA,NA,NA,NA
sample9_SemiBin_40.fa,51.83890731492147,NA,NA,NA,NA,NA,1601_4,NA,NA,1,NA,NA,NA,NA
snj04_SemiBin_41.fa,39.734220971192826,NA,NA,NA,NA,NA,1601_5,NA,NA,1,NA,NA,NA,NA
snj19_SemiBin_74.fa,44.62472195098399,NA,NA,NA,NA,NA,1601_6,NA,NA,1,NA,NA,NA,NA
cpsnj20_SemiBin_774.fa,8.326655573011564,NA,NA,NA,NA,NA,1602_0,NA,NA,1,NA,NA,NA,NA
sample6_SemiBin_97.fa,59.87944130513281,NA,NA,NA,NA,NA,1603_0,NA,NA,1,NA,NA,NA,NA
sample13_SemiBin_217.fa,38.63021160353891,NA,NA,NA,NA,NA,1604_1,NA,NA,1,NA,NA,NA,NA
sample20_SemiBin_118.fa,46.82388297792255,NA,NA,NA,NA,NA,1604_2,NA,NA,1,NA,NA,NA,NA
sample28_SemiBin_7.fa,94.84057448972,NA,NA,NA,NA,NA,1605_1,NA,NA,6,99.24,96.97,NA,NA
cpsnj09_SemiBin_5.fa,98.14320458249426,NA,NA,NA,NA,NA,1605_2,NA,NA,10,99.72,96.00,NA,NA
snj09_SemiBin_18.fa,98.06978065154908,NA,NA,NA,NA,NA,1606_0,NA,NA,1,NA,NA,NA,NA
cpsnj14_SemiBin_21.fa,93.2618804849674,NA,NA,NA,NA,NA,1607_1,NA,NA,4,99.20,95.88,NA,NA
cpsnj03_SemiBin_70.fa,49.91312378917605,NA,NA,NA,NA,NA,1607_2,NA,NA,1,NA,NA,NA,NA
snj02_SemiBin_29.fa,82.85358487621411,NA,NA,NA,NA,NA,1608_0,NA,NA,1,NA,NA,NA,NA
sample29_SemiBin_118.fa,44.510243469288014,NA,NA,NA,NA,NA,1609_0,NA,NA,1,NA,NA,NA,NA
sample29_SemiBin_418.fa,28.71241798020784,NA,NA,NA,NA,NA,1610_0,NA,NA,1,NA,NA,NA,NA
sample19_SemiBin_193.fa,71.11924189871608,NA,NA,NA,NA,NA,1611_0,NA,NA,1,NA,NA,NA,NA
sample25_SemiBin_35.fa,72.14477442097825,NA,NA,NA,NA,NA,1612_1,NA,NA,2,97.26,97.26,NA,NA
sample19_SemiBin_174.fa,35.83861307293809,NA,NA,NA,NA,NA,1612_2,NA,NA,1,NA,NA,NA,NA
snj03_SemiBin_183.fa,34.444184920235955,NA,NA,NA,NA,NA,1613_0,NA,NA,1,NA,NA,NA,NA
sample18_SemiBin_66.fa,54.05484738306247,NA,NA,NA,NA,NA,1614_0,NA,NA,1,NA,NA,NA,NA
sample21_SemiBin_47.fa,69.70890651812799,NA,NA,NA,NA,NA,1615_1,NA,NA,2,95.43,95.43,NA,NA
sample24_SemiBin_17.fa,66.61590930359519,NA,NA,NA,NA,NA,1616_1,NA,NA,2,97.57,97.57,NA,NA
sample6_SemiBin_299.fa,56.428847260214,NA,NA,NA,NA,NA,1617_0,NA,NA,1,NA,NA,NA,NA
sample29_SemiBin_137.fa,89.91593931551516,NA,NA,NA,NA,NA,1618_0,NA,NA,1,NA,NA,NA,NA
sample29_SemiBin_221.fa,69.347586279843,NA,NA,NA,NA,NA,1619_0,NA,NA,1,NA,NA,NA,NA
sample29_SemiBin_158.fa,86.82380931846073,NA,NA,NA,NA,NA,1620_0,NA,NA,1,NA,NA,NA,NA
sample29_SemiBin_6.fa,90.49471663838035,NA,NA,NA,NA,NA,1621_0,NA,NA,1,NA,NA,NA,NA
sample15_SemiBin_1.fa,82.94943479177428,NA,NA,NA,NA,NA,1622_1,NA,NA,6,98.60,95.38,NA,NA
cpsnj09_SemiBin_71.fa,48.382492403457135,NA,NA,NA,NA,NA,1623_0,NA,NA,1,NA,NA,NA,NA
sample18_SemiBin_36.fa,98.3585529839572,NA,NA,NA,NA,NA,1624_1,NA,NA,2,96.89,96.89,NA,NA
sample18_SemiBin_153.fa,65.59350725628545,NA,NA,NA,NA,NA,1625_1,NA,NA,2,95.90,95.90,NA,NA
sample20_SemiBin_164.fa,54.39846306361347,NA,NA,NA,NA,NA,1626_0,NA,NA,1,NA,NA,NA,NA
sample4_SemiBin_76.fa,84.65214223646292,NA,NA,NA,NA,NA,1627_1,NA,NA,5,97.82,95.02,NA,NA
sample18_SemiBin_49.fa,91.48452291515756,NA,NA,NA,NA,NA,1628_1,NA,NA,4,99.14,95.64,NA,NA
sample5_SemiBin_8.fa,101.42947106880855,NA,NA,NA,NA,NA,1629_1,NA,NA,16,99.36,94.58,NA,NA
sample22_SemiBin_47.fa,82.85779277594659,NA,NA,NA,NA,NA,1629_2,NA,NA,1,NA,NA,NA,NA
sample16_SemiBin_6.fa,97.8808550189268,NA,NA,NA,NA,NA,1630_1,NA,NA,4,99.27,98.49,NA,NA
sample3_SemiBin_123.fa,57.56080672851922,NA,NA,NA,NA,NA,1630_2,NA,NA,2,97.01,97.01,NA,NA
sample18_SemiBin_226.fa,54.03605290735591,NA,NA,NA,NA,NA,1631_0,NA,NA,1,NA,NA,NA,NA
sample13_SemiBin_163.fa,78.41521942984505,NA,NA,NA,NA,NA,1632_0,NA,NA,1,NA,NA,NA,NA
cpsnj19_SemiBin_70.fa,51.08045128373973,NA,NA,NA,NA,NA,1633_1,NA,NA,1,NA,NA,NA,NA
sample22_SemiBin_81.fa,51.65172858902698,NA,NA,NA,NA,NA,1633_2,NA,NA,1,NA,NA,NA,NA
sample18_SemiBin_86.fa,70.25737149916696,NA,NA,NA,NA,NA,1634_0,NA,NA,1,NA,NA,NA,NA
sample29_SemiBin_55.fa,74.94534127795403,NA,NA,NA,NA,NA,1635_0,NA,NA,1,NA,NA,NA,NA
sample8_SemiBin_8.fa,95.88172656183738,NA,NA,NA,NA,NA,1636_1,NA,NA,4,99.12,98.86,NA,NA
snj13_SemiBin_16.fa,88.29802593581853,NA,NA,NA,NA,NA,1637_1,NA,NA,5,98.32,95.62,NA,NA
sample20_SemiBin_81.fa,60.73026822720156,NA,NA,NA,NA,NA,1637_2,NA,NA,1,NA,NA,NA,NA
snj10_SemiBin_61.fa,12.56764080625213,NA,NA,NA,NA,NA,1637_3,NA,NA,1,NA,NA,NA,NA
sample18_SemiBin_158.fa,72.45082259667595,NA,NA,NA,NA,NA,1637_4,NA,NA,1,NA,NA,NA,NA
snj04_SemiBin_1.fa,85.4740784059565,NA,NA,NA,NA,NA,1638_1,NA,NA,3,98.33,96.08,NA,NA
cpsnj03_SemiBin_1491.fa,2.5697169747608264,NA,NA,NA,NA,NA,1638_2,NA,NA,1,NA,NA,NA,NA
cpsnj02_SemiBin_69.fa,27.83700180700733,NA,NA,NA,NA,NA,1638_3,NA,NA,1,NA,NA,NA,NA
sample28_SemiBin_30.fa,54.03779066209055,NA,NA,NA,NA,NA,1638_4,NA,NA,1,NA,NA,NA,NA
cpsnj16_SemiBin_75.fa,73.97915321924225,NA,NA,NA,NA,NA,1639_1,NA,NA,4,97.94,96.74,NA,NA
snj03_SemiBin_452.fa,20.008058014924988,NA,NA,NA,NA,NA,1639_2,NA,NA,1,NA,NA,NA,NA
sample30_SemiBin_18.fa,58.48838628598674,NA,NA,NA,NA,NA,1639_3,NA,NA,1,NA,NA,NA,NA
snj09_SemiBin_88.fa,58.96382105004199,NA,NA,NA,NA,NA,1640_0,NA,NA,1,NA,NA,NA,NA
sample25_SemiBin_196.fa,48.48769200200958,NA,NA,NA,NA,NA,1641_0,NA,NA,1,NA,NA,NA,NA
sample1_SemiBin_131.fa,58.6669024692477,NA,NA,NA,NA,NA,1642_1,NA,NA,2,96.53,96.53,NA,NA
cpsnj16_SemiBin_48.fa,70.20463651824913,NA,NA,NA,NA,NA,1643_1,NA,NA,2,96.82,96.82,NA,NA
sample20_SemiBin_257.fa,55.92836023457855,NA,NA,NA,NA,NA,1644_1,NA,NA,2,95.74,95.74,NA,NA
sample17_SemiBin_34.fa,87.41811885670381,NA,NA,NA,NA,NA,1645_1,NA,NA,4,98.52,97.16,NA,NA
sample3_SemiBin_57.fa,23.83673974501096,NA,NA,NA,NA,NA,1646_1,NA,NA,1,NA,NA,NA,NA
sample4_SemiBin_113.fa,44.550169769126896,NA,NA,NA,NA,NA,1646_2,NA,NA,1,NA,NA,NA,NA
sample18_SemiBin_34.fa,91.58807588240217,NA,NA,NA,NA,NA,1647_0,NA,NA,1,NA,NA,NA,NA
sample18_SemiBin_373.fa,59.61813070791442,NA,NA,NA,NA,NA,1648_0,NA,NA,1,NA,NA,NA,NA
sample25_SemiBin_30.fa,68.78349327024809,NA,NA,NA,NA,NA,1649_1,NA,NA,6,97.45,96.62,NA,NA
sample18_SemiBin_245.fa,31.54756531320692,NA,NA,NA,NA,NA,1650_0,NA,NA,1,NA,NA,NA,NA
sample4_SemiBin_108.fa,29.05982434799889,NA,NA,NA,NA,NA,1651_0,NA,NA,1,NA,NA,NA,NA
cpsnj16_SemiBin_4.fa,98.32305557808536,NA,NA,NA,NA,NA,1652_1,NA,NA,9,99.17,96.51,NA,NA
cpsnj09_SemiBin_129.fa,34.00278876611035,NA,NA,NA,NA,NA,1652_2,NA,NA,1,NA,NA,NA,NA
sample7_SemiBin_61.fa,86.7864215539604,NA,NA,NA,NA,NA,1653_1,NA,NA,2,98.47,98.47,NA,NA
